Tanggal;Provinsi;Target;Jumlah.Target;Jumlah.Vaksinasi.1;Jumlah.Vaksinasi.2
2021-05-10;Nusa Tenggara Timur;Lansia;2958;71;5
2021-05-11;Nusa Tenggara Timur;Lansia;2958;71;5
2021-05-12;Nusa Tenggara Timur;Lansia;2958;71;5
2021-05-13;Nusa Tenggara Timur;Lansia;2958;72;5
2021-05-14;Nusa Tenggara Timur;Lansia;2958;75;6
2021-05-15;Nusa Tenggara Timur;Lansia;2958;78;6
2021-05-16;Nusa Tenggara Timur;Lansia;2958;80;6
2021-05-17;Nusa Tenggara Timur;Lansia;2958;82;6
2021-05-18;Nusa Tenggara Timur;Lansia;2958;86;6
2021-05-19;Nusa Tenggara Timur;Lansia;2958;87;6
2021-05-20;Nusa Tenggara Timur;Lansia;2958;89;6
2021-05-21;Nusa Tenggara Timur;Lansia;2958;92;6
2021-05-22;Nusa Tenggara Timur;Lansia;2958;92;6
2021-05-23;Nusa Tenggara Timur;Lansia;2958;94;6
2021-05-24;Nusa Tenggara Timur;Lansia;2958;95;6
2021-05-25;Nusa Tenggara Timur;Lansia;2958;95;6
2021-05-26;Nusa Tenggara Timur;Lansia;2958;96;6
2021-05-27;Nusa Tenggara Timur;Lansia;2958;96;6
2021-05-28;Nusa Tenggara Timur;Lansia;2958;97;6
2021-05-29;Nusa Tenggara Timur;Lansia;2958;97;6
2021-05-30;Nusa Tenggara Timur;Lansia;2958;98;6
2021-05-31;Nusa Tenggara Timur;Lansia;2958;99;6
2021-06-01;Nusa Tenggara Timur;Lansia;2958;100;7
2021-06-02;Nusa Tenggara Timur;Lansia;2958;100;7
2021-06-03;Nusa Tenggara Timur;Lansia;2958;101;7
2021-06-04;Nusa Tenggara Timur;Lansia;2958;102;7
2021-06-05;Nusa Tenggara Timur;Lansia;2958;104;7
2021-06-06;Nusa Tenggara Timur;Lansia;2958;105;7
2021-06-07;Nusa Tenggara Timur;Lansia;2958;106;7
2021-06-08;Nusa Tenggara Timur;Lansia;2958;106;8
2021-06-09;Nusa Tenggara Timur;Lansia;2958;108;8
2021-06-10;Nusa Tenggara Timur;Lansia;2958;110;8
2021-06-11;Nusa Tenggara Timur;Lansia;2958;111;8
2021-06-12;Nusa Tenggara Timur;Lansia;2958;111;8
2021-06-13;Nusa Tenggara Timur;Lansia;2958;113;8
2021-06-14;Nusa Tenggara Timur;Lansia;2958;114;8
2021-03-05;Papua Barat;Lansia;855;1;0
2021-03-06;Papua Barat;Lansia;855;1;0
2021-03-07;Papua Barat;Lansia;855;1;0
2021-03-08;Papua Barat;Lansia;855;2;0
2021-03-09;Papua Barat;Lansia;855;2;0
2021-03-10;Papua Barat;Lansia;855;2;0
2021-03-11;Papua Barat;Lansia;855;2;0
2021-03-12;Papua Barat;Lansia;855;2;0
2021-03-13;Papua Barat;Lansia;855;2;0
2021-03-14;Papua Barat;Lansia;855;2;0
2021-03-15;Papua Barat;Lansia;855;2;0
2021-03-16;Papua Barat;Lansia;855;2;0
2021-03-17;Papua Barat;Lansia;855;2;0
2021-03-18;Papua Barat;Lansia;855;2;0
2021-03-19;Papua Barat;Lansia;855;2;0
2021-03-20;Papua Barat;Lansia;855;3;0
2021-03-21;Papua Barat;Lansia;855;3;0
2021-03-22;Papua Barat;Lansia;855;3;0
2021-03-23;Papua Barat;Lansia;855;3;0
2021-03-24;Papua Barat;Lansia;855;3;0
2021-03-25;Papua Barat;Lansia;855;3;0
2021-03-26;Papua Barat;Lansia;855;3;0
2021-03-27;Papua Barat;Lansia;855;3;0
2021-03-28;Papua Barat;Lansia;855;3;0
2021-03-29;Papua Barat;Lansia;855;3;0
2021-03-30;Papua Barat;Lansia;855;4;0
2021-03-31;Papua Barat;Lansia;855;4;0
2021-04-01;Papua Barat;Lansia;855;4;0
2021-04-02;Papua Barat;Lansia;855;4;0
2021-04-03;Papua Barat;Lansia;855;4;0
2021-04-04;Papua Barat;Lansia;855;4;0
2021-04-05;Papua Barat;Lansia;855;4;0
2021-04-06;Papua Barat;Lansia;855;5;0
2021-04-07;Papua Barat;Lansia;855;5;0
2021-04-08;Papua Barat;Lansia;855;5;0
2021-04-09;Papua Barat;Lansia;855;5;0
2021-04-10;Papua Barat;Lansia;855;5;0
2021-04-11;Papua Barat;Lansia;855;5;0
2021-04-12;Papua Barat;Lansia;855;5;0
2021-04-13;Papua Barat;Lansia;855;5;0
2021-04-14;Papua Barat;Lansia;855;5;0
2021-04-15;Papua Barat;Lansia;855;5;0
2021-04-16;Papua Barat;Lansia;855;6;0
2021-04-17;Papua Barat;Lansia;855;6;0
2021-04-18;Papua Barat;Lansia;855;6;1
2021-04-19;Papua Barat;Lansia;855;6;1
2021-04-20;Papua Barat;Lansia;855;6;1
2021-04-21;Papua Barat;Lansia;855;6;1
2021-04-22;Papua Barat;Lansia;855;6;1
2021-04-23;Papua Barat;Lansia;855;6;1
2021-04-24;Papua Barat;Lansia;855;6;1
2021-04-25;Papua Barat;Lansia;855;6;1
2021-04-26;Papua Barat;Lansia;855;6;1
2021-04-27;Papua Barat;Lansia;855;6;1
2021-04-28;Papua Barat;Lansia;855;6;1
2021-04-29;Papua Barat;Lansia;855;6;1
2021-04-30;Papua Barat;Lansia;855;6;1
2021-05-01;Papua Barat;Lansia;855;6;1
2021-05-02;Papua Barat;Lansia;855;6;1
2021-05-03;Papua Barat;Lansia;855;6;1
2021-05-04;Papua Barat;Lansia;855;7;1
2021-05-05;Papua Barat;Lansia;855;7;1
2021-05-06;Papua Barat;Lansia;855;7;1
2021-05-07;Papua Barat;Lansia;855;7;1
2021-05-08;Papua Barat;Lansia;855;7;1
2021-05-09;Papua Barat;Lansia;855;7;1
2021-05-10;Papua Barat;Lansia;855;7;1
2021-05-11;Papua Barat;Lansia;855;7;1
2021-05-12;Papua Barat;Lansia;855;7;1
2021-05-13;Papua Barat;Lansia;855;7;1
2021-05-14;Papua Barat;Lansia;855;7;1
2021-05-15;Papua Barat;Lansia;855;7;1
2021-05-16;Papua Barat;Lansia;855;8;1
2021-05-17;Papua Barat;Lansia;855;8;1
2021-05-18;Papua Barat;Lansia;855;8;1
2021-05-19;Papua Barat;Lansia;855;8;1
2021-05-20;Papua Barat;Lansia;855;8;1
2021-05-21;Papua Barat;Lansia;855;8;1
2021-05-22;Papua Barat;Lansia;855;8;1
2021-05-23;Papua Barat;Lansia;855;8;1
2021-05-24;Papua Barat;Lansia;855;9;1
2021-05-25;Papua Barat;Lansia;855;9;1
2021-05-26;Papua Barat;Lansia;855;9;1
2021-05-27;Papua Barat;Lansia;855;9;1
2021-05-28;Papua Barat;Lansia;855;9;1
2021-05-29;Papua Barat;Lansia;855;9;1
2021-05-30;Papua Barat;Lansia;855;9;1
2021-05-31;Papua Barat;Lansia;855;9;1
2021-06-01;Papua Barat;Lansia;855;9;1
2021-06-02;Papua Barat;Lansia;855;9;1
2021-06-03;Papua Barat;Lansia;855;9;1
2021-06-04;Papua Barat;Lansia;855;9;1
2021-06-05;Papua Barat;Lansia;855;9;1
2021-06-06;Papua Barat;Lansia;855;9;1
2021-06-07;Papua Barat;Lansia;855;9;1
2021-06-08;Papua Barat;Lansia;855;9;1
2021-06-09;Papua Barat;Lansia;855;9;1
2021-06-10;Papua Barat;Lansia;855;10;1
2021-06-11;Papua Barat;Lansia;855;10;1
2021-06-12;Papua Barat;Lansia;855;10;1
2021-06-13;Papua Barat;Lansia;855;10;1
2021-06-14;Papua Barat;Lansia;855;10;1
2021-03-05;Sulawesi Barat;Lansia;821;2;0
2021-03-06;Sulawesi Barat;Lansia;821;2;0
2021-03-07;Sulawesi Barat;Lansia;821;2;0
2021-03-08;Sulawesi Barat;Lansia;821;3;0
2021-03-09;Sulawesi Barat;Lansia;821;3;0
2021-03-10;Sulawesi Barat;Lansia;821;3;0
2021-03-11;Sulawesi Barat;Lansia;821;3;0
2021-03-12;Sulawesi Barat;Lansia;821;3;0
2021-03-13;Sulawesi Barat;Lansia;821;3;0
2021-03-14;Sulawesi Barat;Lansia;821;3;0
2021-03-15;Sulawesi Barat;Lansia;821;4;0
2021-03-16;Sulawesi Barat;Lansia;821;4;0
2021-03-17;Sulawesi Barat;Lansia;821;4;0
2021-03-18;Sulawesi Barat;Lansia;821;4;0
2021-03-19;Sulawesi Barat;Lansia;821;4;0
2021-03-20;Sulawesi Barat;Lansia;821;4;0
2021-03-21;Sulawesi Barat;Lansia;821;4;0
2021-03-22;Sulawesi Barat;Lansia;821;5;0
2021-03-23;Sulawesi Barat;Lansia;821;5;0
2021-03-24;Sulawesi Barat;Lansia;821;5;0
2021-03-25;Sulawesi Barat;Lansia;821;5;0
2021-03-26;Sulawesi Barat;Lansia;821;5;0
2021-03-27;Sulawesi Barat;Lansia;821;5;0
2021-03-28;Sulawesi Barat;Lansia;821;5;0
2021-03-29;Sulawesi Barat;Lansia;821;5;0
2021-03-30;Sulawesi Barat;Lansia;821;5;0
2021-03-31;Sulawesi Barat;Lansia;821;6;0
2021-04-01;Sulawesi Barat;Lansia;821;6;0
2021-04-02;Sulawesi Barat;Lansia;821;6;0
2021-04-03;Sulawesi Barat;Lansia;821;6;0
2021-04-04;Sulawesi Barat;Lansia;821;6;0
2021-04-05;Sulawesi Barat;Lansia;821;6;0
2021-04-06;Sulawesi Barat;Lansia;821;6;0
2021-04-07;Sulawesi Barat;Lansia;821;6;0
2021-04-08;Sulawesi Barat;Lansia;821;6;0
2021-04-09;Sulawesi Barat;Lansia;821;6;0
2021-04-10;Sulawesi Barat;Lansia;821;7;0
2021-04-11;Sulawesi Barat;Lansia;821;7;0
2021-04-12;Sulawesi Barat;Lansia;821;7;0
2021-04-13;Sulawesi Barat;Lansia;821;7;0
2021-04-14;Sulawesi Barat;Lansia;821;7;0
2021-04-15;Sulawesi Barat;Lansia;821;7;0
2021-04-16;Sulawesi Barat;Lansia;821;7;0
2021-04-17;Sulawesi Barat;Lansia;821;7;0
2021-04-18;Sulawesi Barat;Lansia;821;7;0
2021-04-19;Sulawesi Barat;Lansia;821;8;0
2021-04-20;Sulawesi Barat;Lansia;821;8;0
2021-04-21;Sulawesi Barat;Lansia;821;8;0
2021-04-22;Sulawesi Barat;Lansia;821;8;0
2021-04-23;Sulawesi Barat;Lansia;821;8;0
2021-04-24;Sulawesi Barat;Lansia;821;8;0
2021-04-25;Sulawesi Barat;Lansia;821;8;0
2021-04-26;Sulawesi Barat;Lansia;821;9;0
2021-04-27;Sulawesi Barat;Lansia;821;9;0
2021-04-28;Sulawesi Barat;Lansia;821;9;0
2021-04-29;Sulawesi Barat;Lansia;821;9;0
2021-04-30;Sulawesi Barat;Lansia;821;9;0
2021-05-01;Sulawesi Barat;Lansia;821;9;0
2021-05-02;Sulawesi Barat;Lansia;821;9;0
2021-05-03;Sulawesi Barat;Lansia;821;9;0
2021-05-04;Sulawesi Barat;Lansia;821;9;0
2021-05-05;Sulawesi Barat;Lansia;821;10;0
2021-05-06;Sulawesi Barat;Lansia;821;10;0
2021-05-07;Sulawesi Barat;Lansia;821;10;0
2021-05-08;Sulawesi Barat;Lansia;821;10;0
2021-05-09;Sulawesi Barat;Lansia;821;10;0
2021-05-10;Sulawesi Barat;Lansia;821;10;1
2021-05-11;Sulawesi Barat;Lansia;821;10;1
2021-05-12;Sulawesi Barat;Lansia;821;10;1
2021-05-13;Sulawesi Barat;Lansia;821;10;1
2021-05-14;Sulawesi Barat;Lansia;821;11;1
2021-05-15;Sulawesi Barat;Lansia;821;11;1
2021-05-16;Sulawesi Barat;Lansia;821;11;1
2021-05-17;Sulawesi Barat;Lansia;821;11;1
2021-05-18;Sulawesi Barat;Lansia;821;11;1
2021-05-19;Sulawesi Barat;Lansia;821;11;1
2021-05-20;Sulawesi Barat;Lansia;821;11;1
2021-05-21;Sulawesi Barat;Lansia;821;11;1
2021-05-22;Sulawesi Barat;Lansia;821;11;1
2021-05-23;Sulawesi Barat;Lansia;821;11;1
2021-05-24;Sulawesi Barat;Lansia;821;11;1
2021-05-25;Sulawesi Barat;Lansia;821;11;1
2021-05-26;Sulawesi Barat;Lansia;821;12;1
2021-05-27;Sulawesi Barat;Lansia;821;12;1
2021-05-28;Sulawesi Barat;Lansia;821;12;1
2021-05-29;Sulawesi Barat;Lansia;821;12;1
2021-05-30;Sulawesi Barat;Lansia;821;12;1
2021-05-31;Sulawesi Barat;Lansia;821;12;1
2021-06-01;Sulawesi Barat;Lansia;821;12;1
2021-06-02;Sulawesi Barat;Lansia;821;13;1
2021-06-03;Sulawesi Barat;Lansia;821;13;1
2021-06-04;Sulawesi Barat;Lansia;821;13;1
2021-06-05;Sulawesi Barat;Lansia;821;13;1
2021-06-06;Sulawesi Barat;Lansia;821;13;1
2021-06-07;Sulawesi Barat;Lansia;821;13;1
2021-06-08;Sulawesi Barat;Lansia;821;14;1
2021-06-09;Sulawesi Barat;Lansia;821;14;1
2021-06-10;Sulawesi Barat;Lansia;821;14;1
2021-06-11;Sulawesi Barat;Lansia;821;14;1
2021-06-12;Sulawesi Barat;Lansia;821;14;1
2021-06-13;Sulawesi Barat;Lansia;821;15;1
2021-06-14;Sulawesi Barat;Lansia;821;15;1
2021-03-05;Sulawesi Tengah;Lansia;1656;7;0
2021-03-06;Sulawesi Tengah;Lansia;1656;8;0
2021-03-07;Sulawesi Tengah;Lansia;1656;10;0
2021-03-08;Sulawesi Tengah;Lansia;1656;10;0
2021-03-09;Sulawesi Tengah;Lansia;1656;11;0
2021-03-10;Sulawesi Tengah;Lansia;1656;11;0
2021-03-11;Sulawesi Tengah;Lansia;1656;11;0
2021-03-12;Sulawesi Tengah;Lansia;1656;11;0
2021-03-13;Sulawesi Tengah;Lansia;1656;11;0
2021-03-14;Sulawesi Tengah;Lansia;1656;12;1
2021-03-15;Sulawesi Tengah;Lansia;1656;12;1
2021-03-16;Sulawesi Tengah;Lansia;1656;12;1
2021-03-17;Sulawesi Tengah;Lansia;1656;13;1
2021-03-18;Sulawesi Tengah;Lansia;1656;13;1
2021-03-19;Sulawesi Tengah;Lansia;1656;15;1
2021-03-20;Sulawesi Tengah;Lansia;1656;15;1
2021-03-21;Sulawesi Tengah;Lansia;1656;15;1
2021-03-22;Sulawesi Tengah;Lansia;1656;15;1
2021-03-23;Sulawesi Tengah;Lansia;1656;16;1
2021-03-24;Sulawesi Tengah;Lansia;1656;16;1
2021-03-25;Sulawesi Tengah;Lansia;1656;16;1
2021-03-26;Sulawesi Tengah;Lansia;1656;16;1
2021-03-27;Sulawesi Tengah;Lansia;1656;16;1
2021-03-28;Sulawesi Tengah;Lansia;1656;17;1
2021-03-29;Sulawesi Tengah;Lansia;1656;17;1
2021-03-30;Sulawesi Tengah;Lansia;1656;18;1
2021-03-31;Sulawesi Tengah;Lansia;1656;18;1
2021-04-01;Sulawesi Tengah;Lansia;1656;18;1
2021-04-02;Sulawesi Tengah;Lansia;1656;18;1
2021-04-03;Sulawesi Tengah;Lansia;1656;18;1
2021-04-04;Sulawesi Tengah;Lansia;1656;19;1
2021-04-05;Sulawesi Tengah;Lansia;1656;19;1
2021-04-06;Sulawesi Tengah;Lansia;1656;19;1
2021-04-07;Sulawesi Tengah;Lansia;1656;19;1
2021-04-08;Sulawesi Tengah;Lansia;1656;20;1
2021-04-09;Sulawesi Tengah;Lansia;1656;20;1
2021-04-10;Sulawesi Tengah;Lansia;1656;20;1
2021-04-11;Sulawesi Tengah;Lansia;1656;20;1
2021-04-12;Sulawesi Tengah;Lansia;1656;21;1
2021-04-13;Sulawesi Tengah;Lansia;1656;22;1
2021-04-14;Sulawesi Tengah;Lansia;1656;22;2
2021-04-15;Sulawesi Tengah;Lansia;1656;22;2
2021-04-16;Sulawesi Tengah;Lansia;1656;23;2
2021-04-17;Sulawesi Tengah;Lansia;1656;23;2
2021-04-18;Sulawesi Tengah;Lansia;1656;24;2
2021-04-19;Sulawesi Tengah;Lansia;1656;24;2
2021-04-20;Sulawesi Tengah;Lansia;1656;24;2
2021-04-21;Sulawesi Tengah;Lansia;1656;24;2
2021-04-22;Sulawesi Tengah;Lansia;1656;25;2
2021-04-23;Sulawesi Tengah;Lansia;1656;25;2
2021-04-24;Sulawesi Tengah;Lansia;1656;26;2
2021-04-25;Sulawesi Tengah;Lansia;1656;26;2
2021-04-26;Sulawesi Tengah;Lansia;1656;26;2
2021-04-27;Sulawesi Tengah;Lansia;1656;27;2
2021-04-28;Sulawesi Tengah;Lansia;1656;27;2
2021-04-29;Sulawesi Tengah;Lansia;1656;28;2
2021-04-30;Sulawesi Tengah;Lansia;1656;28;2
2021-05-01;Sulawesi Tengah;Lansia;1656;28;2
2021-05-02;Sulawesi Tengah;Lansia;1656;28;2
2021-05-03;Sulawesi Tengah;Lansia;1656;29;2
2021-05-04;Sulawesi Tengah;Lansia;1656;29;2
2021-05-05;Sulawesi Tengah;Lansia;1656;30;3
2021-05-06;Sulawesi Tengah;Lansia;1656;30;3
2021-05-07;Sulawesi Tengah;Lansia;1656;31;3
2021-05-08;Sulawesi Tengah;Lansia;1656;31;3
2021-05-09;Sulawesi Tengah;Lansia;1656;32;3
2021-05-10;Sulawesi Tengah;Lansia;1656;33;3
2021-05-11;Sulawesi Tengah;Lansia;1656;33;3
2021-05-12;Sulawesi Tengah;Lansia;1656;33;3
2021-05-13;Sulawesi Tengah;Lansia;1656;34;3
2021-05-14;Sulawesi Tengah;Lansia;1656;34;3
2021-05-15;Sulawesi Tengah;Lansia;1656;35;3
2021-05-16;Sulawesi Tengah;Lansia;1656;35;3
2021-05-17;Sulawesi Tengah;Lansia;1656;36;3
2021-05-18;Sulawesi Tengah;Lansia;1656;36;3
2021-05-19;Sulawesi Tengah;Lansia;1656;36;3
2021-05-20;Sulawesi Tengah;Lansia;1656;36;3
2021-05-21;Sulawesi Tengah;Lansia;1656;36;3
2021-05-22;Sulawesi Tengah;Lansia;1656;36;3
2021-05-23;Sulawesi Tengah;Lansia;1656;37;3
2021-05-24;Sulawesi Tengah;Lansia;1656;37;3
2021-05-25;Sulawesi Tengah;Lansia;1656;37;3
2021-05-26;Sulawesi Tengah;Lansia;1656;38;3
2021-05-27;Sulawesi Tengah;Lansia;1656;38;3
2021-05-28;Sulawesi Tengah;Lansia;1656;39;3
2021-05-29;Sulawesi Tengah;Lansia;1656;40;3
2021-05-30;Sulawesi Tengah;Lansia;1656;40;3
2021-05-31;Sulawesi Tengah;Lansia;1656;42;3
2021-06-01;Sulawesi Tengah;Lansia;1656;42;3
2021-06-02;Sulawesi Tengah;Lansia;1656;43;3
2021-06-03;Sulawesi Tengah;Lansia;1656;44;3
2021-06-04;Sulawesi Tengah;Lansia;1656;44;3
2021-06-05;Sulawesi Tengah;Lansia;1656;44;3
2021-06-06;Sulawesi Tengah;Lansia;1656;45;3
2021-06-07;Sulawesi Tengah;Lansia;1656;45;3
2021-06-08;Sulawesi Tengah;Lansia;1656;45;3
2021-06-09;Sulawesi Tengah;Lansia;1656;45;4
2021-06-10;Sulawesi Tengah;Lansia;1656;45;4
2021-06-11;Sulawesi Tengah;Lansia;1656;45;4
2021-06-12;Sulawesi Tengah;Lansia;1656;45;4
2021-06-13;Sulawesi Tengah;Lansia;1656;46;4
2021-06-14;Sulawesi Tengah;Lansia;1656;47;4
2021-03-05;Sulawesi Utara;Lansia;1434;17;0
2021-03-06;Sulawesi Utara;Lansia;1434;19;0
2021-03-07;Sulawesi Utara;Lansia;1434;20;0
2021-03-08;Sulawesi Utara;Lansia;1434;22;0
2021-03-09;Sulawesi Utara;Lansia;1434;22;0
2021-03-10;Sulawesi Utara;Lansia;1434;25;0
2021-03-11;Sulawesi Utara;Lansia;1434;26;0
2021-03-12;Sulawesi Utara;Lansia;1434;28;0
2021-03-13;Sulawesi Utara;Lansia;1434;28;1
2021-03-14;Sulawesi Utara;Lansia;1434;28;1
2021-03-15;Sulawesi Utara;Lansia;1434;29;1
2021-03-16;Sulawesi Utara;Lansia;1434;31;1
2021-03-17;Sulawesi Utara;Lansia;1434;31;1
2021-03-18;Sulawesi Utara;Lansia;1434;32;1
2021-03-19;Sulawesi Utara;Lansia;1434;32;1
2021-03-20;Sulawesi Utara;Lansia;1434;34;1
2021-03-21;Sulawesi Utara;Lansia;1434;35;1
2021-03-22;Sulawesi Utara;Lansia;1434;38;1
2021-03-23;Sulawesi Utara;Lansia;1434;38;1
2021-03-24;Sulawesi Utara;Lansia;1434;39;1
2021-03-25;Sulawesi Utara;Lansia;1434;39;1
2021-03-26;Sulawesi Utara;Lansia;1434;40;1
2021-03-27;Sulawesi Utara;Lansia;1434;41;1
2021-03-28;Sulawesi Utara;Lansia;1434;43;1
2021-03-29;Sulawesi Utara;Lansia;1434;43;2
2021-03-30;Sulawesi Utara;Lansia;1434;43;2
2021-03-31;Sulawesi Utara;Lansia;1434;44;2
2021-04-01;Sulawesi Utara;Lansia;1434;45;2
2021-04-02;Sulawesi Utara;Lansia;1434;46;2
2021-04-03;Sulawesi Utara;Lansia;1434;47;2
2021-04-04;Sulawesi Utara;Lansia;1434;48;2
2021-04-05;Sulawesi Utara;Lansia;1434;49;2
2021-04-06;Sulawesi Utara;Lansia;1434;49;2
2021-04-07;Sulawesi Utara;Lansia;1434;50;2
2021-04-08;Sulawesi Utara;Lansia;1434;50;2
2021-04-09;Sulawesi Utara;Lansia;1434;50;3
2021-04-10;Sulawesi Utara;Lansia;1434;52;3
2021-04-11;Sulawesi Utara;Lansia;1434;52;3
2021-04-12;Sulawesi Utara;Lansia;1434;53;3
2021-04-13;Sulawesi Utara;Lansia;1434;54;3
2021-04-14;Sulawesi Utara;Lansia;1434;55;3
2021-04-15;Sulawesi Utara;Lansia;1434;56;3
2021-04-16;Sulawesi Utara;Lansia;1434;58;3
2021-04-17;Sulawesi Utara;Lansia;1434;59;3
2021-04-18;Sulawesi Utara;Lansia;1434;60;3
2021-04-19;Sulawesi Utara;Lansia;1434;61;3
2021-04-20;Sulawesi Utara;Lansia;1434;61;3
2021-04-21;Sulawesi Utara;Lansia;1434;65;3
2021-04-22;Sulawesi Utara;Lansia;1434;67;3
2021-04-23;Sulawesi Utara;Lansia;1434;68;3
2021-04-24;Sulawesi Utara;Lansia;1434;70;3
2021-04-25;Sulawesi Utara;Lansia;1434;70;3
2021-04-26;Sulawesi Utara;Lansia;1434;72;3
2021-04-27;Sulawesi Utara;Lansia;1434;73;3
2021-04-28;Sulawesi Utara;Lansia;1434;74;3
2021-04-29;Sulawesi Utara;Lansia;1434;75;3
2021-04-30;Sulawesi Utara;Lansia;1434;77;3
2021-05-01;Sulawesi Utara;Lansia;1434;77;3
2021-05-02;Sulawesi Utara;Lansia;1434;78;4
2021-05-03;Sulawesi Utara;Lansia;1434;80;4
2021-05-04;Sulawesi Utara;Lansia;1434;81;4
2021-05-05;Sulawesi Utara;Lansia;1434;82;4
2021-05-06;Sulawesi Utara;Lansia;1434;82;4
2021-05-07;Sulawesi Utara;Lansia;1434;83;4
2021-05-08;Sulawesi Utara;Lansia;1434;84;4
2021-05-09;Sulawesi Utara;Lansia;1434;85;4
2021-05-10;Sulawesi Utara;Lansia;1434;85;4
2021-05-11;Sulawesi Utara;Lansia;1434;90;4
2021-05-12;Sulawesi Utara;Lansia;1434;90;4
2021-05-13;Sulawesi Utara;Lansia;1434;91;4
2021-05-14;Sulawesi Utara;Lansia;1434;91;4
2021-05-15;Sulawesi Utara;Lansia;1434;92;4
2021-05-16;Sulawesi Utara;Lansia;1434;92;4
2021-05-17;Sulawesi Utara;Lansia;1434;97;5
2021-05-18;Sulawesi Utara;Lansia;1434;100;5
2021-05-19;Sulawesi Utara;Lansia;1434;103;5
2021-05-20;Sulawesi Utara;Lansia;1434;103;5
2021-05-21;Sulawesi Utara;Lansia;1434;103;5
2021-05-22;Sulawesi Utara;Lansia;1434;103;5
2021-05-23;Sulawesi Utara;Lansia;1434;103;5
2021-05-24;Sulawesi Utara;Lansia;1434;104;5
2021-05-25;Sulawesi Utara;Lansia;1434;104;5
2021-05-26;Sulawesi Utara;Lansia;1434;104;5
2021-05-27;Sulawesi Utara;Lansia;1434;108;6
2021-05-28;Sulawesi Utara;Lansia;1434;111;6
2021-05-29;Sulawesi Utara;Lansia;1434;111;6
2021-05-30;Sulawesi Utara;Lansia;1434;113;6
2021-05-31;Sulawesi Utara;Lansia;1434;113;6
2021-06-01;Sulawesi Utara;Lansia;1434;114;6
2021-06-02;Sulawesi Utara;Lansia;1434;115;6
2021-06-03;Sulawesi Utara;Lansia;1434;118;6
2021-06-04;Sulawesi Utara;Lansia;1434;119;6
2021-06-05;Sulawesi Utara;Lansia;1434;120;6
2021-06-06;Sulawesi Utara;Lansia;1434;122;6
2021-06-07;Sulawesi Utara;Lansia;1434;123;6
2021-06-08;Sulawesi Utara;Lansia;1434;125;6
2021-06-09;Sulawesi Utara;Lansia;1434;127;6
2021-06-10;Sulawesi Utara;Lansia;1434;128;6
2021-06-11;Sulawesi Utara;Lansia;1434;128;6
2021-06-12;Sulawesi Utara;Lansia;1434;128;6
2021-06-13;Sulawesi Utara;Lansia;1434;129;6
2021-06-14;Sulawesi Utara;Lansia;1434;130;6
2021-03-05;Sumatera Selatan;Lansia;3231;42;3
2021-03-06;Sumatera Selatan;Lansia;3231;43;3
2021-03-07;Sumatera Selatan;Lansia;3231;48;3
2021-03-08;Sumatera Selatan;Lansia;3231;50;4
2021-03-09;Sumatera Selatan;Lansia;3231;51;5
2021-03-10;Sumatera Selatan;Lansia;3231;52;5
2021-03-11;Sumatera Selatan;Lansia;3231;55;6
2021-03-12;Sumatera Selatan;Lansia;3231;56;6
2021-03-13;Sumatera Selatan;Lansia;3231;66;6
2021-03-14;Sumatera Selatan;Lansia;3231;67;6
2021-03-15;Sumatera Selatan;Lansia;3231;71;6
2021-03-16;Sumatera Selatan;Lansia;3231;72;6
2021-03-17;Sumatera Selatan;Lansia;3231;79;7
2021-03-18;Sumatera Selatan;Lansia;3231;80;7
2021-03-19;Sumatera Selatan;Lansia;3231;81;7
2021-03-20;Sumatera Selatan;Lansia;3231;92;8
2021-03-21;Sumatera Selatan;Lansia;3231;92;8
2021-03-22;Sumatera Selatan;Lansia;3231;94;8
2021-03-23;Sumatera Selatan;Lansia;3231;97;8
2021-03-24;Sumatera Selatan;Lansia;3231;98;8
2021-03-25;Sumatera Selatan;Lansia;3231;101;8
2021-03-26;Sumatera Selatan;Lansia;3231;103;8
2021-03-27;Sumatera Selatan;Lansia;3231;105;9
2021-03-28;Sumatera Selatan;Lansia;3231;107;9
2021-03-29;Sumatera Selatan;Lansia;3231;107;10
2021-03-30;Sumatera Selatan;Lansia;3231;113;10
2021-03-31;Sumatera Selatan;Lansia;3231;115;10
2021-04-01;Sumatera Selatan;Lansia;3231;116;10
2021-04-02;Sumatera Selatan;Lansia;3231;117;11
2021-04-03;Sumatera Selatan;Lansia;3231;124;11
2021-04-04;Sumatera Selatan;Lansia;3231;135;12
2021-04-05;Sumatera Selatan;Lansia;3231;138;12
2021-04-06;Sumatera Selatan;Lansia;3231;139;13
2021-04-07;Sumatera Selatan;Lansia;3231;139;13
2021-04-08;Sumatera Selatan;Lansia;3231;139;13
2021-04-09;Sumatera Selatan;Lansia;3231;139;13
2021-04-10;Sumatera Selatan;Lansia;3231;140;14
2021-04-11;Sumatera Selatan;Lansia;3231;146;14
2021-04-12;Sumatera Selatan;Lansia;3231;149;14
2021-04-13;Sumatera Selatan;Lansia;3231;151;14
2021-04-14;Sumatera Selatan;Lansia;3231;159;15
2021-04-15;Sumatera Selatan;Lansia;3231;164;15
2021-04-16;Sumatera Selatan;Lansia;3231;167;15
2021-04-17;Sumatera Selatan;Lansia;3231;170;16
2021-04-18;Sumatera Selatan;Lansia;3231;171;16
2021-04-19;Sumatera Selatan;Lansia;3231;174;16
2021-04-20;Sumatera Selatan;Lansia;3231;175;17
