Tanggal;Provinsi;Target;Jumlah.Target;Jumlah.Vaksinasi.1;Jumlah.Vaksinasi.2
2021-03-05;Aceh;Tenaga Kesehatan;415;131;78
2021-03-06;Aceh;Tenaga Kesehatan;415;132;79
2021-03-07;Aceh;Tenaga Kesehatan;415;133;79
2021-03-08;Aceh;Tenaga Kesehatan;415;133;79
2021-03-09;Aceh;Tenaga Kesehatan;415;133;80
2021-03-10;Aceh;Tenaga Kesehatan;415;134;80
2021-03-11;Aceh;Tenaga Kesehatan;415;134;80
2021-03-12;Aceh;Tenaga Kesehatan;415;135;80
2021-03-13;Aceh;Tenaga Kesehatan;415;135;81
2021-03-14;Aceh;Tenaga Kesehatan;415;135;81
2021-03-15;Aceh;Tenaga Kesehatan;415;136;82
2021-03-16;Aceh;Tenaga Kesehatan;415;137;82
2021-03-17;Aceh;Tenaga Kesehatan;415;138;83
2021-03-18;Aceh;Tenaga Kesehatan;415;138;83
2021-03-19;Aceh;Tenaga Kesehatan;415;138;84
2021-03-20;Aceh;Tenaga Kesehatan;415;138;84
2021-03-21;Aceh;Tenaga Kesehatan;415;139;85
2021-03-22;Aceh;Tenaga Kesehatan;415;139;85
2021-03-23;Aceh;Tenaga Kesehatan;415;140;85
2021-03-24;Aceh;Tenaga Kesehatan;415;141;86
2021-03-25;Aceh;Tenaga Kesehatan;415;141;87
2021-03-26;Aceh;Tenaga Kesehatan;415;142;87
2021-03-27;Aceh;Tenaga Kesehatan;415;142;87
2021-03-28;Aceh;Tenaga Kesehatan;415;142;88
2021-03-29;Aceh;Tenaga Kesehatan;415;143;88
2021-03-30;Aceh;Tenaga Kesehatan;415;143;88
2021-03-31;Aceh;Tenaga Kesehatan;415;143;89
2021-04-01;Aceh;Tenaga Kesehatan;415;144;89
2021-04-02;Aceh;Tenaga Kesehatan;415;144;89
2021-04-03;Aceh;Tenaga Kesehatan;415;145;89
2021-04-04;Aceh;Tenaga Kesehatan;415;145;91
2021-04-05;Aceh;Tenaga Kesehatan;415;146;91
2021-04-06;Aceh;Tenaga Kesehatan;415;147;92
2021-04-07;Aceh;Tenaga Kesehatan;415;147;92
2021-04-08;Aceh;Tenaga Kesehatan;415;147;92
2021-04-09;Aceh;Tenaga Kesehatan;415;148;92
2021-04-10;Aceh;Tenaga Kesehatan;415;148;92
2021-04-11;Aceh;Tenaga Kesehatan;415;149;92
2021-04-12;Aceh;Tenaga Kesehatan;415;149;93
2021-04-13;Aceh;Tenaga Kesehatan;415;151;93
2021-04-14;Aceh;Tenaga Kesehatan;415;151;93
2021-04-15;Aceh;Tenaga Kesehatan;415;152;93
2021-04-16;Aceh;Tenaga Kesehatan;415;152;94
2021-04-17;Aceh;Tenaga Kesehatan;415;152;94
2021-04-18;Aceh;Tenaga Kesehatan;415;152;94
2021-04-19;Aceh;Tenaga Kesehatan;415;154;94
2021-04-20;Aceh;Tenaga Kesehatan;415;154;94
2021-04-21;Aceh;Tenaga Kesehatan;415;154;95
2021-04-22;Aceh;Tenaga Kesehatan;415;154;95
2021-04-23;Aceh;Tenaga Kesehatan;415;155;95
2021-04-24;Aceh;Tenaga Kesehatan;415;155;95
2021-04-25;Aceh;Tenaga Kesehatan;415;155;96
2021-04-26;Aceh;Tenaga Kesehatan;415;156;96
2021-04-27;Aceh;Tenaga Kesehatan;415;156;96
2021-04-28;Aceh;Tenaga Kesehatan;415;157;97
2021-04-29;Aceh;Tenaga Kesehatan;415;157;97
2021-04-30;Aceh;Tenaga Kesehatan;415;158;97
2021-05-01;Aceh;Tenaga Kesehatan;415;158;98
2021-05-02;Aceh;Tenaga Kesehatan;415;159;98
2021-05-03;Aceh;Tenaga Kesehatan;415;159;99
2021-05-04;Aceh;Tenaga Kesehatan;415;159;99
2021-05-05;Aceh;Tenaga Kesehatan;415;161;99
2021-05-06;Aceh;Tenaga Kesehatan;415;161;99
2021-05-07;Aceh;Tenaga Kesehatan;415;161;100
2021-05-08;Aceh;Tenaga Kesehatan;415;161;100
2021-05-09;Aceh;Tenaga Kesehatan;415;162;100
2021-05-10;Aceh;Tenaga Kesehatan;415;162;100
2021-05-11;Aceh;Tenaga Kesehatan;415;162;100
2021-05-12;Aceh;Tenaga Kesehatan;415;163;102
2021-05-13;Aceh;Tenaga Kesehatan;415;163;103
2021-05-14;Aceh;Tenaga Kesehatan;415;163;103
2021-05-15;Aceh;Tenaga Kesehatan;415;164;104
2021-05-16;Aceh;Tenaga Kesehatan;415;164;104
2021-05-17;Aceh;Tenaga Kesehatan;415;164;105
2021-05-18;Aceh;Tenaga Kesehatan;415;164;105
2021-05-19;Aceh;Tenaga Kesehatan;415;164;105
2021-05-20;Aceh;Tenaga Kesehatan;415;165;106
2021-05-21;Aceh;Tenaga Kesehatan;415;165;106
2021-05-22;Aceh;Tenaga Kesehatan;415;166;107
2021-05-23;Aceh;Tenaga Kesehatan;415;166;107
2021-05-24;Aceh;Tenaga Kesehatan;415;166;107
2021-05-25;Aceh;Tenaga Kesehatan;415;166;108
2021-05-26;Aceh;Tenaga Kesehatan;415;167;108
2021-05-27;Aceh;Tenaga Kesehatan;415;167;108
2021-05-28;Aceh;Tenaga Kesehatan;415;168;109
2021-05-29;Aceh;Tenaga Kesehatan;415;168;109
2021-05-30;Aceh;Tenaga Kesehatan;415;168;109
2021-05-31;Aceh;Tenaga Kesehatan;415;168;109
2021-06-01;Aceh;Tenaga Kesehatan;415;168;109
2021-06-02;Aceh;Tenaga Kesehatan;415;168;110
2021-06-03;Aceh;Tenaga Kesehatan;415;169;110
2021-06-04;Aceh;Tenaga Kesehatan;415;169;110
2021-06-05;Aceh;Tenaga Kesehatan;415;169;110
2021-06-06;Aceh;Tenaga Kesehatan;415;169;113
2021-06-07;Aceh;Tenaga Kesehatan;415;170;113
2021-06-08;Aceh;Tenaga Kesehatan;415;170;113
2021-06-09;Aceh;Tenaga Kesehatan;415;170;114
2021-06-10;Aceh;Tenaga Kesehatan;415;171;114
2021-06-11;Aceh;Tenaga Kesehatan;415;171;115
2021-06-12;Aceh;Tenaga Kesehatan;415;172;115
2021-06-13;Aceh;Tenaga Kesehatan;415;172;115
2021-06-14;Aceh;Tenaga Kesehatan;415;172;115
2021-03-05;Banten;Tenaga Kesehatan;335;126;74
2021-03-06;Banten;Tenaga Kesehatan;335;126;75
2021-03-07;Banten;Tenaga Kesehatan;335;126;76
2021-03-08;Banten;Tenaga Kesehatan;335;127;76
2021-03-09;Banten;Tenaga Kesehatan;335;127;76
2021-03-10;Banten;Tenaga Kesehatan;335;127;77
2021-03-11;Banten;Tenaga Kesehatan;335;127;77
2021-03-12;Banten;Tenaga Kesehatan;335;127;78
2021-03-13;Banten;Tenaga Kesehatan;335;128;78
2021-03-14;Banten;Tenaga Kesehatan;335;128;79
2021-03-15;Banten;Tenaga Kesehatan;335;128;79
2021-03-16;Banten;Tenaga Kesehatan;335;129;79
2021-03-17;Banten;Tenaga Kesehatan;335;129;79
2021-03-18;Banten;Tenaga Kesehatan;335;129;80
2021-03-19;Banten;Tenaga Kesehatan;335;130;80
2021-03-20;Banten;Tenaga Kesehatan;335;131;80
2021-03-21;Banten;Tenaga Kesehatan;335;131;81
2021-03-22;Banten;Tenaga Kesehatan;335;132;81
2021-03-23;Banten;Tenaga Kesehatan;335;132;81
2021-03-24;Banten;Tenaga Kesehatan;335;132;81
2021-03-25;Banten;Tenaga Kesehatan;335;133;82
2021-03-26;Banten;Tenaga Kesehatan;335;133;82
2021-03-27;Banten;Tenaga Kesehatan;335;133;82
2021-03-28;Banten;Tenaga Kesehatan;335;134;82
2021-03-29;Banten;Tenaga Kesehatan;335;134;84
2021-03-30;Banten;Tenaga Kesehatan;335;135;84
2021-03-31;Banten;Tenaga Kesehatan;335;135;84
2021-04-01;Banten;Tenaga Kesehatan;335;136;85
2021-04-02;Banten;Tenaga Kesehatan;335;136;85
2021-04-03;Banten;Tenaga Kesehatan;335;136;85
2021-04-04;Banten;Tenaga Kesehatan;335;137;85
2021-04-05;Banten;Tenaga Kesehatan;335;137;86
2021-04-06;Banten;Tenaga Kesehatan;335;137;86
2021-04-07;Banten;Tenaga Kesehatan;335;137;86
2021-04-08;Banten;Tenaga Kesehatan;335;139;86
2021-04-09;Banten;Tenaga Kesehatan;335;139;86
2021-04-10;Banten;Tenaga Kesehatan;335;140;87
2021-04-11;Banten;Tenaga Kesehatan;335;140;87
2021-04-12;Banten;Tenaga Kesehatan;335;140;87
2021-04-13;Banten;Tenaga Kesehatan;335;141;88
2021-04-14;Banten;Tenaga Kesehatan;335;141;88
2021-04-15;Banten;Tenaga Kesehatan;335;141;90
2021-04-16;Banten;Tenaga Kesehatan;335;142;90
2021-04-17;Banten;Tenaga Kesehatan;335;142;91
2021-04-18;Banten;Tenaga Kesehatan;335;144;91
2021-04-19;Banten;Tenaga Kesehatan;335;144;91
2021-04-20;Banten;Tenaga Kesehatan;335;144;91
2021-04-21;Banten;Tenaga Kesehatan;335;144;92
2021-04-22;Banten;Tenaga Kesehatan;335;145;92
2021-04-23;Banten;Tenaga Kesehatan;335;146;92
2021-04-24;Banten;Tenaga Kesehatan;335;146;92
2021-04-25;Banten;Tenaga Kesehatan;335;147;92
2021-04-26;Banten;Tenaga Kesehatan;335;147;93
2021-04-27;Banten;Tenaga Kesehatan;335;147;93
2021-04-28;Banten;Tenaga Kesehatan;335;147;94
2021-04-29;Banten;Tenaga Kesehatan;335;148;94
2021-04-30;Banten;Tenaga Kesehatan;335;148;95
2021-05-01;Banten;Tenaga Kesehatan;335;148;96
2021-05-02;Banten;Tenaga Kesehatan;335;148;96
2021-05-03;Banten;Tenaga Kesehatan;335;149;96
2021-05-04;Banten;Tenaga Kesehatan;335;149;97
2021-05-05;Banten;Tenaga Kesehatan;335;149;98
2021-05-06;Banten;Tenaga Kesehatan;335;149;98
2021-05-07;Banten;Tenaga Kesehatan;335;150;99
2021-05-08;Banten;Tenaga Kesehatan;335;150;99
2021-05-09;Banten;Tenaga Kesehatan;335;150;100
2021-05-10;Banten;Tenaga Kesehatan;335;151;100
2021-05-11;Banten;Tenaga Kesehatan;335;151;101
2021-05-12;Banten;Tenaga Kesehatan;335;151;102
2021-05-13;Banten;Tenaga Kesehatan;335;151;102
2021-05-14;Banten;Tenaga Kesehatan;335;152;102
2021-05-15;Banten;Tenaga Kesehatan;335;153;102
2021-05-16;Banten;Tenaga Kesehatan;335;154;102
2021-05-17;Banten;Tenaga Kesehatan;335;154;102
2021-05-18;Banten;Tenaga Kesehatan;335;155;103
2021-05-19;Banten;Tenaga Kesehatan;335;156;103
2021-05-20;Banten;Tenaga Kesehatan;335;156;103
2021-05-21;Banten;Tenaga Kesehatan;335;156;103
2021-05-22;Banten;Tenaga Kesehatan;335;158;104
2021-05-23;Banten;Tenaga Kesehatan;335;158;104
2021-05-24;Banten;Tenaga Kesehatan;335;158;104
2021-05-25;Banten;Tenaga Kesehatan;335;159;104
2021-05-26;Banten;Tenaga Kesehatan;335;159;104
2021-05-27;Banten;Tenaga Kesehatan;335;160;105
2021-05-28;Banten;Tenaga Kesehatan;335;160;105
2021-05-29;Banten;Tenaga Kesehatan;335;161;105
2021-05-30;Banten;Tenaga Kesehatan;335;161;105
2021-05-31;Banten;Tenaga Kesehatan;335;161;105
2021-06-01;Banten;Tenaga Kesehatan;335;163;105
2021-06-02;Banten;Tenaga Kesehatan;335;163;106
2021-06-03;Banten;Tenaga Kesehatan;335;163;106
2021-06-04;Banten;Tenaga Kesehatan;335;164;106
2021-06-05;Banten;Tenaga Kesehatan;335;164;106
2021-06-06;Banten;Tenaga Kesehatan;335;165;106
2021-06-07;Banten;Tenaga Kesehatan;335;165;107
2021-06-08;Banten;Tenaga Kesehatan;335;165;107
2021-06-09;Banten;Tenaga Kesehatan;335;165;108
2021-06-10;Banten;Tenaga Kesehatan;335;165;108
2021-06-11;Banten;Tenaga Kesehatan;335;166;108
2021-06-12;Banten;Tenaga Kesehatan;335;166;108
2021-06-13;Banten;Tenaga Kesehatan;335;166;109
2021-06-14;Banten;Tenaga Kesehatan;335;166;109
2021-03-05;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;98;63
2021-03-06;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;98;64
2021-03-07;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;99;64
2021-03-08;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;100;64
2021-03-09;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;100;64
2021-03-10;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;101;65
2021-03-11;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;101;65
2021-03-12;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;101;65
2021-03-13;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;102;65
2021-03-14;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;102;65
2021-03-15;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;102;65
2021-03-16;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;102;66
2021-03-17;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;103;66
2021-03-18;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;103;66
2021-03-19;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;104;66
2021-03-20;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;104;66
2021-03-21;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;104;66
2021-03-22;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;104;66
2021-03-23;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;105;67
2021-03-24;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;105;67
2021-03-25;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;106;67
2021-03-26;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;106;67
2021-03-27;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;107;69
2021-03-28;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;107;70
2021-03-29;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;108;70
2021-03-30;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;108;70
2021-03-31;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;110;70
2021-04-01;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;110;70
2021-04-02;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;110;70
2021-04-03;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;111;70
2021-04-04;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;111;71
2021-04-05;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;71
2021-04-06;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;71
2021-04-07;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;71
2021-04-08;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;71
2021-04-09;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;72
2021-04-10;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;72
2021-04-11;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;112;73
2021-04-12;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;113;73
2021-04-13;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;113;73
2021-04-14;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;113;74
2021-04-15;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;113;74
2021-04-16;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;75
2021-04-17;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;75
2021-04-18;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;76
2021-04-19;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;76
2021-04-20;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;76
2021-04-21;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;114;76
2021-04-22;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;115;76
2021-04-23;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;116;77
2021-04-24;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;116;78
2021-04-25;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;116;78
2021-04-26;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;117;78
2021-04-27;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;117;78
2021-04-28;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;117;78
2021-04-29;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;118;79
2021-04-30;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;119;80
2021-05-01;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;119;80
2021-05-02;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;119;80
2021-05-03;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;119;80
2021-05-04;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;120;81
2021-05-05;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;120;81
2021-05-06;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;120;81
2021-05-07;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;120;81
2021-05-08;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;121;82
2021-05-09;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;122;82
2021-05-10;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;122;82
2021-05-11;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;122;83
2021-05-12;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;122;83
2021-05-13;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;122;84
2021-05-14;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;123;84
2021-05-15;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;123;84
2021-05-16;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;123;84
2021-05-17;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;124;84
2021-05-18;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;124;85
2021-05-19;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;124;85
2021-05-20;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;125;85
2021-05-21;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;125;85
2021-05-22;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;86
2021-05-23;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;86
2021-05-24;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;87
2021-05-25;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;87
2021-05-26;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;87
2021-05-27;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;87
2021-05-28;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;126;87
2021-05-29;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;127;88
2021-05-30;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;127;88
2021-05-31;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;127;88
2021-06-01;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;127;89
2021-06-02;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;128;89
2021-06-03;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;128;89
2021-06-04;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;128;90
2021-06-05;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;128;90
2021-06-06;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;128;90
2021-06-07;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;91
2021-06-08;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;91
2021-06-09;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;91
2021-06-10;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;91
2021-06-11;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;91
2021-06-12;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;129;92
2021-06-13;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;130;92
2021-06-14;Daerah Istimewa Yogyakarta;Tenaga Kesehatan;249;130;93
2021-03-05;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-06;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-07;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-08;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-09;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-10;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-11;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-12;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-13;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-14;Gorontalo;Tenaga Kesehatan;63;20;12
2021-03-15;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-16;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-17;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-18;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-19;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-20;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-21;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-22;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-23;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-24;Gorontalo;Tenaga Kesehatan;63;20;13
2021-03-25;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-26;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-27;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-28;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-29;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-30;Gorontalo;Tenaga Kesehatan;63;21;13
2021-03-31;Gorontalo;Tenaga Kesehatan;63;21;13
2021-04-01;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-02;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-03;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-04;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-05;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-06;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-07;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-08;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-09;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-10;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-11;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-12;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-13;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-14;Gorontalo;Tenaga Kesehatan;63;21;14
2021-04-15;Gorontalo;Tenaga Kesehatan;63;22;14
2021-04-16;Gorontalo;Tenaga Kesehatan;63;22;14
2021-04-17;Gorontalo;Tenaga Kesehatan;63;22;14
2021-04-18;Gorontalo;Tenaga Kesehatan;63;22;14
2021-04-19;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-20;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-21;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-22;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-23;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-24;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-25;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-26;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-27;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-28;Gorontalo;Tenaga Kesehatan;63;22;15
2021-04-29;Gorontalo;Tenaga Kesehatan;63;23;15
2021-04-30;Gorontalo;Tenaga Kesehatan;63;23;15
2021-05-01;Gorontalo;Tenaga Kesehatan;63;23;15
2021-05-02;Gorontalo;Tenaga Kesehatan;63;23;15
2021-05-03;Gorontalo;Tenaga Kesehatan;63;23;15
2021-05-04;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-05;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-06;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-07;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-08;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-09;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-10;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-11;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-12;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-13;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-14;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-15;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-16;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-17;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-18;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-19;Gorontalo;Tenaga Kesehatan;63;23;16
2021-05-20;Gorontalo;Tenaga Kesehatan;63;24;16
2021-05-21;Gorontalo;Tenaga Kesehatan;63;24;16
2021-05-22;Gorontalo;Tenaga Kesehatan;63;24;16
2021-05-23;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-24;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-25;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-26;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-27;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-28;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-29;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-30;Gorontalo;Tenaga Kesehatan;63;24;17
2021-05-31;Gorontalo;Tenaga Kesehatan;63;24;17
2021-06-01;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-02;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-03;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-04;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-05;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-06;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-07;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-08;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-09;Gorontalo;Tenaga Kesehatan;63;25;17
2021-06-10;Gorontalo;Tenaga Kesehatan;63;26;17
2021-06-11;Gorontalo;Tenaga Kesehatan;63;26;17
2021-06-12;Gorontalo;Tenaga Kesehatan;63;26;18
2021-06-13;Gorontalo;Tenaga Kesehatan;63;26;18
2021-06-14;Gorontalo;Tenaga Kesehatan;63;26;18
2021-03-05;Jawa Barat;Tenaga Kesehatan;1336;501;311
2021-03-06;Jawa Barat;Tenaga Kesehatan;1336;503;311
2021-03-07;Jawa Barat;Tenaga Kesehatan;1336;504;312
2021-03-08;Jawa Barat;Tenaga Kesehatan;1336;504;316
2021-03-09;Jawa Barat;Tenaga Kesehatan;1336;505;318
2021-03-10;Jawa Barat;Tenaga Kesehatan;1336;506;319
2021-03-11;Jawa Barat;Tenaga Kesehatan;1336;507;320
2021-03-12;Jawa Barat;Tenaga Kesehatan;1336;509;321
2021-03-13;Jawa Barat;Tenaga Kesehatan;1336;509;322
2021-03-14;Jawa Barat;Tenaga Kesehatan;1336;510;322
2021-03-15;Jawa Barat;Tenaga Kesehatan;1336;515;323
