"Tanggal","Provinsi","Jenis Kelamin","Jumlah"
"2021-03-28","SULAWESI TENGAH","laki-laki",4909
"2021-04-07","SULAWESI TENGAH","laki-laki",5057
"2021-04-12","SULAWESI TENGAH","laki-laki",5125
"2021-04-15","SULAWESI TENGAH","laki-laki",5186
"2021-04-16","SULAWESI TENGAH","laki-laki",5197
"2021-04-17","SULAWESI TENGAH","laki-laki",5221
"2021-04-18","SULAWESI TENGAH","laki-laki",5226
"2021-04-19","SULAWESI TENGAH","laki-laki",5266
"2021-04-20","SULAWESI TENGAH","laki-laki",5268
"2021-04-21","SULAWESI TENGAH","laki-laki",5279
"2021-04-22","SULAWESI TENGAH","laki-laki",5285
"2021-04-23","SULAWESI TENGAH","laki-laki",5299
"2021-04-24","SULAWESI TENGAH","laki-laki",5319
"2021-04-25","SULAWESI TENGAH","laki-laki",5321
"2021-04-26","SULAWESI TENGAH","laki-laki",5343
"2021-04-27","SULAWESI TENGAH","laki-laki",5360
"2021-04-30","SULAWESI TENGAH","laki-laki",5443
"2021-05-01","SULAWESI TENGAH","laki-laki",5453
"2021-05-02","SULAWESI TENGAH","laki-laki",5466
"2021-05-04","SULAWESI TENGAH","laki-laki",5509
"2021-05-06","SULAWESI TENGAH","laki-laki",5548
"2021-05-08","SULAWESI TENGAH","laki-laki",5565
"2021-05-10","SULAWESI TENGAH","laki-laki",5575
"2021-05-13","SULAWESI TENGAH","laki-laki",5641
"2021-05-14","SULAWESI TENGAH","laki-laki",5648
"2021-05-16","SULAWESI TENGAH","laki-laki",5650
"2021-05-19","SULAWESI TENGAH","laki-laki",5671
"2021-05-25","SULAWESI TENGAH","laki-laki",5704
"2021-05-26","SULAWESI TENGAH","laki-laki",5711
"2021-05-29","SULAWESI TENGAH","laki-laki",5737
"2021-05-31","SULAWESI TENGAH","laki-laki",5744
"2021-06-02","SULAWESI TENGAH","laki-laki",5757
"2021-06-10","SULAWESI TENGAH","laki-laki",5813
"2021-06-12","SULAWESI TENGAH","laki-laki",5820
"2021-06-13","SULAWESI TENGAH","laki-laki",5824
"2021-03-24","SULAWESI TENGGARA","laki-laki",4985
"2021-03-28","SULAWESI TENGGARA","laki-laki",4996
"2021-04-07","SULAWESI TENGGARA","laki-laki",5023
"2021-04-12","SULAWESI TENGGARA","laki-laki",5037
"2021-04-15","SULAWESI TENGGARA","laki-laki",5040
"2021-04-16","SULAWESI TENGGARA","laki-laki",5040
"2021-04-17","SULAWESI TENGGARA","laki-laki",5043
"2021-04-18","SULAWESI TENGGARA","laki-laki",5053
"2021-04-19","SULAWESI TENGGARA","laki-laki",5057
"2021-04-20","SULAWESI TENGGARA","laki-laki",5061
"2021-04-21","SULAWESI TENGGARA","laki-laki",5062
"2021-04-22","SULAWESI TENGGARA","laki-laki",5067
"2021-04-23","SULAWESI TENGGARA","laki-laki",5071
"2021-04-24","SULAWESI TENGGARA","laki-laki",5073
"2021-04-25","SULAWESI TENGGARA","laki-laki",5075
"2021-04-26","SULAWESI TENGGARA","laki-laki",5078
"2021-04-27","SULAWESI TENGGARA","laki-laki",5083
"2021-04-30","SULAWESI TENGGARA","laki-laki",5091
"2021-05-01","SULAWESI TENGGARA","laki-laki",5094
"2021-05-02","SULAWESI TENGGARA","laki-laki",5094
"2021-05-04","SULAWESI TENGGARA","laki-laki",5094
"2021-05-06","SULAWESI TENGGARA","laki-laki",5098
"2021-05-08","SULAWESI TENGGARA","laki-laki",5103
"2021-05-10","SULAWESI TENGGARA","laki-laki",5106
"2021-05-13","SULAWESI TENGGARA","laki-laki",5109
"2021-05-14","SULAWESI TENGGARA","laki-laki",5109
"2021-05-16","SULAWESI TENGGARA","laki-laki",5109
"2021-05-19","SULAWESI TENGGARA","laki-laki",5113
"2021-05-25","SULAWESI TENGGARA","laki-laki",5123
"2021-05-26","SULAWESI TENGGARA","laki-laki",5123
"2021-05-29","SULAWESI TENGGARA","laki-laki",5131
"2021-05-31","SULAWESI TENGGARA","laki-laki",5134
"2021-06-02","SULAWESI TENGGARA","laki-laki",5136
"2021-06-10","SULAWESI TENGGARA","laki-laki",5161
"2021-06-12","SULAWESI TENGGARA","laki-laki",5169
"2021-06-13","SULAWESI TENGGARA","laki-laki",5174
"2021-03-24","SULAWESI UTARA","laki-laki",7354
"2021-03-28","SULAWESI UTARA","laki-laki",7385
"2021-04-07","SULAWESI UTARA","laki-laki",7413
"2021-04-12","SULAWESI UTARA","laki-laki",7428
"2021-04-15","SULAWESI UTARA","laki-laki",7444
"2021-04-16","SULAWESI UTARA","laki-laki",7446
"2021-04-17","SULAWESI UTARA","laki-laki",7446
"2021-04-18","SULAWESI UTARA","laki-laki",7448
"2021-04-19","SULAWESI UTARA","laki-laki",7451
"2021-04-20","SULAWESI UTARA","laki-laki",7451
"2021-04-21","SULAWESI UTARA","laki-laki",7452
"2021-04-22","SULAWESI UTARA","laki-laki",7467
"2021-04-23","SULAWESI UTARA","laki-laki",7528
"2021-04-24","SULAWESI UTARA","laki-laki",7533
"2021-04-25","SULAWESI UTARA","laki-laki",7568
"2021-04-26","SULAWESI UTARA","laki-laki",7570
"2021-04-27","SULAWESI UTARA","laki-laki",7574
"2021-04-30","SULAWESI UTARA","laki-laki",7582
"2021-05-01","SULAWESI UTARA","laki-laki",7587
"2021-05-02","SULAWESI UTARA","laki-laki",7588
"2021-05-04","SULAWESI UTARA","laki-laki",7590
"2021-05-06","SULAWESI UTARA","laki-laki",7591
"2021-05-08","SULAWESI UTARA","laki-laki",7603
"2021-05-10","SULAWESI UTARA","laki-laki",7603
"2021-05-13","SULAWESI UTARA","laki-laki",7629
"2021-05-14","SULAWESI UTARA","laki-laki",7629
"2021-05-16","SULAWESI UTARA","laki-laki",7629
"2021-05-19","SULAWESI UTARA","laki-laki",7632
"2021-05-25","SULAWESI UTARA","laki-laki",7648
"2021-05-26","SULAWESI UTARA","laki-laki",7650
"2021-05-29","SULAWESI UTARA","laki-laki",7652
"2021-05-31","SULAWESI UTARA","laki-laki",7658
"2021-06-02","SULAWESI UTARA","laki-laki",7663
"2021-06-10","SULAWESI UTARA","laki-laki",7694
"2021-06-12","SULAWESI UTARA","laki-laki",7701
"2021-06-13","SULAWESI UTARA","laki-laki",7703
"2021-03-24","SUMATERA BARAT","laki-laki",13514
"2021-03-28","SUMATERA BARAT","laki-laki",13672
"2021-04-07","SUMATERA BARAT","laki-laki",14100
"2021-04-12","SUMATERA BARAT","laki-laki",14393
"2021-04-15","SUMATERA BARAT","laki-laki",14569
"2021-04-16","SUMATERA BARAT","laki-laki",14646
"2021-04-17","SUMATERA BARAT","laki-laki",14723
"2021-04-18","SUMATERA BARAT","laki-laki",14830
"2021-04-19","SUMATERA BARAT","laki-laki",14881
"2021-04-20","SUMATERA BARAT","laki-laki",14971
"2021-04-21","SUMATERA BARAT","laki-laki",15260
"2021-04-22","SUMATERA BARAT","laki-laki",15398
"2021-04-23","SUMATERA BARAT","laki-laki",15493
"2021-04-24","SUMATERA BARAT","laki-laki",15610
"2021-04-25","SUMATERA BARAT","laki-laki",15697
"2021-04-26","SUMATERA BARAT","laki-laki",15733
"2021-04-27","SUMATERA BARAT","laki-laki",15821
"2021-04-30","SUMATERA BARAT","laki-laki",16128
"2021-05-01","SUMATERA BARAT","laki-laki",16193
"2021-05-02","SUMATERA BARAT","laki-laki",16308
"2021-05-04","SUMATERA BARAT","laki-laki",16397
"2021-05-06","SUMATERA BARAT","laki-laki",16688
"2021-05-08","SUMATERA BARAT","laki-laki",16971
"2021-05-10","SUMATERA BARAT","laki-laki",17227
"2021-05-13","SUMATERA BARAT","laki-laki",17576
"2021-05-14","SUMATERA BARAT","laki-laki",17576
"2021-05-16","SUMATERA BARAT","laki-laki",17637
"2021-05-19","SUMATERA BARAT","laki-laki",17923
"2021-05-25","SUMATERA BARAT","laki-laki",18678
"2021-05-26","SUMATERA BARAT","laki-laki",18792
"2021-05-29","SUMATERA BARAT","laki-laki",19152
"2021-05-31","SUMATERA BARAT","laki-laki",19327
"2021-06-02","SUMATERA BARAT","laki-laki",19503
"2021-06-10","SUMATERA BARAT","laki-laki",20455
"2021-06-12","SUMATERA BARAT","laki-laki",20655
"2021-06-13","SUMATERA BARAT","laki-laki",20762
"2021-03-24","SUMATERA SELATAN","laki-laki",8632
"2021-03-28","SUMATERA SELATAN","laki-laki",8865
"2021-04-07","SUMATERA SELATAN","laki-laki",9308
"2021-04-12","SUMATERA SELATAN","laki-laki",9521
"2021-04-15","SUMATERA SELATAN","laki-laki",9624
"2021-04-16","SUMATERA SELATAN","laki-laki",9658
"2021-04-17","SUMATERA SELATAN","laki-laki",9721
"2021-04-18","SUMATERA SELATAN","laki-laki",9764
"2021-04-19","SUMATERA SELATAN","laki-laki",9824
"2021-04-20","SUMATERA SELATAN","laki-laki",9873
"2021-04-21","SUMATERA SELATAN","laki-laki",9924
"2021-04-22","SUMATERA SELATAN","laki-laki",9996
"2021-04-23","SUMATERA SELATAN","laki-laki",10038
"2021-04-24","SUMATERA SELATAN","laki-laki",10089
"2021-04-25","SUMATERA SELATAN","laki-laki",10157
"2021-04-26","SUMATERA SELATAN","laki-laki",10197
"2021-04-27","SUMATERA SELATAN","laki-laki",10242
"2021-04-30","SUMATERA SELATAN","laki-laki",10431
"2021-05-01","SUMATERA SELATAN","laki-laki",10498
"2021-05-02","SUMATERA SELATAN","laki-laki",10567
"2021-05-04","SUMATERA SELATAN","laki-laki",10675
"2021-05-06","SUMATERA SELATAN","laki-laki",10805
"2021-05-08","SUMATERA SELATAN","laki-laki",10954
"2021-05-10","SUMATERA SELATAN","laki-laki",11106
"2021-05-13","SUMATERA SELATAN","laki-laki",11281
"2021-05-14","SUMATERA SELATAN","laki-laki",11310
"2021-05-16","SUMATERA SELATAN","laki-laki",11378
"2021-05-19","SUMATERA SELATAN","laki-laki",11500
"2021-05-25","SUMATERA SELATAN","laki-laki",11900
"2021-05-26","SUMATERA SELATAN","laki-laki",11981
"2021-05-29","SUMATERA SELATAN","laki-laki",12192
"2021-05-31","SUMATERA SELATAN","laki-laki",12312
"2021-06-02","SUMATERA SELATAN","laki-laki",12450
"2021-06-10","SUMATERA SELATAN","laki-laki",13002
"2021-06-12","SUMATERA SELATAN","laki-laki",13154
"2021-06-13","SUMATERA SELATAN","laki-laki",13234
"2021-03-24","SUMATERA UTARA","laki-laki",12428
"2021-03-28","SUMATERA UTARA","laki-laki",12587
"2021-04-07","SUMATERA UTARA","laki-laki",12945
"2021-04-12","SUMATERA UTARA","laki-laki",13126
"2021-04-15","SUMATERA UTARA","laki-laki",13211
"2021-04-16","SUMATERA UTARA","laki-laki",13240
"2021-04-17","SUMATERA UTARA","laki-laki",13270
"2021-04-18","SUMATERA UTARA","laki-laki",13300
"2021-04-19","SUMATERA UTARA","laki-laki",13332
"2021-04-20","SUMATERA UTARA","laki-laki",13366
"2021-04-21","SUMATERA UTARA","laki-laki",13402
"2021-04-22","SUMATERA UTARA","laki-laki",13432
"2021-04-23","SUMATERA UTARA","laki-laki",13464
"2021-04-24","SUMATERA UTARA","laki-laki",13491
"2021-04-25","SUMATERA UTARA","laki-laki",13524
"2021-04-26","SUMATERA UTARA","laki-laki",13558
"2021-04-27","SUMATERA UTARA","laki-laki",13595
"2021-04-30","SUMATERA UTARA","laki-laki",13697
"2021-05-01","SUMATERA UTARA","laki-laki",13730
"2021-05-02","SUMATERA UTARA","laki-laki",13766
"2021-05-04","SUMATERA UTARA","laki-laki",13840
"2021-05-06","SUMATERA UTARA","laki-laki",13915
"2021-05-08","SUMATERA UTARA","laki-laki",13986
"2021-05-10","SUMATERA UTARA","laki-laki",14065
"2021-05-13","SUMATERA UTARA","laki-laki",14194
"2021-05-14","SUMATERA UTARA","laki-laki",14236
"2021-05-16","SUMATERA UTARA","laki-laki",14319
"2021-05-19","SUMATERA UTARA","laki-laki",14445
"2021-05-25","SUMATERA UTARA","laki-laki",14727
"2021-05-26","SUMATERA UTARA","laki-laki",14766
"2021-05-29","SUMATERA UTARA","laki-laki",14887
"2021-05-31","SUMATERA UTARA","laki-laki",14968
"2021-06-02","SUMATERA UTARA","laki-laki",15046
"2021-06-10","SUMATERA UTARA","laki-laki",15477
"2021-06-12","SUMATERA UTARA","laki-laki",15588
"2021-06-13","SUMATERA UTARA","laki-laki",15616
"2021-03-24","ACEH","perempuan",4954
"2021-03-28","ACEH","perempuan",4983
"2021-04-07","ACEH","perempuan",5059
"2021-04-12","ACEH","perempuan",5117
"2021-04-15","ACEH","perempuan",5164
"2021-04-16","ACEH","perempuan",5175
"2021-04-17","ACEH","perempuan",5194
"2021-04-18","ACEH","perempuan",5216
"2021-04-19","ACEH","perempuan",5221
"2021-04-20","ACEH","perempuan",5243
"2021-04-21","ACEH","perempuan",5273
"2021-04-22","ACEH","perempuan",5325
"2021-04-23","ACEH","perempuan",5377
"2021-04-24","ACEH","perempuan",5399
"2021-04-25","ACEH","perempuan",5413
"2021-04-26","ACEH","perempuan",5443
"2021-04-27","ACEH","perempuan",5482
"2021-04-30","ACEH","perempuan",5586
"2021-05-01","ACEH","perempuan",5659
"2021-05-02","ACEH","perempuan",5684
"2021-05-04","ACEH","perempuan",5757
"2021-05-06","ACEH","perempuan",5869
"2021-05-08","ACEH","perempuan",5972
"2021-05-10","ACEH","perempuan",6016
"2021-05-13","ACEH","perempuan",6154
"2021-05-14","ACEH","perempuan",6157
"2021-05-16","ACEH","perempuan",6200
"2021-05-19","ACEH","perempuan",6395
"2021-05-25","ACEH","perempuan",6892
"2021-05-26","ACEH","perempuan",7030
"2021-05-29","ACEH","perempuan",7423
"2021-05-31","ACEH","perempuan",7628
"2021-06-02","ACEH","perempuan",7759
"2021-06-10","ACEH","perempuan",8591
"2021-06-12","ACEH","perempuan",8811
"2021-06-13","ACEH","perempuan",8895
"2021-03-24","BALI","perempuan",18686
"2021-03-28","BALI","perempuan",19002
"2021-04-07","BALI","perempuan",19861
"2021-04-12","BALI","perempuan",20250
"2021-04-15","BALI","perempuan",20481
"2021-04-16","BALI","perempuan",20581
"2021-04-17","BALI","perempuan",20648
"2021-04-18","BALI","perempuan",20736
"2021-04-19","BALI","perempuan",20804
"2021-04-20","BALI","perempuan",20906
"2021-04-21","BALI","perempuan",20994
"2021-04-22","BALI","perempuan",21083
"2021-04-23","BALI","perempuan",21144
"2021-04-24","BALI","perempuan",21217
"2021-04-25","BALI","perempuan",21245
"2021-04-26","BALI","perempuan",21289
"2021-04-27","BALI","perempuan",21364
"2021-04-30","BALI","perempuan",21572
"2021-05-01","BALI","perempuan",21633
"2021-05-02","BALI","perempuan",21675
"2021-05-04","BALI","perempuan",21793
"2021-05-06","BALI","perempuan",21915
"2021-05-08","BALI","perempuan",22030
"2021-05-10","BALI","perempuan",22114
"2021-05-13","BALI","perempuan",22261
"2021-05-14","BALI","perempuan",22287
"2021-05-16","BALI","perempuan",22342
"2021-05-19","BALI","perempuan",22464
"2021-05-25","BALI","perempuan",22675
"2021-05-26","BALI","perempuan",22703
"2021-05-29","BALI","perempuan",22774
"2021-05-31","BALI","perempuan",22821
"2021-06-02","BALI","perempuan",22839
"2021-06-10","BALI","perempuan",23073
"2021-06-12","BALI","perempuan",23104
"2021-06-13","BALI","perempuan",23120
"2021-03-24","BANTEN","perempuan",18275
"2021-03-28","BANTEN","perempuan",18595
"2021-04-07","BANTEN","perempuan",23002
"2021-04-12","BANTEN","perempuan",23425
"2021-04-15","BANTEN","perempuan",23609
"2021-04-16","BANTEN","perempuan",23695
"2021-04-17","BANTEN","perempuan",23747
"2021-04-18","BANTEN","perempuan",23771
"2021-04-19","BANTEN","perempuan",23812
"2021-04-20","BANTEN","perempuan",23878
"2021-04-21","BANTEN","perempuan",23916
"2021-04-22","BANTEN","perempuan",23978
"2021-04-23","BANTEN","perempuan",24072
"2021-04-24","BANTEN","perempuan",24103
"2021-04-25","BANTEN","perempuan",24149
"2021-04-26","BANTEN","perempuan",24256
"2021-04-27","BANTEN","perempuan",24361
"2021-04-30","BANTEN","perempuan",24486
"2021-05-01","BANTEN","perempuan",24511
"2021-05-02","BANTEN","perempuan",24544
"2021-05-04","BANTEN","perempuan",24663
"2021-05-06","BANTEN","perempuan",24741
"2021-05-08","BANTEN","perempuan",24822
"2021-05-10","BANTEN","perempuan",24915
"2021-05-13","BANTEN","perempuan",24999
"2021-05-14","BANTEN","perempuan",25015
"2021-05-16","BANTEN","perempuan",25060
"2021-05-19","BANTEN","perempuan",25125
"2021-05-25","BANTEN","perempuan",25334
"2021-05-26","BANTEN","perempuan",25352
"2021-05-29","BANTEN","perempuan",25483
"2021-05-31","BANTEN","perempuan",25580
"2021-06-02","BANTEN","perempuan",25680
"2021-06-10","BANTEN","perempuan",26160
"2021-06-12","BANTEN","perempuan",26393
"2021-06-13","BANTEN","perempuan",26496
"2021-03-24","BENGKULU","perempuan",2837
"2021-03-28","BENGKULU","perempuan",2859
"2021-04-07","BENGKULU","perempuan",3006
"2021-04-12","BENGKULU","perempuan",3115
"2021-04-15","BENGKULU","perempuan",3156
"2021-04-16","BENGKULU","perempuan",3189
"2021-04-17","BENGKULU","perempuan",3219
"2021-04-18","BENGKULU","perempuan",3265
"2021-04-19","BENGKULU","perempuan",3275
"2021-04-20","BENGKULU","perempuan",3305
"2021-04-21","BENGKULU","perempuan",3352
"2021-04-22","BENGKULU","perempuan",3365
"2021-04-23","BENGKULU","perempuan",3417
"2021-04-24","BENGKULU","perempuan",3439
"2021-04-25","BENGKULU","perempuan",3507
"2021-04-26","BENGKULU","perempuan",3526
"2021-04-27","BENGKULU","perempuan",3560
"2021-04-30","BENGKULU","perempuan",3650
"2021-05-01","BENGKULU","perempuan",3702
"2021-05-02","BENGKULU","perempuan",3744
"2021-05-04","BENGKULU","perempuan",3777
"2021-05-06","BENGKULU","perempuan",3818
"2021-05-08","BENGKULU","perempuan",3892
"2021-05-10","BENGKULU","perempuan",3919
"2021-05-13","BENGKULU","perempuan",3976
"2021-05-14","BENGKULU","perempuan",3982
"2021-05-16","BENGKULU","perempuan",3990
"2021-05-19","BENGKULU","perempuan",4014
"2021-05-25","BENGKULU","perempuan",4177
"2021-05-26","BENGKULU","perempuan",4189
"2021-05-29","BENGKULU","perempuan",4274
"2021-05-31","BENGKULU","perempuan",4329
"2021-06-02","BENGKULU","perempuan",4354
"2021-06-10","BENGKULU","perempuan",4495
"2021-06-12","BENGKULU","perempuan",4524
"2021-06-13","BENGKULU","perempuan",4580
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA","perempuan",16899
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA","perempuan",17311
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA","perempuan",18366
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA","perempuan",18881
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19302
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19419
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19507
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19591
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19689
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19813
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA","perempuan",19927
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20077
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20156
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20234
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20352
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20456
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20553
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA","perempuan",20967
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21035
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21132
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21312
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21558
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21721
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA","perempuan",21872
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA","perempuan",22117
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA","perempuan",22164
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA","perempuan",22271
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA","perempuan",22562
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA","perempuan",23156
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA","perempuan",23257
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA","perempuan",23557
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA","perempuan",23733
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA","perempuan",23988
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA","perempuan",25160
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA","perempuan",25581
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA","perempuan",25776
"2021-03-24","DKI JAKARTA","perempuan",185029
"2021-03-28","DKI JAKARTA","perempuan",188045
"2021-04-07","DKI JAKARTA","perempuan",192453
"2021-04-12","DKI JAKARTA","perempuan",195009
"2021-04-15","DKI JAKARTA","perempuan",196412
"2021-04-16","DKI JAKARTA","perempuan",196891
"2021-04-17","DKI JAKARTA","perempuan",197416
"2021-04-18","DKI JAKARTA","perempuan",197902
"2021-04-19","DKI JAKARTA","perempuan",198397
"2021-04-20","DKI JAKARTA","perempuan",198656
"2021-04-21","DKI JAKARTA","perempuan",198941
"2021-04-22","DKI JAKARTA","perempuan",199526
"2021-04-23","DKI JAKARTA","perempuan",199948
"2021-04-24","DKI JAKARTA","perempuan",200370
"2021-04-25","DKI JAKARTA","perempuan",200846
"2021-04-26","DKI JAKARTA","perempuan",201232
"2021-04-27","DKI JAKARTA","perempuan",201443
"2021-04-30","DKI JAKARTA","perempuan",202673
"2021-05-01","DKI JAKARTA","perempuan",203163
"2021-05-02","DKI JAKARTA","perempuan",203593
"2021-05-04","DKI JAKARTA","perempuan",204240
"2021-05-06","DKI JAKARTA","perempuan",205148
"2021-05-08","DKI JAKARTA","perempuan",205918
"2021-05-10","DKI JAKARTA","perempuan",206696
"2021-05-13","DKI JAKARTA","perempuan",207637
"2021-05-14","DKI JAKARTA","perempuan",207933
"2021-05-16","DKI JAKARTA","perempuan",208143
"2021-05-19","DKI JAKARTA","perempuan",208778
"2021-05-25","DKI JAKARTA","perempuan",211160
"2021-05-26","DKI JAKARTA","perempuan",211474
"2021-05-29","DKI JAKARTA","perempuan",212689
"2021-05-31","DKI JAKARTA","perempuan",213573
"2021-06-02","DKI JAKARTA","perempuan",214137
"2021-06-10","DKI JAKARTA","perempuan",219147
"2021-06-12","DKI JAKARTA","perempuan",221610
"2021-06-13","DKI JAKARTA","perempuan",223071
"2021-03-24","GORONTALO","perempuan",2602
"2021-03-28","GORONTALO","perempuan",2630
"2021-04-07","GORONTALO","perempuan",2680
"2021-04-12","GORONTALO","perempuan",2699
"2021-04-15","GORONTALO","perempuan",2717
"2021-04-16","GORONTALO","perempuan",2719
"2021-04-17","GORONTALO","perempuan",2726
"2021-04-18","GORONTALO","perempuan",2729
"2021-04-19","GORONTALO","perempuan",2729
"2021-04-20","GORONTALO","perempuan",2734
"2021-04-21","GORONTALO","perempuan",2734
"2021-04-22","GORONTALO","perempuan",2739
"2021-04-23","GORONTALO","perempuan",2740
"2021-04-24","GORONTALO","perempuan",2745
"2021-04-25","GORONTALO","perempuan",2745
"2021-04-26","GORONTALO","perempuan",2751
"2021-04-27","GORONTALO","perempuan",2751
"2021-04-30","GORONTALO","perempuan",2772
"2021-05-01","GORONTALO","perempuan",2775
"2021-05-02","GORONTALO","perempuan",2775
"2021-05-04","GORONTALO","perempuan",2778
"2021-05-06","GORONTALO","perempuan",2786
"2021-05-08","GORONTALO","perempuan",2786
"2021-05-10","GORONTALO","perempuan",2786
"2021-05-13","GORONTALO","perempuan",2789
"2021-05-14","GORONTALO","perempuan",2789
"2021-05-16","GORONTALO","perempuan",2791
"2021-05-19","GORONTALO","perempuan",2799
"2021-05-25","GORONTALO","perempuan",2812
"2021-05-26","GORONTALO","perempuan",2812
"2021-05-29","GORONTALO","perempuan",2822
"2021-05-31","GORONTALO","perempuan",2832
"2021-06-02","GORONTALO","perempuan",2834
"2021-06-10","GORONTALO","perempuan",2850
"2021-06-12","GORONTALO","perempuan",2854
"2021-06-13","GORONTALO","perempuan",2855
"2021-03-24","JAMBI","perempuan",2351
"2021-03-28","JAMBI","perempuan",2422
"2021-04-07","JAMBI","perempuan",2609
"2021-04-12","JAMBI","perempuan",2674
"2021-04-15","JAMBI","perempuan",2751
"2021-04-16","JAMBI","perempuan",2781
"2021-04-17","JAMBI","perempuan",2817
"2021-04-18","JAMBI","perempuan",2841
"2021-04-19","JAMBI","perempuan",2853
"2021-04-20","JAMBI","perempuan",2888
"2021-04-21","JAMBI","perempuan",2926
"2021-04-22","JAMBI","perempuan",2976
"2021-04-23","JAMBI","perempuan",2998
"2021-04-24","JAMBI","perempuan",3029
"2021-04-25","JAMBI","perempuan",3048
"2021-04-26","JAMBI","perempuan",3070
"2021-04-27","JAMBI","perempuan",3090
"2021-04-30","JAMBI","perempuan",3232
"2021-05-01","JAMBI","perempuan",3265
"2021-05-02","JAMBI","perempuan",3308
"2021-05-04","JAMBI","perempuan",3378
"2021-05-06","JAMBI","perempuan",3465
"2021-05-08","JAMBI","perempuan",3563
"2021-05-10","JAMBI","perempuan",3639
"2021-05-13","JAMBI","perempuan",3710
"2021-05-14","JAMBI","perempuan",3744
"2021-05-16","JAMBI","perempuan",3750
"2021-05-19","JAMBI","perempuan",3788
"2021-05-25","JAMBI","perempuan",3996
"2021-05-26","JAMBI","perempuan",4037
"2021-05-29","JAMBI","perempuan",4150
"2021-05-31","JAMBI","perempuan",4232
"2021-06-02","JAMBI","perempuan",4304
"2021-06-10","JAMBI","perempuan",4770
"2021-06-12","JAMBI","perempuan",4883
"2021-06-13","JAMBI","perempuan",4944
"2021-03-24","JAWA BARAT","perempuan",121428
"2021-03-28","JAWA BARAT","perempuan",123057
"2021-04-07","JAWA BARAT","perempuan",127647
"2021-04-12","JAWA BARAT","perempuan",130306
"2021-04-15","JAWA BARAT","perempuan",132540
"2021-04-16","JAWA BARAT","perempuan",133023
"2021-04-17","JAWA BARAT","perempuan",133420
"2021-04-18","JAWA BARAT","perempuan",133837
"2021-04-19","JAWA BARAT","perempuan",134571
"2021-04-20","JAWA BARAT","perempuan",135289
"2021-04-21","JAWA BARAT","perempuan",135843
"2021-04-22","JAWA BARAT","perempuan",136534
"2021-04-23","JAWA BARAT","perempuan",137051
"2021-04-24","JAWA BARAT","perempuan",137406
"2021-04-25","JAWA BARAT","perempuan",137730
"2021-04-26","JAWA BARAT","perempuan",138807
"2021-04-27","JAWA BARAT","perempuan",139395
"2021-04-30","JAWA BARAT","perempuan",141430
"2021-05-01","JAWA BARAT","perempuan",141805
"2021-05-02","JAWA BARAT","perempuan",142167
"2021-05-04","JAWA BARAT","perempuan",143416
"2021-05-06","JAWA BARAT","perempuan",144535
"2021-05-08","JAWA BARAT","perempuan",146854
"2021-05-10","JAWA BARAT","perempuan",147670
"2021-05-13","JAWA BARAT","perempuan",149077
"2021-05-14","JAWA BARAT","perempuan",149420
"2021-05-16","JAWA BARAT","perempuan",150235
"2021-05-19","JAWA BARAT","perempuan",152346
"2021-05-25","JAWA BARAT","perempuan",156023
"2021-05-26","JAWA BARAT","perempuan",156386
