"Tanggal","Provinsi","Jenis Kelamin","Jumlah"
"2021-04-23","KALIMANTAN TIMUR","laki-laki",39507
"2021-04-24","KALIMANTAN TIMUR","laki-laki",39591
"2021-04-25","KALIMANTAN TIMUR","laki-laki",39683
"2021-04-26","KALIMANTAN TIMUR","laki-laki",39725
"2021-04-27","KALIMANTAN TIMUR","laki-laki",39816
"2021-04-30","KALIMANTAN TIMUR","laki-laki",40111
"2021-05-01","KALIMANTAN TIMUR","laki-laki",40185
"2021-05-02","KALIMANTAN TIMUR","laki-laki",40214
"2021-05-04","KALIMANTAN TIMUR","laki-laki",40351
"2021-05-06","KALIMANTAN TIMUR","laki-laki",40498
"2021-05-08","KALIMANTAN TIMUR","laki-laki",40632
"2021-05-10","KALIMANTAN TIMUR","laki-laki",40733
"2021-05-13","KALIMANTAN TIMUR","laki-laki",40890
"2021-05-14","KALIMANTAN TIMUR","laki-laki",40898
"2021-05-16","KALIMANTAN TIMUR","laki-laki",40966
"2021-05-19","KALIMANTAN TIMUR","laki-laki",41169
"2021-05-25","KALIMANTAN TIMUR","laki-laki",41554
"2021-05-26","KALIMANTAN TIMUR","laki-laki",41594
"2021-05-29","KALIMANTAN TIMUR","laki-laki",41763
"2021-05-31","KALIMANTAN TIMUR","laki-laki",41920
"2021-06-02","KALIMANTAN TIMUR","laki-laki",42017
"2021-06-10","KALIMANTAN TIMUR","laki-laki",42401
"2021-06-12","KALIMANTAN TIMUR","laki-laki",42490
"2021-06-13","KALIMANTAN TIMUR","laki-laki",42565
"2021-03-24","KALIMANTAN UTARA","laki-laki",6114
"2021-03-28","KALIMANTAN UTARA","laki-laki",6194
"2021-04-07","KALIMANTAN UTARA","laki-laki",6310
"2021-04-12","KALIMANTAN UTARA","laki-laki",6354
"2021-04-15","KALIMANTAN UTARA","laki-laki",6385
"2021-04-16","KALIMANTAN UTARA","laki-laki",6387
"2021-04-17","KALIMANTAN UTARA","laki-laki",6395
"2021-04-18","KALIMANTAN UTARA","laki-laki",6417
"2021-04-19","KALIMANTAN UTARA","laki-laki",6423
"2021-04-20","KALIMANTAN UTARA","laki-laki",6434
"2021-04-21","KALIMANTAN UTARA","laki-laki",6439
"2021-04-22","KALIMANTAN UTARA","laki-laki",6449
"2021-04-23","KALIMANTAN UTARA","laki-laki",6459
"2021-04-24","KALIMANTAN UTARA","laki-laki",6465
"2021-04-25","KALIMANTAN UTARA","laki-laki",6475
"2021-04-26","KALIMANTAN UTARA","laki-laki",6485
"2021-04-27","KALIMANTAN UTARA","laki-laki",6504
"2021-04-30","KALIMANTAN UTARA","laki-laki",6532
"2021-05-01","KALIMANTAN UTARA","laki-laki",6535
"2021-05-02","KALIMANTAN UTARA","laki-laki",6550
"2021-05-04","KALIMANTAN UTARA","laki-laki",6573
"2021-05-06","KALIMANTAN UTARA","laki-laki",6576
"2021-05-08","KALIMANTAN UTARA","laki-laki",6585
"2021-05-10","KALIMANTAN UTARA","laki-laki",6593
"2021-05-13","KALIMANTAN UTARA","laki-laki",6602
"2021-05-14","KALIMANTAN UTARA","laki-laki",6605
"2021-05-16","KALIMANTAN UTARA","laki-laki",6608
"2021-05-19","KALIMANTAN UTARA","laki-laki",6635
"2021-05-25","KALIMANTAN UTARA","laki-laki",6761
"2021-05-26","KALIMANTAN UTARA","laki-laki",6769
"2021-05-29","KALIMANTAN UTARA","laki-laki",6791
"2021-05-31","KALIMANTAN UTARA","laki-laki",6808
"2021-06-02","KALIMANTAN UTARA","laki-laki",6828
"2021-06-10","KALIMANTAN UTARA","laki-laki",6886
"2021-06-12","KALIMANTAN UTARA","laki-laki",6894
"2021-06-13","KALIMANTAN UTARA","laki-laki",6907
"2021-03-24","KEPULAUAN BANGKA BELITUNG","laki-laki",4384
"2021-03-28","KEPULAUAN BANGKA BELITUNG","laki-laki",4528
"2021-04-07","KEPULAUAN BANGKA BELITUNG","laki-laki",4846
"2021-04-12","KEPULAUAN BANGKA BELITUNG","laki-laki",5060
"2021-04-15","KEPULAUAN BANGKA BELITUNG","laki-laki",5261
"2021-04-16","KEPULAUAN BANGKA BELITUNG","laki-laki",5327
"2021-04-17","KEPULAUAN BANGKA BELITUNG","laki-laki",5365
"2021-04-18","KEPULAUAN BANGKA BELITUNG","laki-laki",5414
"2021-04-19","KEPULAUAN BANGKA BELITUNG","laki-laki",5443
"2021-04-20","KEPULAUAN BANGKA BELITUNG","laki-laki",5505
"2021-04-21","KEPULAUAN BANGKA BELITUNG","laki-laki",5580
"2021-04-22","KEPULAUAN BANGKA BELITUNG","laki-laki",5642
"2021-04-23","KEPULAUAN BANGKA BELITUNG","laki-laki",5794
"2021-04-24","KEPULAUAN BANGKA BELITUNG","laki-laki",5875
"2021-04-25","KEPULAUAN BANGKA BELITUNG","laki-laki",6024
"2021-04-26","KEPULAUAN BANGKA BELITUNG","laki-laki",6118
"2021-04-27","KEPULAUAN BANGKA BELITUNG","laki-laki",6188
"2021-04-30","KEPULAUAN BANGKA BELITUNG","laki-laki",6485
"2021-05-01","KEPULAUAN BANGKA BELITUNG","laki-laki",6582
"2021-05-02","KEPULAUAN BANGKA BELITUNG","laki-laki",6634
"2021-05-04","KEPULAUAN BANGKA BELITUNG","laki-laki",6751
"2021-05-06","KEPULAUAN BANGKA BELITUNG","laki-laki",6896
"2021-05-08","KEPULAUAN BANGKA BELITUNG","laki-laki",7105
"2021-05-10","KEPULAUAN BANGKA BELITUNG","laki-laki",7239
"2021-05-13","KEPULAUAN BANGKA BELITUNG","laki-laki",7426
"2021-05-14","KEPULAUAN BANGKA BELITUNG","laki-laki",7459
"2021-05-16","KEPULAUAN BANGKA BELITUNG","laki-laki",7514
"2021-05-19","KEPULAUAN BANGKA BELITUNG","laki-laki",7691
"2021-05-25","KEPULAUAN BANGKA BELITUNG","laki-laki",8214
"2021-05-26","KEPULAUAN BANGKA BELITUNG","laki-laki",8339
"2021-05-29","KEPULAUAN BANGKA BELITUNG","laki-laki",8545
"2021-05-31","KEPULAUAN BANGKA BELITUNG","laki-laki",8713
"2021-06-02","KEPULAUAN BANGKA BELITUNG","laki-laki",8794
"2021-06-10","KEPULAUAN BANGKA BELITUNG","laki-laki",9256
"2021-06-12","KEPULAUAN BANGKA BELITUNG","laki-laki",9322
"2021-06-13","KEPULAUAN BANGKA BELITUNG","laki-laki",9335
"2021-03-24","KEPULAUAN RIAU","laki-laki",4725
"2021-03-28","KEPULAUAN RIAU","laki-laki",4781
"2021-04-07","KEPULAUAN RIAU","laki-laki",4917
"2021-04-12","KEPULAUAN RIAU","laki-laki",4999
"2021-04-15","KEPULAUAN RIAU","laki-laki",5135
"2021-04-16","KEPULAUAN RIAU","laki-laki",5163
"2021-04-17","KEPULAUAN RIAU","laki-laki",5191
"2021-04-18","KEPULAUAN RIAU","laki-laki",5231
"2021-04-19","KEPULAUAN RIAU","laki-laki",5250
"2021-04-20","KEPULAUAN RIAU","laki-laki",5290
"2021-04-21","KEPULAUAN RIAU","laki-laki",5315
"2021-04-22","KEPULAUAN RIAU","laki-laki",5362
"2021-04-23","KEPULAUAN RIAU","laki-laki",5388
"2021-04-24","KEPULAUAN RIAU","laki-laki",5441
"2021-04-25","KEPULAUAN RIAU","laki-laki",5518
"2021-04-26","KEPULAUAN RIAU","laki-laki",5593
"2021-04-27","KEPULAUAN RIAU","laki-laki",5636
"2021-04-30","KEPULAUAN RIAU","laki-laki",5804
"2021-05-01","KEPULAUAN RIAU","laki-laki",5897
"2021-05-02","KEPULAUAN RIAU","laki-laki",5966
"2021-05-04","KEPULAUAN RIAU","laki-laki",6095
"2021-05-06","KEPULAUAN RIAU","laki-laki",6287
"2021-05-08","KEPULAUAN RIAU","laki-laki",6395
"2021-05-10","KEPULAUAN RIAU","laki-laki",6486
"2021-05-13","KEPULAUAN RIAU","laki-laki",6669
"2021-05-14","KEPULAUAN RIAU","laki-laki",6715
"2021-05-16","KEPULAUAN RIAU","laki-laki",6936
"2021-05-19","KEPULAUAN RIAU","laki-laki",7129
"2021-05-25","KEPULAUAN RIAU","laki-laki",7807
"2021-05-26","KEPULAUAN RIAU","laki-laki",7900
"2021-05-29","KEPULAUAN RIAU","laki-laki",8457
"2021-05-31","KEPULAUAN RIAU","laki-laki",8718
"2021-06-02","KEPULAUAN RIAU","laki-laki",9000
"2021-06-10","KEPULAUAN RIAU","laki-laki",10045
"2021-06-12","KEPULAUAN RIAU","laki-laki",10325
"2021-06-13","KEPULAUAN RIAU","laki-laki",10420
"2021-03-24","LAMPUNG","laki-laki",6199
"2021-03-28","LAMPUNG","laki-laki",6285
"2021-04-07","LAMPUNG","laki-laki",6473
"2021-04-12","LAMPUNG","laki-laki",6588
"2021-04-15","LAMPUNG","laki-laki",6679
"2021-04-16","LAMPUNG","laki-laki",6705
"2021-04-17","LAMPUNG","laki-laki",6739
"2021-04-18","LAMPUNG","laki-laki",6780
"2021-04-19","LAMPUNG","laki-laki",6822
"2021-04-20","LAMPUNG","laki-laki",6870
"2021-04-21","LAMPUNG","laki-laki",6917
"2021-04-22","LAMPUNG","laki-laki",6944
"2021-04-23","LAMPUNG","laki-laki",6976
"2021-04-24","LAMPUNG","laki-laki",6997
"2021-04-25","LAMPUNG","laki-laki",7033
"2021-04-26","LAMPUNG","laki-laki",7063
"2021-04-27","LAMPUNG","laki-laki",7094
"2021-04-30","LAMPUNG","laki-laki",7209
"2021-05-01","LAMPUNG","laki-laki",7237
"2021-05-02","LAMPUNG","laki-laki",7267
"2021-05-04","LAMPUNG","laki-laki",7331
"2021-05-06","LAMPUNG","laki-laki",7392
"2021-05-08","LAMPUNG","laki-laki",7449
"2021-05-10","LAMPUNG","laki-laki",7492
"2021-05-13","LAMPUNG","laki-laki",7579
"2021-05-14","LAMPUNG","laki-laki",7595
"2021-05-16","LAMPUNG","laki-laki",7644
"2021-05-19","LAMPUNG","laki-laki",7724
"2021-05-25","LAMPUNG","laki-laki",7945
"2021-05-26","LAMPUNG","laki-laki",7975
"2021-05-29","LAMPUNG","laki-laki",8074
"2021-05-31","LAMPUNG","laki-laki",8143
"2021-06-02","LAMPUNG","laki-laki",8224
"2021-06-10","LAMPUNG","laki-laki",8557
"2021-06-12","LAMPUNG","laki-laki",8638
"2021-06-13","LAMPUNG","laki-laki",8686
"2021-03-24","MALUKU","laki-laki",3434
"2021-03-28","MALUKU","laki-laki",3456
"2021-04-07","MALUKU","laki-laki",3482
"2021-04-12","MALUKU","laki-laki",3503
"2021-04-15","MALUKU","laki-laki",3507
"2021-04-16","MALUKU","laki-laki",3509
"2021-04-17","MALUKU","laki-laki",3517
"2021-04-18","MALUKU","laki-laki",3525
"2021-04-19","MALUKU","laki-laki",3527
"2021-04-20","MALUKU","laki-laki",3528
"2021-04-21","MALUKU","laki-laki",3532
"2021-04-22","MALUKU","laki-laki",3532
"2021-04-23","MALUKU","laki-laki",3538
"2021-04-24","MALUKU","laki-laki",3538
"2021-04-25","MALUKU","laki-laki",3540
"2021-04-26","MALUKU","laki-laki",3540
"2021-04-27","MALUKU","laki-laki",3540
"2021-04-30","MALUKU","laki-laki",3545
"2021-05-01","MALUKU","laki-laki",3545
"2021-05-02","MALUKU","laki-laki",3548
"2021-05-04","MALUKU","laki-laki",3553
"2021-05-06","MALUKU","laki-laki",3563
"2021-05-08","MALUKU","laki-laki",3565
"2021-05-10","MALUKU","laki-laki",3567
"2021-05-13","MALUKU","laki-laki",3567
"2021-05-14","MALUKU","laki-laki",3581
"2021-05-16","MALUKU","laki-laki",3584
"2021-05-19","MALUKU","laki-laki",3593
"2021-05-25","MALUKU","laki-laki",3619
"2021-05-26","MALUKU","laki-laki",3619
"2021-05-29","MALUKU","laki-laki",3633
"2021-05-31","MALUKU","laki-laki",3634
"2021-06-02","MALUKU","laki-laki",3634
"2021-06-10","MALUKU","laki-laki",3677
"2021-06-12","MALUKU","laki-laki",3682
"2021-06-13","MALUKU","laki-laki",3693
"2021-03-24","MALUKU UTARA","laki-laki",2264
"2021-03-28","MALUKU UTARA","laki-laki",2276
"2021-04-07","MALUKU UTARA","laki-laki",2307
"2021-04-12","MALUKU UTARA","laki-laki",2311
"2021-04-15","MALUKU UTARA","laki-laki",2318
"2021-04-16","MALUKU UTARA","laki-laki",2318
"2021-04-17","MALUKU UTARA","laki-laki",2322
"2021-04-18","MALUKU UTARA","laki-laki",2323
"2021-04-19","MALUKU UTARA","laki-laki",2324
"2021-04-20","MALUKU UTARA","laki-laki",2327
"2021-04-21","MALUKU UTARA","laki-laki",2331
"2021-04-22","MALUKU UTARA","laki-laki",2331
"2021-04-23","MALUKU UTARA","laki-laki",2332
"2021-04-24","MALUKU UTARA","laki-laki",2336
"2021-04-25","MALUKU UTARA","laki-laki",2340
"2021-04-26","MALUKU UTARA","laki-laki",2340
"2021-04-27","MALUKU UTARA","laki-laki",2340
"2021-04-30","MALUKU UTARA","laki-laki",2343
"2021-05-01","MALUKU UTARA","laki-laki",2343
"2021-05-02","MALUKU UTARA","laki-laki",2343
"2021-05-04","MALUKU UTARA","laki-laki",2346
"2021-05-06","MALUKU UTARA","laki-laki",2351
"2021-05-08","MALUKU UTARA","laki-laki",2353
"2021-05-10","MALUKU UTARA","laki-laki",2353
"2021-05-13","MALUKU UTARA","laki-laki",2360
"2021-05-14","MALUKU UTARA","laki-laki",2360
"2021-05-16","MALUKU UTARA","laki-laki",2367
"2021-05-19","MALUKU UTARA","laki-laki",2368
"2021-05-25","MALUKU UTARA","laki-laki",2386
"2021-05-26","MALUKU UTARA","laki-laki",2388
"2021-05-29","MALUKU UTARA","laki-laki",2391
"2021-05-31","MALUKU UTARA","laki-laki",2403
"2021-06-02","MALUKU UTARA","laki-laki",2405
"2021-06-10","MALUKU UTARA","laki-laki",2446
"2021-06-12","MALUKU UTARA","laki-laki",2459
"2021-06-13","MALUKU UTARA","laki-laki",2470
"2021-03-24","NUSA TENGGARA BARAT","laki-laki",4649
"2021-03-28","NUSA TENGGARA BARAT","laki-laki",4685
"2021-04-07","NUSA TENGGARA BARAT","laki-laki",4829
"2021-04-12","NUSA TENGGARA BARAT","laki-laki",4882
"2021-04-15","NUSA TENGGARA BARAT","laki-laki",4906
"2021-04-16","NUSA TENGGARA BARAT","laki-laki",4950
"2021-04-17","NUSA TENGGARA BARAT","laki-laki",4967
"2021-04-18","NUSA TENGGARA BARAT","laki-laki",4967
"2021-04-19","NUSA TENGGARA BARAT","laki-laki",5002
"2021-04-20","NUSA TENGGARA BARAT","laki-laki",5007
"2021-04-21","NUSA TENGGARA BARAT","laki-laki",5028
"2021-04-22","NUSA TENGGARA BARAT","laki-laki",5035
"2021-04-23","NUSA TENGGARA BARAT","laki-laki",5036
"2021-04-24","NUSA TENGGARA BARAT","laki-laki",5036
"2021-04-25","NUSA TENGGARA BARAT","laki-laki",5037
"2021-04-26","NUSA TENGGARA BARAT","laki-laki",5064
"2021-04-27","NUSA TENGGARA BARAT","laki-laki",5090
"2021-04-30","NUSA TENGGARA BARAT","laki-laki",5154
"2021-05-01","NUSA TENGGARA BARAT","laki-laki",5165
"2021-05-02","NUSA TENGGARA BARAT","laki-laki",5177
"2021-05-04","NUSA TENGGARA BARAT","laki-laki",5264
"2021-05-06","NUSA TENGGARA BARAT","laki-laki",5282
"2021-05-08","NUSA TENGGARA BARAT","laki-laki",5307
"2021-05-10","NUSA TENGGARA BARAT","laki-laki",5318
"2021-05-13","NUSA TENGGARA BARAT","laki-laki",5342
"2021-05-14","NUSA TENGGARA BARAT","laki-laki",5348
"2021-05-16","NUSA TENGGARA BARAT","laki-laki",5361
"2021-05-19","NUSA TENGGARA BARAT","laki-laki",5402
"2021-05-25","NUSA TENGGARA BARAT","laki-laki",5478
"2021-05-26","NUSA TENGGARA BARAT","laki-laki",5491
"2021-05-29","NUSA TENGGARA BARAT","laki-laki",5719
"2021-05-31","NUSA TENGGARA BARAT","laki-laki",5870
"2021-06-02","NUSA TENGGARA BARAT","laki-laki",5973
"2021-06-10","NUSA TENGGARA BARAT","laki-laki",6149
"2021-06-12","NUSA TENGGARA BARAT","laki-laki",6167
"2021-06-13","NUSA TENGGARA BARAT","laki-laki",6171
"2021-03-24","NUSA TENGGARA TIMUR","laki-laki",5880
"2021-03-28","NUSA TENGGARA TIMUR","laki-laki",5961
"2021-04-07","NUSA TENGGARA TIMUR","laki-laki",6184
"2021-04-12","NUSA TENGGARA TIMUR","laki-laki",6250
"2021-04-15","NUSA TENGGARA TIMUR","laki-laki",6291
"2021-04-16","NUSA TENGGARA TIMUR","laki-laki",6344
"2021-04-17","NUSA TENGGARA TIMUR","laki-laki",6353
"2021-04-18","NUSA TENGGARA TIMUR","laki-laki",6357
"2021-04-19","NUSA TENGGARA TIMUR","laki-laki",6355
"2021-04-20","NUSA TENGGARA TIMUR","laki-laki",6464
"2021-04-21","NUSA TENGGARA TIMUR","laki-laki",6605
"2021-04-22","NUSA TENGGARA TIMUR","laki-laki",6664
"2021-04-23","NUSA TENGGARA TIMUR","laki-laki",6677
"2021-04-24","NUSA TENGGARA TIMUR","laki-laki",6717
"2021-04-25","NUSA TENGGARA TIMUR","laki-laki",6727
"2021-04-26","NUSA TENGGARA TIMUR","laki-laki",6758
"2021-04-27","NUSA TENGGARA TIMUR","laki-laki",6823
"2021-04-30","NUSA TENGGARA TIMUR","laki-laki",6900
"2021-05-01","NUSA TENGGARA TIMUR","laki-laki",6914
"2021-05-02","NUSA TENGGARA TIMUR","laki-laki",7124
"2021-05-04","NUSA TENGGARA TIMUR","laki-laki",7202
"2021-05-06","NUSA TENGGARA TIMUR","laki-laki",7365
"2021-05-08","NUSA TENGGARA TIMUR","laki-laki",7454
"2021-05-10","NUSA TENGGARA TIMUR","laki-laki",7500
"2021-05-13","NUSA TENGGARA TIMUR","laki-laki",7572
"2021-05-14","NUSA TENGGARA TIMUR","laki-laki",7606
"2021-05-16","NUSA TENGGARA TIMUR","laki-laki",7610
"2021-05-19","NUSA TENGGARA TIMUR","laki-laki",7667
"2021-05-25","NUSA TENGGARA TIMUR","laki-laki",7746
"2021-05-26","NUSA TENGGARA TIMUR","laki-laki",7763
"2021-05-29","NUSA TENGGARA TIMUR","laki-laki",7858
"2021-05-31","NUSA TENGGARA TIMUR","laki-laki",7947
"2021-06-02","NUSA TENGGARA TIMUR","laki-laki",7975
"2021-06-10","NUSA TENGGARA TIMUR","laki-laki",8308
"2021-06-12","NUSA TENGGARA TIMUR","laki-laki",8332
"2021-06-13","NUSA TENGGARA TIMUR","laki-laki",8355
"2021-03-24","PAPUA","laki-laki",9013
"2021-03-28","PAPUA","laki-laki",9158
"2021-04-07","PAPUA","laki-laki",9336
"2021-04-12","PAPUA","laki-laki",9471
"2021-04-15","PAPUA","laki-laki",9510
"2021-04-16","PAPUA","laki-laki",9531
"2021-04-17","PAPUA","laki-laki",9535
"2021-04-18","PAPUA","laki-laki",9539
"2021-04-19","PAPUA","laki-laki",9552
"2021-04-20","PAPUA","laki-laki",9559
"2021-04-21","PAPUA","laki-laki",9570
"2021-04-22","PAPUA","laki-laki",9575
"2021-04-23","PAPUA","laki-laki",9581
"2021-04-24","PAPUA","laki-laki",9583
"2021-04-25","PAPUA","laki-laki",9586
"2021-04-26","PAPUA","laki-laki",9587
"2021-04-27","PAPUA","laki-laki",9597
"2021-04-30","PAPUA","laki-laki",9625
"2021-05-01","PAPUA","laki-laki",9625
"2021-05-02","PAPUA","laki-laki",9625
"2021-05-04","PAPUA","laki-laki",9626
"2021-05-06","PAPUA","laki-laki",9649
"2021-05-08","PAPUA","laki-laki",9649
"2021-05-10","PAPUA","laki-laki",9658
"2021-05-13","PAPUA","laki-laki",9661
"2021-05-14","PAPUA","laki-laki",9661
"2021-05-16","PAPUA","laki-laki",9661
"2021-05-19","PAPUA","laki-laki",9661
"2021-05-25","PAPUA","laki-laki",9673
"2021-05-26","PAPUA","laki-laki",9673
"2021-05-29","PAPUA","laki-laki",9673
"2021-05-31","PAPUA","laki-laki",9673
"2021-06-02","PAPUA","laki-laki",9673
"2021-06-10","PAPUA","laki-laki",9721
"2021-06-12","PAPUA","laki-laki",9761
"2021-06-13","PAPUA","laki-laki",9763
"2021-03-24","PAPUA BARAT","laki-laki",4320
"2021-03-28","PAPUA BARAT","laki-laki",4378
"2021-04-07","PAPUA BARAT","laki-laki",4461
"2021-04-12","PAPUA BARAT","laki-laki",4509
"2021-04-15","PAPUA BARAT","laki-laki",4566
"2021-04-16","PAPUA BARAT","laki-laki",4578
"2021-04-17","PAPUA BARAT","laki-laki",4590
"2021-04-18","PAPUA BARAT","laki-laki",4597
"2021-04-19","PAPUA BARAT","laki-laki",4600
"2021-04-20","PAPUA BARAT","laki-laki",4607
"2021-04-21","PAPUA BARAT","laki-laki",4612
"2021-04-22","PAPUA BARAT","laki-laki",4623
"2021-04-23","PAPUA BARAT","laki-laki",4631
"2021-04-24","PAPUA BARAT","laki-laki",4637
"2021-04-25","PAPUA BARAT","laki-laki",4638
"2021-04-26","PAPUA BARAT","laki-laki",4643
"2021-04-27","PAPUA BARAT","laki-laki",4664
"2021-04-30","PAPUA BARAT","laki-laki",4698
"2021-05-01","PAPUA BARAT","laki-laki",4717
"2021-05-02","PAPUA BARAT","laki-laki",4722
"2021-05-04","PAPUA BARAT","laki-laki",4733
"2021-05-06","PAPUA BARAT","laki-laki",4746
"2021-05-08","PAPUA BARAT","laki-laki",4766
"2021-05-10","PAPUA BARAT","laki-laki",4774
"2021-05-13","PAPUA BARAT","laki-laki",4794
"2021-05-14","PAPUA BARAT","laki-laki",4795
"2021-05-16","PAPUA BARAT","laki-laki",4800
"2021-05-19","PAPUA BARAT","laki-laki",4810
"2021-05-25","PAPUA BARAT","laki-laki",4846
"2021-05-26","PAPUA BARAT","laki-laki",4852
"2021-05-29","PAPUA BARAT","laki-laki",4865
"2021-05-31","PAPUA BARAT","laki-laki",4877
"2021-06-02","PAPUA BARAT","laki-laki",4884
"2021-06-10","PAPUA BARAT","laki-laki",4932
"2021-06-12","PAPUA BARAT","laki-laki",4944
"2021-06-13","PAPUA BARAT","laki-laki",4948
"2021-03-24","RIAU","laki-laki",17228
"2021-03-28","RIAU","laki-laki",17484
"2021-04-07","RIAU","laki-laki",18314
"2021-04-12","RIAU","laki-laki",18820
"2021-04-15","RIAU","laki-laki",19233
"2021-04-16","RIAU","laki-laki",19350
"2021-04-17","RIAU","laki-laki",19490
"2021-04-18","RIAU","laki-laki",19649
"2021-04-19","RIAU","laki-laki",19746
"2021-04-20","RIAU","laki-laki",19924
"2021-04-21","RIAU","laki-laki",20164
"2021-04-22","RIAU","laki-laki",20377
"2021-04-23","RIAU","laki-laki",20627
"2021-04-24","RIAU","laki-laki",20820
"2021-04-25","RIAU","laki-laki",21023
"2021-04-26","RIAU","laki-laki",21336
"2021-04-27","RIAU","laki-laki",21534
"2021-04-30","RIAU","laki-laki",22325
"2021-05-01","RIAU","laki-laki",22515
"2021-05-02","RIAU","laki-laki",22786
"2021-05-04","RIAU","laki-laki",23184
"2021-05-06","RIAU","laki-laki",23749
"2021-05-08","RIAU","laki-laki",24371
"2021-05-10","RIAU","laki-laki",24886
"2021-05-13","RIAU","laki-laki",25708
"2021-05-14","RIAU","laki-laki",25771
"2021-05-16","RIAU","laki-laki",26035
"2021-05-19","RIAU","laki-laki",26563
"2021-05-25","RIAU","laki-laki",28210
"2021-05-26","RIAU","laki-laki",28574
"2021-05-29","RIAU","laki-laki",29472
"2021-05-31","RIAU","laki-laki",30037
"2021-06-02","RIAU","laki-laki",30528
"2021-06-10","RIAU","laki-laki",32201
"2021-06-12","RIAU","laki-laki",32562
"2021-06-13","RIAU","laki-laki",32712
"2021-03-24","SULAWESI BARAT","laki-laki",2388
"2021-03-28","SULAWESI BARAT","laki-laki",2390
"2021-04-07","SULAWESI BARAT","laki-laki",2395
"2021-04-12","SULAWESI BARAT","laki-laki",2403
"2021-04-15","SULAWESI BARAT","laki-laki",2406
"2021-04-16","SULAWESI BARAT","laki-laki",2408
"2021-04-17","SULAWESI BARAT","laki-laki",2408
"2021-04-18","SULAWESI BARAT","laki-laki",2409
"2021-04-19","SULAWESI BARAT","laki-laki",2411
"2021-04-20","SULAWESI BARAT","laki-laki",2415
"2021-04-21","SULAWESI BARAT","laki-laki",2417
"2021-04-22","SULAWESI BARAT","laki-laki",2418
"2021-04-23","SULAWESI BARAT","laki-laki",2419
"2021-04-24","SULAWESI BARAT","laki-laki",2421
"2021-04-25","SULAWESI BARAT","laki-laki",2424
"2021-04-26","SULAWESI BARAT","laki-laki",2424
"2021-04-27","SULAWESI BARAT","laki-laki",2424
"2021-04-30","SULAWESI BARAT","laki-laki",2426
"2021-05-01","SULAWESI BARAT","laki-laki",2428
"2021-05-02","SULAWESI BARAT","laki-laki",2438
"2021-05-04","SULAWESI BARAT","laki-laki",2439
"2021-05-06","SULAWESI BARAT","laki-laki",2439
"2021-05-08","SULAWESI BARAT","laki-laki",2440
"2021-05-10","SULAWESI BARAT","laki-laki",2441
"2021-05-13","SULAWESI BARAT","laki-laki",2444
"2021-05-14","SULAWESI BARAT","laki-laki",2444
"2021-05-16","SULAWESI BARAT","laki-laki",2445
"2021-05-19","SULAWESI BARAT","laki-laki",2447
"2021-05-25","SULAWESI BARAT","laki-laki",2447
"2021-05-26","SULAWESI BARAT","laki-laki",2447
"2021-05-29","SULAWESI BARAT","laki-laki",2448
"2021-05-31","SULAWESI BARAT","laki-laki",2448
"2021-06-02","SULAWESI BARAT","laki-laki",2451
"2021-06-10","SULAWESI BARAT","laki-laki",2525
"2021-06-12","SULAWESI BARAT","laki-laki",2532
"2021-06-13","SULAWESI BARAT","laki-laki",2532
"2021-03-24","SULAWESI SELATAN","laki-laki",26882
"2021-03-28","SULAWESI SELATAN","laki-laki",26968
"2021-04-07","SULAWESI SELATAN","laki-laki",27339
"2021-04-12","SULAWESI SELATAN","laki-laki",27520
"2021-04-15","SULAWESI SELATAN","laki-laki",27632
"2021-04-16","SULAWESI SELATAN","laki-laki",27656
"2021-04-17","SULAWESI SELATAN","laki-laki",27669
"2021-04-18","SULAWESI SELATAN","laki-laki",27680
"2021-04-19","SULAWESI SELATAN","laki-laki",27688
"2021-04-20","SULAWESI SELATAN","laki-laki",27711
"2021-04-21","SULAWESI SELATAN","laki-laki",27736
"2021-04-22","SULAWESI SELATAN","laki-laki",27746
"2021-04-23","SULAWESI SELATAN","laki-laki",27763
"2021-04-24","SULAWESI SELATAN","laki-laki",27771
"2021-04-25","SULAWESI SELATAN","laki-laki",27774
"2021-04-26","SULAWESI SELATAN","laki-laki",27785
"2021-04-27","SULAWESI SELATAN","laki-laki",27809
"2021-04-30","SULAWESI SELATAN","laki-laki",27850
"2021-05-01","SULAWESI SELATAN","laki-laki",27855
"2021-05-02","SULAWESI SELATAN","laki-laki",27857
"2021-05-04","SULAWESI SELATAN","laki-laki",27867
"2021-05-06","SULAWESI SELATAN","laki-laki",27873
"2021-05-08","SULAWESI SELATAN","laki-laki",27889
"2021-05-10","SULAWESI SELATAN","laki-laki",27903
"2021-05-13","SULAWESI SELATAN","laki-laki",27917
"2021-05-14","SULAWESI SELATAN","laki-laki",27918
"2021-05-16","SULAWESI SELATAN","laki-laki",27920
"2021-05-19","SULAWESI SELATAN","laki-laki",27940
"2021-05-25","SULAWESI SELATAN","laki-laki",28020
"2021-05-26","SULAWESI SELATAN","laki-laki",28024
"2021-05-29","SULAWESI SELATAN","laki-laki",28058
"2021-05-31","SULAWESI SELATAN","laki-laki",28082
"2021-06-02","SULAWESI SELATAN","laki-laki",28093
"2021-06-10","SULAWESI SELATAN","laki-laki",28307
"2021-06-12","SULAWESI SELATAN","laki-laki",28335
"2021-06-13","SULAWESI SELATAN","laki-laki",28342
"2021-03-24","SULAWESI TENGAH","laki-laki",4863
