"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-04-25","NUSA TENGGARA BARAT","45-59",2058
"2021-04-26","NUSA TENGGARA BARAT","45-59",2072
"2021-04-27","NUSA TENGGARA BARAT","45-59",2081
"2021-04-30","NUSA TENGGARA BARAT","45-59",2114
"2021-05-01","NUSA TENGGARA BARAT","45-59",2119
"2021-05-02","NUSA TENGGARA BARAT","45-59",2125
"2021-05-04","NUSA TENGGARA BARAT","45-59",2155
"2021-05-06","NUSA TENGGARA BARAT","45-59",2169
"2021-05-08","NUSA TENGGARA BARAT","45-59",2186
"2021-05-10","NUSA TENGGARA BARAT","45-59",2198
"2021-05-13","NUSA TENGGARA BARAT","45-59",2209
"2021-05-14","NUSA TENGGARA BARAT","45-59",2212
"2021-05-16","NUSA TENGGARA BARAT","45-59",2220
"2021-05-19","NUSA TENGGARA BARAT","45-59",2246
"2021-05-25","NUSA TENGGARA BARAT","45-59",2272
"2021-05-26","NUSA TENGGARA BARAT","45-59",2279
"2021-05-29","NUSA TENGGARA BARAT","45-59",2394
"2021-05-31","NUSA TENGGARA BARAT","45-59",2466
"2021-06-02","NUSA TENGGARA BARAT","45-59",2513
"2021-06-10","NUSA TENGGARA BARAT","45-59",2600
"2021-06-12","NUSA TENGGARA BARAT","45-59",2608
"2021-06-13","NUSA TENGGARA BARAT","45-59",2611
"2021-03-24","NUSA TENGGARA TIMUR","45-59",2266
"2021-03-28","NUSA TENGGARA TIMUR","45-59",2310
"2021-04-07","NUSA TENGGARA TIMUR","45-59",2397
"2021-04-12","NUSA TENGGARA TIMUR","45-59",2434
"2021-04-15","NUSA TENGGARA TIMUR","45-59",2450
"2021-04-16","NUSA TENGGARA TIMUR","45-59",2477
"2021-04-17","NUSA TENGGARA TIMUR","45-59",2482
"2021-04-18","NUSA TENGGARA TIMUR","45-59",2482
"2021-04-19","NUSA TENGGARA TIMUR","45-59",2488
"2021-04-20","NUSA TENGGARA TIMUR","45-59",2530
"2021-04-21","NUSA TENGGARA TIMUR","45-59",2556
"2021-04-22","NUSA TENGGARA TIMUR","45-59",2578
"2021-04-23","NUSA TENGGARA TIMUR","45-59",2586
"2021-04-24","NUSA TENGGARA TIMUR","45-59",2590
"2021-04-25","NUSA TENGGARA TIMUR","45-59",2592
"2021-04-26","NUSA TENGGARA TIMUR","45-59",2603
"2021-04-27","NUSA TENGGARA TIMUR","45-59",2633
"2021-04-30","NUSA TENGGARA TIMUR","45-59",2662
"2021-05-01","NUSA TENGGARA TIMUR","45-59",2667
"2021-05-02","NUSA TENGGARA TIMUR","45-59",2679
"2021-05-04","NUSA TENGGARA TIMUR","45-59",2703
"2021-05-06","NUSA TENGGARA TIMUR","45-59",2774
"2021-05-08","NUSA TENGGARA TIMUR","45-59",2807
"2021-05-10","NUSA TENGGARA TIMUR","45-59",2830
"2021-05-13","NUSA TENGGARA TIMUR","45-59",2861
"2021-05-14","NUSA TENGGARA TIMUR","45-59",2885
"2021-05-16","NUSA TENGGARA TIMUR","45-59",2886
"2021-05-19","NUSA TENGGARA TIMUR","45-59",2899
"2021-05-25","NUSA TENGGARA TIMUR","45-59",2939
"2021-05-26","NUSA TENGGARA TIMUR","45-59",2940
"2021-05-29","NUSA TENGGARA TIMUR","45-59",2979
"2021-05-31","NUSA TENGGARA TIMUR","45-59",2997
"2021-06-02","NUSA TENGGARA TIMUR","45-59",3012
"2021-06-10","NUSA TENGGARA TIMUR","45-59",3148
"2021-06-12","NUSA TENGGARA TIMUR","45-59",3158
"2021-06-13","NUSA TENGGARA TIMUR","45-59",3167
"2021-03-24","PAPUA","45-59",3722
"2021-03-28","PAPUA","45-59",3784
"2021-04-07","PAPUA","45-59",3842
"2021-04-12","PAPUA","45-59",3906
"2021-04-15","PAPUA","45-59",3917
"2021-04-16","PAPUA","45-59",3925
"2021-04-17","PAPUA","45-59",3927
"2021-04-18","PAPUA","45-59",3929
"2021-04-19","PAPUA","45-59",3935
"2021-04-20","PAPUA","45-59",3940
"2021-04-21","PAPUA","45-59",3950
"2021-04-22","PAPUA","45-59",3953
"2021-04-23","PAPUA","45-59",3955
"2021-04-24","PAPUA","45-59",3957
"2021-04-25","PAPUA","45-59",3959
"2021-04-26","PAPUA","45-59",3959
"2021-04-27","PAPUA","45-59",3963
"2021-04-30","PAPUA","45-59",3975
"2021-05-01","PAPUA","45-59",3975
"2021-05-02","PAPUA","45-59",3975
"2021-05-04","PAPUA","45-59",3975
"2021-05-06","PAPUA","45-59",3981
"2021-05-08","PAPUA","45-59",3981
"2021-05-10","PAPUA","45-59",3984
"2021-05-13","PAPUA","45-59",3985
"2021-05-14","PAPUA","45-59",3985
"2021-05-16","PAPUA","45-59",3985
"2021-05-19","PAPUA","45-59",3985
"2021-05-25","PAPUA","45-59",3990
"2021-05-26","PAPUA","45-59",3990
"2021-05-29","PAPUA","45-59",3990
"2021-05-31","PAPUA","45-59",3990
"2021-06-02","PAPUA","45-59",3990
"2021-06-10","PAPUA","45-59",3997
"2021-06-12","PAPUA","45-59",4005
"2021-06-13","PAPUA","45-59",4007
"2021-03-24","PAPUA BARAT","45-59",1285
"2021-03-28","PAPUA BARAT","45-59",1303
"2021-04-07","PAPUA BARAT","45-59",1332
"2021-04-12","PAPUA BARAT","45-59",1357
"2021-04-15","PAPUA BARAT","45-59",1373
"2021-04-16","PAPUA BARAT","45-59",1379
"2021-04-17","PAPUA BARAT","45-59",1386
"2021-04-18","PAPUA BARAT","45-59",1387
"2021-04-19","PAPUA BARAT","45-59",1389
"2021-04-20","PAPUA BARAT","45-59",1390
"2021-04-21","PAPUA BARAT","45-59",1391
"2021-04-22","PAPUA BARAT","45-59",1397
"2021-04-23","PAPUA BARAT","45-59",1398
"2021-04-24","PAPUA BARAT","45-59",1404
"2021-04-25","PAPUA BARAT","45-59",1405
"2021-04-26","PAPUA BARAT","45-59",1407
"2021-04-27","PAPUA BARAT","45-59",1415
"2021-04-30","PAPUA BARAT","45-59",1422
"2021-05-01","PAPUA BARAT","45-59",1434
"2021-05-02","PAPUA BARAT","45-59",1439
"2021-05-04","PAPUA BARAT","45-59",1442
"2021-05-06","PAPUA BARAT","45-59",1445
"2021-05-08","PAPUA BARAT","45-59",1454
"2021-05-10","PAPUA BARAT","45-59",1457
"2021-05-13","PAPUA BARAT","45-59",1464
"2021-05-14","PAPUA BARAT","45-59",1464
"2021-05-16","PAPUA BARAT","45-59",1466
"2021-05-19","PAPUA BARAT","45-59",1473
"2021-05-25","PAPUA BARAT","45-59",1482
"2021-05-26","PAPUA BARAT","45-59",1486
"2021-05-29","PAPUA BARAT","45-59",1496
"2021-05-31","PAPUA BARAT","45-59",1504
"2021-06-02","PAPUA BARAT","45-59",1506
"2021-06-10","PAPUA BARAT","45-59",1529
"2021-06-12","PAPUA BARAT","45-59",1534
"2021-06-13","PAPUA BARAT","45-59",1537
"2021-03-24","RIAU","45-59",7076
"2021-03-28","RIAU","45-59",7185
"2021-04-07","RIAU","45-59",7574
"2021-04-12","RIAU","45-59",7835
"2021-04-15","RIAU","45-59",8057
"2021-04-16","RIAU","45-59",8119
"2021-04-17","RIAU","45-59",8200
"2021-04-18","RIAU","45-59",8281
"2021-04-19","RIAU","45-59",8338
"2021-04-20","RIAU","45-59",8444
"2021-04-21","RIAU","45-59",8551
"2021-04-22","RIAU","45-59",8645
"2021-04-23","RIAU","45-59",8747
"2021-04-24","RIAU","45-59",8859
"2021-04-25","RIAU","45-59",8954
"2021-04-26","RIAU","45-59",9066
"2021-04-27","RIAU","45-59",9158
"2021-04-30","RIAU","45-59",9531
"2021-05-01","RIAU","45-59",9623
"2021-05-02","RIAU","45-59",9742
"2021-05-04","RIAU","45-59",9927
"2021-05-06","RIAU","45-59",10155
"2021-05-08","RIAU","45-59",10401
"2021-05-10","RIAU","45-59",10636
"2021-05-13","RIAU","45-59",10992
"2021-05-14","RIAU","45-59",11021
"2021-05-16","RIAU","45-59",11157
"2021-05-19","RIAU","45-59",11365
"2021-05-25","RIAU","45-59",12083
"2021-05-26","RIAU","45-59",12245
"2021-05-29","RIAU","45-59",12639
"2021-05-31","RIAU","45-59",12871
"2021-06-02","RIAU","45-59",13048
"2021-06-10","RIAU","45-59",13796
"2021-06-12","RIAU","45-59",13973
"2021-06-13","RIAU","45-59",14050
"2021-03-24","SULAWESI BARAT","45-59",787
"2021-03-28","SULAWESI BARAT","45-59",788
"2021-04-07","SULAWESI BARAT","45-59",792
"2021-04-12","SULAWESI BARAT","45-59",796
"2021-04-15","SULAWESI BARAT","45-59",798
"2021-04-16","SULAWESI BARAT","45-59",798
"2021-04-17","SULAWESI BARAT","45-59",798
"2021-04-18","SULAWESI BARAT","45-59",798
"2021-04-19","SULAWESI BARAT","45-59",799
"2021-04-20","SULAWESI BARAT","45-59",803
"2021-04-21","SULAWESI BARAT","45-59",808
"2021-04-22","SULAWESI BARAT","45-59",808
"2021-04-23","SULAWESI BARAT","45-59",809
"2021-04-24","SULAWESI BARAT","45-59",809
"2021-04-25","SULAWESI BARAT","45-59",809
"2021-04-26","SULAWESI BARAT","45-59",808
"2021-04-27","SULAWESI BARAT","45-59",808
"2021-04-30","SULAWESI BARAT","45-59",809
"2021-05-01","SULAWESI BARAT","45-59",811
"2021-05-02","SULAWESI BARAT","45-59",815
"2021-05-04","SULAWESI BARAT","45-59",815
"2021-05-06","SULAWESI BARAT","45-59",814
"2021-05-08","SULAWESI BARAT","45-59",814
"2021-05-10","SULAWESI BARAT","45-59",814
"2021-05-13","SULAWESI BARAT","45-59",814
"2021-05-14","SULAWESI BARAT","45-59",814
"2021-05-16","SULAWESI BARAT","45-59",815
"2021-05-19","SULAWESI BARAT","45-59",816
"2021-05-25","SULAWESI BARAT","45-59",816
"2021-05-26","SULAWESI BARAT","45-59",816
"2021-05-29","SULAWESI BARAT","45-59",816
"2021-05-31","SULAWESI BARAT","45-59",816
"2021-06-02","SULAWESI BARAT","45-59",817
"2021-06-10","SULAWESI BARAT","45-59",827
"2021-06-12","SULAWESI BARAT","45-59",834
"2021-06-13","SULAWESI BARAT","45-59",834
"2021-03-24","SULAWESI SELATAN","45-59",10725
"2021-03-28","SULAWESI SELATAN","45-59",10756
"2021-04-07","SULAWESI SELATAN","45-59",10915
"2021-04-12","SULAWESI SELATAN","45-59",10990
"2021-04-15","SULAWESI SELATAN","45-59",11049
"2021-04-16","SULAWESI SELATAN","45-59",11060
"2021-04-17","SULAWESI SELATAN","45-59",11067
"2021-04-18","SULAWESI SELATAN","45-59",11072
"2021-04-19","SULAWESI SELATAN","45-59",11077
"2021-04-20","SULAWESI SELATAN","45-59",11092
"2021-04-21","SULAWESI SELATAN","45-59",11106
"2021-04-22","SULAWESI SELATAN","45-59",11111
"2021-04-23","SULAWESI SELATAN","45-59",11116
"2021-04-24","SULAWESI SELATAN","45-59",11120
"2021-04-25","SULAWESI SELATAN","45-59",11123
"2021-04-26","SULAWESI SELATAN","45-59",11127
"2021-04-27","SULAWESI SELATAN","45-59",11141
"2021-04-30","SULAWESI SELATAN","45-59",11165
"2021-05-01","SULAWESI SELATAN","45-59",11179
"2021-05-02","SULAWESI SELATAN","45-59",11180
"2021-05-04","SULAWESI SELATAN","45-59",11184
"2021-05-06","SULAWESI SELATAN","45-59",11194
"2021-05-08","SULAWESI SELATAN","45-59",11201
"2021-05-10","SULAWESI SELATAN","45-59",11208
"2021-05-13","SULAWESI SELATAN","45-59",11217
"2021-05-14","SULAWESI SELATAN","45-59",11217
"2021-05-16","SULAWESI SELATAN","45-59",11222
"2021-05-19","SULAWESI SELATAN","45-59",11235
"2021-05-25","SULAWESI SELATAN","45-59",11279
"2021-05-26","SULAWESI SELATAN","45-59",11280
"2021-05-29","SULAWESI SELATAN","45-59",11294
"2021-05-31","SULAWESI SELATAN","45-59",11313
"2021-06-02","SULAWESI SELATAN","45-59",11318
"2021-06-10","SULAWESI SELATAN","45-59",11363
"2021-06-12","SULAWESI SELATAN","45-59",11374
"2021-06-13","SULAWESI SELATAN","45-59",11379
"2021-03-24","SULAWESI TENGAH","45-59",2040
"2021-03-28","SULAWESI TENGAH","45-59",2058
"2021-04-07","SULAWESI TENGAH","45-59",2115
"2021-04-12","SULAWESI TENGAH","45-59",2160
"2021-04-15","SULAWESI TENGAH","45-59",2194
"2021-04-16","SULAWESI TENGAH","45-59",2203
"2021-04-17","SULAWESI TENGAH","45-59",2217
"2021-04-18","SULAWESI TENGAH","45-59",2220
"2021-04-19","SULAWESI TENGAH","45-59",2232
"2021-04-20","SULAWESI TENGAH","45-59",2235
"2021-04-21","SULAWESI TENGAH","45-59",2242
"2021-04-22","SULAWESI TENGAH","45-59",2243
"2021-04-23","SULAWESI TENGAH","45-59",2246
"2021-04-24","SULAWESI TENGAH","45-59",2253
"2021-04-25","SULAWESI TENGAH","45-59",2254
"2021-04-26","SULAWESI TENGAH","45-59",2265
"2021-04-27","SULAWESI TENGAH","45-59",2265
"2021-04-30","SULAWESI TENGAH","45-59",2292
"2021-05-01","SULAWESI TENGAH","45-59",2296
"2021-05-02","SULAWESI TENGAH","45-59",2296
"2021-05-04","SULAWESI TENGAH","45-59",2314
"2021-05-06","SULAWESI TENGAH","45-59",2331
"2021-05-08","SULAWESI TENGAH","45-59",2338
"2021-05-10","SULAWESI TENGAH","45-59",2345
"2021-05-13","SULAWESI TENGAH","45-59",2364
"2021-05-14","SULAWESI TENGAH","45-59",2366
"2021-05-16","SULAWESI TENGAH","45-59",2366
"2021-05-19","SULAWESI TENGAH","45-59",2373
"2021-05-25","SULAWESI TENGAH","45-59",2392
"2021-05-26","SULAWESI TENGAH","45-59",2396
"2021-05-29","SULAWESI TENGAH","45-59",2412
"2021-05-31","SULAWESI TENGAH","45-59",2416
"2021-06-02","SULAWESI TENGAH","45-59",2424
"2021-06-10","SULAWESI TENGAH","45-59",2445
"2021-06-12","SULAWESI TENGAH","45-59",2449
"2021-06-13","SULAWESI TENGAH","45-59",2451
"2021-03-24","SULAWESI TENGGARA","45-59",1793
"2021-03-28","SULAWESI TENGGARA","45-59",1800
"2021-04-07","SULAWESI TENGGARA","45-59",1813
"2021-04-12","SULAWESI TENGGARA","45-59",1816
"2021-04-15","SULAWESI TENGGARA","45-59",1818
"2021-04-16","SULAWESI TENGGARA","45-59",1819
"2021-04-17","SULAWESI TENGGARA","45-59",1821
"2021-04-18","SULAWESI TENGGARA","45-59",1821
"2021-04-19","SULAWESI TENGGARA","45-59",1822
"2021-04-20","SULAWESI TENGGARA","45-59",1825
"2021-04-21","SULAWESI TENGGARA","45-59",1825
"2021-04-22","SULAWESI TENGGARA","45-59",1827
"2021-04-23","SULAWESI TENGGARA","45-59",1830
"2021-04-24","SULAWESI TENGGARA","45-59",1830
"2021-04-25","SULAWESI TENGGARA","45-59",1830
"2021-04-26","SULAWESI TENGGARA","45-59",1831
"2021-04-27","SULAWESI TENGGARA","45-59",1832
"2021-04-30","SULAWESI TENGGARA","45-59",1836
"2021-05-01","SULAWESI TENGGARA","45-59",1839
"2021-05-02","SULAWESI TENGGARA","45-59",1839
"2021-05-04","SULAWESI TENGGARA","45-59",1839
"2021-05-06","SULAWESI TENGGARA","45-59",1841
"2021-05-08","SULAWESI TENGGARA","45-59",1841
"2021-05-10","SULAWESI TENGGARA","45-59",1843
"2021-05-13","SULAWESI TENGGARA","45-59",1847
"2021-05-14","SULAWESI TENGGARA","45-59",1847
"2021-05-16","SULAWESI TENGGARA","45-59",1847
"2021-05-19","SULAWESI TENGGARA","45-59",1852
"2021-05-25","SULAWESI TENGGARA","45-59",1857
"2021-05-26","SULAWESI TENGGARA","45-59",1857
"2021-05-29","SULAWESI TENGGARA","45-59",1858
"2021-05-31","SULAWESI TENGGARA","45-59",1861
"2021-06-02","SULAWESI TENGGARA","45-59",1863
"2021-06-10","SULAWESI TENGGARA","45-59",1875
"2021-06-12","SULAWESI TENGGARA","45-59",1878
"2021-06-13","SULAWESI TENGGARA","45-59",1879
"2021-03-24","SULAWESI UTARA","45-59",3514
"2021-03-28","SULAWESI UTARA","45-59",3532
"2021-04-07","SULAWESI UTARA","45-59",3552
"2021-04-12","SULAWESI UTARA","45-59",3559
"2021-04-15","SULAWESI UTARA","45-59",3569
"2021-04-16","SULAWESI UTARA","45-59",3572
"2021-04-17","SULAWESI UTARA","45-59",3573
"2021-04-18","SULAWESI UTARA","45-59",3573
"2021-04-19","SULAWESI UTARA","45-59",3577
"2021-04-20","SULAWESI UTARA","45-59",3579
"2021-04-21","SULAWESI UTARA","45-59",3579
"2021-04-22","SULAWESI UTARA","45-59",3588
"2021-04-23","SULAWESI UTARA","45-59",3597
"2021-04-24","SULAWESI UTARA","45-59",3598
"2021-04-25","SULAWESI UTARA","45-59",3609
"2021-04-26","SULAWESI UTARA","45-59",3611
"2021-04-27","SULAWESI UTARA","45-59",3613
"2021-04-30","SULAWESI UTARA","45-59",3617
"2021-05-01","SULAWESI UTARA","45-59",3619
"2021-05-02","SULAWESI UTARA","45-59",3619
"2021-05-04","SULAWESI UTARA","45-59",3621
"2021-05-06","SULAWESI UTARA","45-59",3622
"2021-05-08","SULAWESI UTARA","45-59",3627
"2021-05-10","SULAWESI UTARA","45-59",3627
"2021-05-13","SULAWESI UTARA","45-59",3640
"2021-05-14","SULAWESI UTARA","45-59",3640
"2021-05-16","SULAWESI UTARA","45-59",3640
"2021-05-19","SULAWESI UTARA","45-59",3642
"2021-05-25","SULAWESI UTARA","45-59",3649
"2021-05-26","SULAWESI UTARA","45-59",3649
"2021-05-29","SULAWESI UTARA","45-59",3651
"2021-05-31","SULAWESI UTARA","45-59",3652
"2021-06-02","SULAWESI UTARA","45-59",3654
"2021-06-10","SULAWESI UTARA","45-59",3675
"2021-06-12","SULAWESI UTARA","45-59",3678
"2021-06-13","SULAWESI UTARA","45-59",3680
"2021-03-24","SUMATERA BARAT","45-59",6812
"2021-03-28","SUMATERA BARAT","45-59",6901
"2021-04-07","SUMATERA BARAT","45-59",7104
"2021-04-12","SUMATERA BARAT","45-59",7263
"2021-04-15","SUMATERA BARAT","45-59",7375
"2021-04-16","SUMATERA BARAT","45-59",7414
"2021-04-17","SUMATERA BARAT","45-59",7465
"2021-04-18","SUMATERA BARAT","45-59",7510
"2021-04-19","SUMATERA BARAT","45-59",7523
"2021-04-20","SUMATERA BARAT","45-59",7553
"2021-04-21","SUMATERA BARAT","45-59",7642
"2021-04-22","SUMATERA BARAT","45-59",7695
"2021-04-23","SUMATERA BARAT","45-59",7749
"2021-04-24","SUMATERA BARAT","45-59",7800
"2021-04-25","SUMATERA BARAT","45-59",7852
"2021-04-26","SUMATERA BARAT","45-59",7879
"2021-04-27","SUMATERA BARAT","45-59",7925
"2021-04-30","SUMATERA BARAT","45-59",8083
"2021-05-01","SUMATERA BARAT","45-59",8123
"2021-05-02","SUMATERA BARAT","45-59",8197
"2021-05-04","SUMATERA BARAT","45-59",8238
"2021-05-06","SUMATERA BARAT","45-59",8374
"2021-05-08","SUMATERA BARAT","45-59",8497
"2021-05-10","SUMATERA BARAT","45-59",8616
"2021-05-13","SUMATERA BARAT","45-59",8760
"2021-05-14","SUMATERA BARAT","45-59",8760
"2021-05-16","SUMATERA BARAT","45-59",8793
"2021-05-19","SUMATERA BARAT","45-59",8921
"2021-05-25","SUMATERA BARAT","45-59",9257
"2021-05-26","SUMATERA BARAT","45-59",9319
"2021-05-29","SUMATERA BARAT","45-59",9489
"2021-05-31","SUMATERA BARAT","45-59",9570
"2021-06-02","SUMATERA BARAT","45-59",9657
"2021-06-10","SUMATERA BARAT","45-59",10116
"2021-06-12","SUMATERA BARAT","45-59",10208
"2021-06-13","SUMATERA BARAT","45-59",10274
"2021-03-24","SUMATERA SELATAN","45-59",3695
"2021-03-28","SUMATERA SELATAN","45-59",3779
"2021-04-07","SUMATERA SELATAN","45-59",3938
"2021-04-12","SUMATERA SELATAN","45-59",4023
"2021-04-15","SUMATERA SELATAN","45-59",4082
"2021-04-16","SUMATERA SELATAN","45-59",4101
"2021-04-17","SUMATERA SELATAN","45-59",4130
"2021-04-18","SUMATERA SELATAN","45-59",4157
"2021-04-19","SUMATERA SELATAN","45-59",4183
"2021-04-20","SUMATERA SELATAN","45-59",4203
"2021-04-21","SUMATERA SELATAN","45-59",4231
"2021-04-22","SUMATERA SELATAN","45-59",4251
"2021-04-23","SUMATERA SELATAN","45-59",4269
"2021-04-24","SUMATERA SELATAN","45-59",4302
"2021-04-25","SUMATERA SELATAN","45-59",4330
"2021-04-26","SUMATERA SELATAN","45-59",4354
"2021-04-27","SUMATERA SELATAN","45-59",4377
"2021-04-30","SUMATERA SELATAN","45-59",4472
"2021-05-01","SUMATERA SELATAN","45-59",4501
"2021-05-02","SUMATERA SELATAN","45-59",4530
"2021-05-04","SUMATERA SELATAN","45-59",4579
"2021-05-06","SUMATERA SELATAN","45-59",4646
"2021-05-08","SUMATERA SELATAN","45-59",4702
"2021-05-10","SUMATERA SELATAN","45-59",4769
"2021-05-13","SUMATERA SELATAN","45-59",4852
"2021-05-14","SUMATERA SELATAN","45-59",4869
"2021-05-16","SUMATERA SELATAN","45-59",4909
"2021-05-19","SUMATERA SELATAN","45-59",4968
"2021-05-25","SUMATERA SELATAN","45-59",5158
"2021-05-26","SUMATERA SELATAN","45-59",5197
"2021-05-29","SUMATERA SELATAN","45-59",5297
"2021-05-31","SUMATERA SELATAN","45-59",5355
"2021-06-02","SUMATERA SELATAN","45-59",5421
"2021-06-10","SUMATERA SELATAN","45-59",5664
"2021-06-12","SUMATERA SELATAN","45-59",5748
"2021-06-13","SUMATERA SELATAN","45-59",5771
"2021-03-24","SUMATERA UTARA","45-59",6130
"2021-03-28","SUMATERA UTARA","45-59",6201
"2021-04-07","SUMATERA UTARA","45-59",6369
"2021-04-12","SUMATERA UTARA","45-59",6449
"2021-04-15","SUMATERA UTARA","45-59",6504
"2021-04-16","SUMATERA UTARA","45-59",6518
"2021-04-17","SUMATERA UTARA","45-59",6537
"2021-04-18","SUMATERA UTARA","45-59",6555
"2021-04-19","SUMATERA UTARA","45-59",6577
"2021-04-20","SUMATERA UTARA","45-59",6596
"2021-04-21","SUMATERA UTARA","45-59",6618
"2021-04-22","SUMATERA UTARA","45-59",6629
"2021-04-23","SUMATERA UTARA","45-59",6642
"2021-04-24","SUMATERA UTARA","45-59",6658
"2021-04-25","SUMATERA UTARA","45-59",6672
"2021-04-26","SUMATERA UTARA","45-59",6690
"2021-04-27","SUMATERA UTARA","45-59",6710
"2021-04-30","SUMATERA UTARA","45-59",6768
"2021-05-01","SUMATERA UTARA","45-59",6788
"2021-05-02","SUMATERA UTARA","45-59",6804
"2021-05-04","SUMATERA UTARA","45-59",6840
"2021-05-06","SUMATERA UTARA","45-59",6883
"2021-05-08","SUMATERA UTARA","45-59",6925
"2021-05-10","SUMATERA UTARA","45-59",6962
"2021-05-13","SUMATERA UTARA","45-59",7034
"2021-05-14","SUMATERA UTARA","45-59",7049
"2021-05-16","SUMATERA UTARA","45-59",7080
"2021-05-19","SUMATERA UTARA","45-59",7158
"2021-05-25","SUMATERA UTARA","45-59",7301
"2021-05-26","SUMATERA UTARA","45-59",7326
"2021-05-29","SUMATERA UTARA","45-59",7400
"2021-05-31","SUMATERA UTARA","45-59",7439
"2021-06-02","SUMATERA UTARA","45-59",7488
"2021-06-10","SUMATERA UTARA","45-59",7676
"2021-06-12","SUMATERA UTARA","45-59",7731
"2021-06-13","SUMATERA UTARA","45-59",7745
"2021-03-24","ACEH",">=60",1037
"2021-03-28","ACEH",">=60",1050
"2021-04-07","ACEH",">=60",1069
"2021-04-12","ACEH",">=60",1089
"2021-04-15","ACEH",">=60",1106
"2021-04-16","ACEH",">=60",1107
"2021-04-17","ACEH",">=60",1113
"2021-04-18","ACEH",">=60",1125
"2021-04-19","ACEH",">=60",1127
"2021-04-20","ACEH",">=60",1137
"2021-04-21","ACEH",">=60",1145
"2021-04-22","ACEH",">=60",1164
"2021-04-23","ACEH",">=60",1179
"2021-04-24","ACEH",">=60",1187
"2021-04-25","ACEH",">=60",1192
"2021-04-26","ACEH",">=60",1203
"2021-04-27","ACEH",">=60",1216
"2021-04-30","ACEH",">=60",1263
"2021-05-01","ACEH",">=60",1286
"2021-05-02","ACEH",">=60",1308
"2021-05-04","ACEH",">=60",1336
"2021-05-06","ACEH",">=60",1376
"2021-05-08","ACEH",">=60",1413
"2021-05-10","ACEH",">=60",1429
"2021-05-13","ACEH",">=60",1488
"2021-05-14","ACEH",">=60",1490
"2021-05-16","ACEH",">=60",1511
"2021-05-19","ACEH",">=60",1597
"2021-05-25","ACEH",">=60",1791
"2021-05-26","ACEH",">=60",1835
"2021-05-29","ACEH",">=60",1952
"2021-05-31","ACEH",">=60",2011
"2021-06-02","ACEH",">=60",2046
"2021-06-10","ACEH",">=60",2331
"2021-06-12","ACEH",">=60",2423
"2021-06-13","ACEH",">=60",2447
"2021-03-24","BALI",">=60",5036
"2021-03-28","BALI",">=60",5141
"2021-04-07","BALI",">=60",5480
"2021-04-12","BALI",">=60",5617
"2021-04-15","BALI",">=60",5715
"2021-04-16","BALI",">=60",5747
"2021-04-17","BALI",">=60",5785
"2021-04-18","BALI",">=60",5825
"2021-04-19","BALI",">=60",5853
"2021-04-20","BALI",">=60",5890
"2021-04-21","BALI",">=60",5927
"2021-04-22","BALI",">=60",5959
"2021-04-23","BALI",">=60",5993
"2021-04-24","BALI",">=60",6015
"2021-04-25","BALI",">=60",6028
"2021-04-26","BALI",">=60",6046
"2021-04-27","BALI",">=60",6081
"2021-04-30","BALI",">=60",6171
"2021-05-01","BALI",">=60",6205
"2021-05-02","BALI",">=60",6220
"2021-05-04","BALI",">=60",6270
"2021-05-06","BALI",">=60",6319
"2021-05-08","BALI",">=60",6368
"2021-05-10","BALI",">=60",6401
"2021-05-13","BALI",">=60",6469
"2021-05-14","BALI",">=60",6475
"2021-05-16","BALI",">=60",6502
"2021-05-19","BALI",">=60",6554
"2021-05-25","BALI",">=60",6638
"2021-05-26","BALI",">=60",6650
"2021-05-29","BALI",">=60",6677
"2021-05-31","BALI",">=60",6694
"2021-06-02","BALI",">=60",6710
"2021-06-10","BALI",">=60",6780
