"Tanggal","Provinsi","Status Covid-19","Total"
"2021-03-24","ACEH","kumulatif",9791
"2021-03-28","ACEH","kumulatif",9845
"2021-04-07","ACEH","kumulatif",9985
"2021-04-12","ACEH","kumulatif",10106
"2021-04-15","ACEH","kumulatif",10200
"2021-04-16","ACEH","kumulatif",10222
"2021-04-17","ACEH","kumulatif",10257
"2021-04-18","ACEH","kumulatif",10300
"2021-04-19","ACEH","kumulatif",10313
"2021-04-20","ACEH","kumulatif",10365
"2021-04-21","ACEH","kumulatif",10429
"2021-04-22","ACEH","kumulatif",10516
"2021-04-23","ACEH","kumulatif",10607
"2021-04-24","ACEH","kumulatif",10653
"2021-04-25","ACEH","kumulatif",10677
"2021-04-26","ACEH","kumulatif",10744
"2021-04-27","ACEH","kumulatif",10814
"2021-04-30","ACEH","kumulatif",11045
"2021-05-01","ACEH","kumulatif",11169
"2021-05-02","ACEH","kumulatif",11237
"2021-05-04","ACEH","kumulatif",11391
"2021-05-06","ACEH","kumulatif",11589
"2021-05-08","ACEH","kumulatif",11802
"2021-05-10","ACEH","kumulatif",11898
"2021-05-13","ACEH","kumulatif",12152
"2021-05-14","ACEH","kumulatif",12157
"2021-05-16","ACEH","kumulatif",12249
"2021-05-19","ACEH","kumulatif",12615
"2021-05-25","ACEH","kumulatif",13581
"2021-05-26","ACEH","kumulatif",13848
"2021-05-29","ACEH","kumulatif",14631
"2021-05-31","ACEH","kumulatif",15017
"2021-06-02","ACEH","kumulatif",15240
"2021-06-10","ACEH","kumulatif",16825
"2021-06-12","ACEH","kumulatif",17217
"2021-06-13","ACEH","kumulatif",17376
"2021-03-24","BALI","kumulatif",38526
"2021-03-28","BALI","kumulatif",39171
"2021-04-07","BALI","kumulatif",41054
"2021-04-12","BALI","kumulatif",41903
"2021-04-15","BALI","kumulatif",42376
"2021-04-16","BALI","kumulatif",42587
"2021-04-17","BALI","kumulatif",42756
"2021-04-18","BALI","kumulatif",42928
"2021-04-19","BALI","kumulatif",43082
"2021-04-20","BALI","kumulatif",43289
"2021-04-21","BALI","kumulatif",43485
"2021-04-22","BALI","kumulatif",43653
"2021-04-23","BALI","kumulatif",43791
"2021-04-24","BALI","kumulatif",43915
"2021-04-25","BALI","kumulatif",43981
"2021-04-26","BALI","kumulatif",44086
"2021-04-27","BALI","kumulatif",44236
"2021-04-30","BALI","kumulatif",44671
"2021-05-01","BALI","kumulatif",44813
"2021-05-02","BALI","kumulatif",44899
"2021-05-04","BALI","kumulatif",45154
"2021-05-06","BALI","kumulatif",45428
"2021-05-08","BALI","kumulatif",45655
"2021-05-10","BALI","kumulatif",45832
"2021-05-13","BALI","kumulatif",46124
"2021-05-14","BALI","kumulatif",46171
"2021-05-16","BALI","kumulatif",46290
"2021-05-19","BALI","kumulatif",46555
"2021-05-25","BALI","kumulatif",46973
"2021-05-26","BALI","kumulatif",47032
"2021-05-29","BALI","kumulatif",47173
"2021-05-31","BALI","kumulatif",47259
"2021-06-02","BALI","kumulatif",47320
"2021-06-10","BALI","kumulatif",47642
"2021-06-12","BALI","kumulatif",47710
"2021-06-13","BALI","kumulatif",47754
"2021-03-24","BANTEN","kumulatif",35596
"2021-03-28","BANTEN","kumulatif",36162
"2021-04-07","BANTEN","kumulatif",44534
"2021-04-12","BANTEN","kumulatif",45333
"2021-04-15","BANTEN","kumulatif",45683
"2021-04-16","BANTEN","kumulatif",45835
"2021-04-17","BANTEN","kumulatif",45937
"2021-04-18","BANTEN","kumulatif",45987
"2021-04-19","BANTEN","kumulatif",46062
"2021-04-20","BANTEN","kumulatif",46171
"2021-04-21","BANTEN","kumulatif",46241
"2021-04-22","BANTEN","kumulatif",46343
"2021-04-23","BANTEN","kumulatif",46516
"2021-04-24","BANTEN","kumulatif",46574
"2021-04-25","BANTEN","kumulatif",46654
"2021-04-26","BANTEN","kumulatif",46874
"2021-04-27","BANTEN","kumulatif",47101
"2021-04-30","BANTEN","kumulatif",47343
"2021-05-01","BANTEN","kumulatif",47396
"2021-05-02","BANTEN","kumulatif",47451
"2021-05-04","BANTEN","kumulatif",47689
"2021-05-06","BANTEN","kumulatif",47827
"2021-05-08","BANTEN","kumulatif",47976
"2021-05-10","BANTEN","kumulatif",48129
"2021-05-13","BANTEN","kumulatif",48301
"2021-05-14","BANTEN","kumulatif",48340
"2021-05-16","BANTEN","kumulatif",48428
"2021-05-19","BANTEN","kumulatif",48563
"2021-05-25","BANTEN","kumulatif",48952
"2021-05-26","BANTEN","kumulatif",48996
"2021-05-29","BANTEN","kumulatif",49277
"2021-05-31","BANTEN","kumulatif",49476
"2021-06-02","BANTEN","kumulatif",49664
"2021-06-10","BANTEN","kumulatif",50575
"2021-06-12","BANTEN","kumulatif",51003
"2021-06-13","BANTEN","kumulatif",51201
"2021-03-24","BENGKULU","kumulatif",5317
"2021-03-28","BENGKULU","kumulatif",5364
"2021-04-07","BENGKULU","kumulatif",5619
"2021-04-12","BENGKULU","kumulatif",5801
"2021-04-15","BENGKULU","kumulatif",5887
"2021-04-16","BENGKULU","kumulatif",5942
"2021-04-17","BENGKULU","kumulatif",5996
"2021-04-18","BENGKULU","kumulatif",6091
"2021-04-19","BENGKULU","kumulatif",6118
"2021-04-20","BENGKULU","kumulatif",6168
"2021-04-21","BENGKULU","kumulatif",6254
"2021-04-22","BENGKULU","kumulatif",6274
"2021-04-23","BENGKULU","kumulatif",6364
"2021-04-24","BENGKULU","kumulatif",6404
"2021-04-25","BENGKULU","kumulatif",6518
"2021-04-26","BENGKULU","kumulatif",6560
"2021-04-27","BENGKULU","kumulatif",6630
"2021-04-30","BENGKULU","kumulatif",6782
"2021-05-01","BENGKULU","kumulatif",6884
"2021-05-02","BENGKULU","kumulatif",6959
"2021-05-04","BENGKULU","kumulatif",7020
"2021-05-06","BENGKULU","kumulatif",7105
"2021-05-08","BENGKULU","kumulatif",7246
"2021-05-10","BENGKULU","kumulatif",7301
"2021-05-13","BENGKULU","kumulatif",7402
"2021-05-14","BENGKULU","kumulatif",7431
"2021-05-16","BENGKULU","kumulatif",7443
"2021-05-19","BENGKULU","kumulatif",7508
"2021-05-25","BENGKULU","kumulatif",7793
"2021-05-26","BENGKULU","kumulatif",7820
"2021-05-29","BENGKULU","kumulatif",7986
"2021-05-31","BENGKULU","kumulatif",8074
"2021-06-02","BENGKULU","kumulatif",8127
"2021-06-10","BENGKULU","kumulatif",8458
"2021-06-12","BENGKULU","kumulatif",8565
"2021-06-13","BENGKULU","kumulatif",8668
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",32054
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",32811
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",34783
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",35716
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",36461
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",36679
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",36837
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",36980
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",37150
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",37360
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",37589
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",37846
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",37983
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",38132
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",38355
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",38539
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",38703
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",39516
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",39644
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",39824
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",40140
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",40601
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",40922
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",41204
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",41680
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",41777
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",42006
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",42524
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",43645
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",43835
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",44412
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",44746
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",45233
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",47432
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",48285
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA","kumulatif",48751
"2021-03-24","DKI JAKARTA","kumulatif",373761
"2021-03-28","DKI JAKARTA","kumulatif",379691
"2021-04-07","DKI JAKARTA","kumulatif",388338
"2021-04-12","DKI JAKARTA","kumulatif",393290
"2021-04-15","DKI JAKARTA","kumulatif",396109
"2021-04-16","DKI JAKARTA","kumulatif",397088
"2021-04-17","DKI JAKARTA","kumulatif",398125
"2021-04-18","DKI JAKARTA","kumulatif",399075
"2021-04-19","DKI JAKARTA","kumulatif",400048
"2021-04-20","DKI JAKARTA","kumulatif",400508
"2021-04-21","DKI JAKARTA","kumulatif",401110
"2021-04-22","DKI JAKARTA","kumulatif",402376
"2021-04-23","DKI JAKARTA","kumulatif",403260
"2021-04-24","DKI JAKARTA","kumulatif",404167
"2021-04-25","DKI JAKARTA","kumulatif",405063
"2021-04-26","DKI JAKARTA","kumulatif",405812
"2021-04-27","DKI JAKARTA","kumulatif",406205
"2021-04-30","DKI JAKARTA","kumulatif",408620
"2021-05-01","DKI JAKARTA","kumulatif",409546
"2021-05-02","DKI JAKARTA","kumulatif",410400
"2021-05-04","DKI JAKARTA","kumulatif",411573
"2021-05-06","DKI JAKARTA","kumulatif",413323
"2021-05-08","DKI JAKARTA","kumulatif",414838
"2021-05-10","DKI JAKARTA","kumulatif",416341
"2021-05-13","DKI JAKARTA","kumulatif",418188
"2021-05-14","DKI JAKARTA","kumulatif",418820
"2021-05-16","DKI JAKARTA","kumulatif",419208
"2021-05-19","DKI JAKARTA","kumulatif",420459
"2021-05-25","DKI JAKARTA","kumulatif",425212
"2021-05-26","DKI JAKARTA","kumulatif",425829
"2021-05-29","DKI JAKARTA","kumulatif",428269
"2021-05-31","DKI JAKARTA","kumulatif",430059
"2021-06-02","DKI JAKARTA","kumulatif",431179
"2021-06-10","DKI JAKARTA","kumulatif",440554
"2021-06-12","DKI JAKARTA","kumulatif",445302
"2021-06-13","DKI JAKARTA","kumulatif",448071
"2021-03-24","GORONTALO","kumulatif",5075
"2021-03-28","GORONTALO","kumulatif",5119
"2021-04-07","GORONTALO","kumulatif",5225
"2021-04-12","GORONTALO","kumulatif",5258
"2021-04-15","GORONTALO","kumulatif",5297
"2021-04-16","GORONTALO","kumulatif",5304
"2021-04-17","GORONTALO","kumulatif",5316
"2021-04-18","GORONTALO","kumulatif",5323
"2021-04-19","GORONTALO","kumulatif",5323
"2021-04-20","GORONTALO","kumulatif",5332
"2021-04-21","GORONTALO","kumulatif",5332
"2021-04-22","GORONTALO","kumulatif",5338
"2021-04-23","GORONTALO","kumulatif",5340
"2021-04-24","GORONTALO","kumulatif",5346
"2021-04-25","GORONTALO","kumulatif",5346
"2021-04-26","GORONTALO","kumulatif",5355
"2021-04-27","GORONTALO","kumulatif",5355
"2021-04-30","GORONTALO","kumulatif",5394
"2021-05-01","GORONTALO","kumulatif",5400
"2021-05-02","GORONTALO","kumulatif",5400
"2021-05-04","GORONTALO","kumulatif",5407
"2021-05-06","GORONTALO","kumulatif",5422
"2021-05-08","GORONTALO","kumulatif",5424
"2021-05-10","GORONTALO","kumulatif",5424
"2021-05-13","GORONTALO","kumulatif",5432
"2021-05-14","GORONTALO","kumulatif",5433
"2021-05-16","GORONTALO","kumulatif",5436
"2021-05-19","GORONTALO","kumulatif",5449
"2021-05-25","GORONTALO","kumulatif",5472
"2021-05-26","GORONTALO","kumulatif",5473
"2021-05-29","GORONTALO","kumulatif",5491
"2021-05-31","GORONTALO","kumulatif",5506
"2021-06-02","GORONTALO","kumulatif",5510
"2021-06-10","GORONTALO","kumulatif",5544
"2021-06-12","GORONTALO","kumulatif",5553
"2021-06-13","GORONTALO","kumulatif",5557
"2021-03-24","JAMBI","kumulatif",5971
"2021-03-28","JAMBI","kumulatif",6132
"2021-04-07","JAMBI","kumulatif",6512
"2021-04-12","JAMBI","kumulatif",6645
"2021-04-15","JAMBI","kumulatif",6785
"2021-04-16","JAMBI","kumulatif",6838
"2021-04-17","JAMBI","kumulatif",6906
"2021-04-18","JAMBI","kumulatif",6954
"2021-04-19","JAMBI","kumulatif",6979
"2021-04-20","JAMBI","kumulatif",7053
"2021-04-21","JAMBI","kumulatif",7109
"2021-04-22","JAMBI","kumulatif",7196
"2021-04-23","JAMBI","kumulatif",7239
"2021-04-24","JAMBI","kumulatif",7304
"2021-04-25","JAMBI","kumulatif",7333
"2021-04-26","JAMBI","kumulatif",7375
"2021-04-27","JAMBI","kumulatif",7407
"2021-04-30","JAMBI","kumulatif",7670
"2021-05-01","JAMBI","kumulatif",7730
"2021-05-02","JAMBI","kumulatif",7808
"2021-05-04","JAMBI","kumulatif",7940
"2021-05-06","JAMBI","kumulatif",8126
"2021-05-08","JAMBI","kumulatif",8301
"2021-05-10","JAMBI","kumulatif",8447
"2021-05-13","JAMBI","kumulatif",8585
"2021-05-14","JAMBI","kumulatif",8649
"2021-05-16","JAMBI","kumulatif",8671
"2021-05-19","JAMBI","kumulatif",8742
"2021-05-25","JAMBI","kumulatif",9145
"2021-05-26","JAMBI","kumulatif",9222
"2021-05-29","JAMBI","kumulatif",9438
"2021-05-31","JAMBI","kumulatif",9612
"2021-06-02","JAMBI","kumulatif",9764
"2021-06-10","JAMBI","kumulatif",10646
"2021-06-12","JAMBI","kumulatif",10882
"2021-06-13","JAMBI","kumulatif",11015
"2021-03-24","JAWA BARAT","kumulatif",243749
"2021-03-28","JAWA BARAT","kumulatif",246788
"2021-04-07","JAWA BARAT","kumulatif",255230
"2021-04-12","JAWA BARAT","kumulatif",260049
"2021-04-15","JAWA BARAT","kumulatif",264288
"2021-04-16","JAWA BARAT","kumulatif",265286
"2021-04-17","JAWA BARAT","kumulatif",266118
"2021-04-18","JAWA BARAT","kumulatif",266887
"2021-04-19","JAWA BARAT","kumulatif",268308
"2021-04-20","JAWA BARAT","kumulatif",269707
"2021-04-21","JAWA BARAT","kumulatif",270711
"2021-04-22","JAWA BARAT","kumulatif",272069
"2021-04-23","JAWA BARAT","kumulatif",273135
"2021-04-24","JAWA BARAT","kumulatif",273765
"2021-04-25","JAWA BARAT","kumulatif",274448
"2021-04-26","JAWA BARAT","kumulatif",276389
"2021-04-27","JAWA BARAT","kumulatif",277553
"2021-04-30","JAWA BARAT","kumulatif",281205
"2021-05-01","JAWA BARAT","kumulatif",281959
"2021-05-02","JAWA BARAT","kumulatif",282631
"2021-05-04","JAWA BARAT","kumulatif",284835
"2021-05-06","JAWA BARAT","kumulatif",286868
"2021-05-08","JAWA BARAT","kumulatif",291030
"2021-05-10","JAWA BARAT","kumulatif",292592
"2021-05-13","JAWA BARAT","kumulatif",295179
"2021-05-14","JAWA BARAT","kumulatif",295789
"2021-05-16","JAWA BARAT","kumulatif",297304
"2021-05-19","JAWA BARAT","kumulatif",301003
"2021-05-25","JAWA BARAT","kumulatif",307831
"2021-05-26","JAWA BARAT","kumulatif",308491
"2021-05-29","JAWA BARAT","kumulatif",311994
"2021-05-31","JAWA BARAT","kumulatif",313949
"2021-06-02","JAWA BARAT","kumulatif",315771
"2021-06-10","JAWA BARAT","kumulatif",325520
"2021-06-12","JAWA BARAT","kumulatif",327698
"2021-06-13","JAWA BARAT","kumulatif",328940
"2021-03-24","JAWA TENGAH","kumulatif",166267
"2021-03-28","JAWA TENGAH","kumulatif",167276
"2021-04-07","JAWA TENGAH","kumulatif",171870
"2021-04-12","JAWA TENGAH","kumulatif",174457
"2021-04-15","JAWA TENGAH","kumulatif",176873
"2021-04-16","JAWA TENGAH","kumulatif",177542
"2021-04-17","JAWA TENGAH","kumulatif",178060
"2021-04-18","JAWA TENGAH","kumulatif",178456
"2021-04-19","JAWA TENGAH","kumulatif",179135
"2021-04-20","JAWA TENGAH","kumulatif",179816
"2021-04-21","JAWA TENGAH","kumulatif",180489
"2021-04-22","JAWA TENGAH","kumulatif",181089
"2021-04-23","JAWA TENGAH","kumulatif",181463
"2021-04-24","JAWA TENGAH","kumulatif",181780
"2021-04-25","JAWA TENGAH","kumulatif",182027
"2021-04-26","JAWA TENGAH","kumulatif",182673
"2021-04-27","JAWA TENGAH","kumulatif",183027
"2021-04-30","JAWA TENGAH","kumulatif",184243
"2021-05-01","JAWA TENGAH","kumulatif",184441
"2021-05-02","JAWA TENGAH","kumulatif",184620
"2021-05-04","JAWA TENGAH","kumulatif",185526
"2021-05-06","JAWA TENGAH","kumulatif",186409
"2021-05-08","JAWA TENGAH","kumulatif",187073
"2021-05-10","JAWA TENGAH","kumulatif",188065
"2021-05-13","JAWA TENGAH","kumulatif",189194
"2021-05-14","JAWA TENGAH","kumulatif",189356
"2021-05-16","JAWA TENGAH","kumulatif",189950
"2021-05-19","JAWA TENGAH","kumulatif",191588
"2021-05-25","JAWA TENGAH","kumulatif",195238
"2021-05-26","JAWA TENGAH","kumulatif",195786
"2021-05-29","JAWA TENGAH","kumulatif",198198
"2021-05-31","JAWA TENGAH","kumulatif",200086
"2021-06-02","JAWA TENGAH","kumulatif",201676
"2021-06-10","JAWA TENGAH","kumulatif",211164
"2021-06-12","JAWA TENGAH","kumulatif",213105
"2021-06-13","JAWA TENGAH","kumulatif",215684
"2021-03-24","JAWA TIMUR","kumulatif",137477
"2021-03-28","JAWA TIMUR","kumulatif",138706
"2021-04-07","JAWA TIMUR","kumulatif",141414
"2021-04-12","JAWA TIMUR","kumulatif",142796
"2021-04-15","JAWA TIMUR","kumulatif",143610
"2021-04-16","JAWA TIMUR","kumulatif",143900
"2021-04-17","JAWA TIMUR","kumulatif",144185
"2021-04-18","JAWA TIMUR","kumulatif",144426
"2021-04-19","JAWA TIMUR","kumulatif",144678
"2021-04-20","JAWA TIMUR","kumulatif",144937
"2021-04-21","JAWA TIMUR","kumulatif",145240
"2021-04-22","JAWA TIMUR","kumulatif",145531
"2021-04-23","JAWA TIMUR","kumulatif",145831
"2021-04-24","JAWA TIMUR","kumulatif",146088
"2021-04-25","JAWA TIMUR","kumulatif",146324
"2021-04-26","JAWA TIMUR","kumulatif",146571
"2021-04-27","JAWA TIMUR","kumulatif",146808
"2021-04-30","JAWA TIMUR","kumulatif",147746
"2021-05-01","JAWA TIMUR","kumulatif",147977
"2021-05-02","JAWA TIMUR","kumulatif",148183
"2021-05-04","JAWA TIMUR","kumulatif",148688
"2021-05-06","JAWA TIMUR","kumulatif",149214
"2021-05-08","JAWA TIMUR","kumulatif",149671
"2021-05-10","JAWA TIMUR","kumulatif",150107
"2021-05-13","JAWA TIMUR","kumulatif",150760
"2021-05-14","JAWA TIMUR","kumulatif",150901
"2021-05-16","JAWA TIMUR","kumulatif",151248
"2021-05-19","JAWA TIMUR","kumulatif",151931
"2021-05-25","JAWA TIMUR","kumulatif",153339
"2021-05-26","JAWA TIMUR","kumulatif",153596
"2021-05-29","JAWA TIMUR","kumulatif",154315
"2021-05-31","JAWA TIMUR","kumulatif",154781
"2021-06-02","JAWA TIMUR","kumulatif",155245
"2021-06-10","JAWA TIMUR","kumulatif",157842
"2021-06-12","JAWA TIMUR","kumulatif",158641
"2021-06-13","JAWA TIMUR","kumulatif",159059
"2021-03-24","KALIMANTAN BARAT","kumulatif",5647
"2021-03-28","KALIMANTAN BARAT","kumulatif",5809
"2021-04-07","KALIMANTAN BARAT","kumulatif",6167
"2021-04-12","KALIMANTAN BARAT","kumulatif",6413
"2021-04-15","KALIMANTAN BARAT","kumulatif",6673
"2021-04-16","KALIMANTAN BARAT","kumulatif",6771
"2021-04-17","KALIMANTAN BARAT","kumulatif",6868
"2021-04-18","KALIMANTAN BARAT","kumulatif",6946
"2021-04-19","KALIMANTAN BARAT","kumulatif",6946
"2021-04-20","KALIMANTAN BARAT","kumulatif",7023
"2021-04-21","KALIMANTAN BARAT","kumulatif",7121
"2021-04-22","KALIMANTAN BARAT","kumulatif",7220
"2021-04-23","KALIMANTAN BARAT","kumulatif",7312
"2021-04-24","KALIMANTAN BARAT","kumulatif",7408
"2021-04-25","KALIMANTAN BARAT","kumulatif",7447
"2021-04-26","KALIMANTAN BARAT","kumulatif",7447
"2021-04-27","KALIMANTAN BARAT","kumulatif",7503
"2021-04-30","KALIMANTAN BARAT","kumulatif",7738
"2021-05-01","KALIMANTAN BARAT","kumulatif",7836
"2021-05-02","KALIMANTAN BARAT","kumulatif",7931
"2021-05-04","KALIMANTAN BARAT","kumulatif",8048
"2021-05-06","KALIMANTAN BARAT","kumulatif",8284
"2021-05-08","KALIMANTAN BARAT","kumulatif",8491
"2021-05-10","KALIMANTAN BARAT","kumulatif",8680
"2021-05-13","KALIMANTAN BARAT","kumulatif",9009
"2021-05-14","KALIMANTAN BARAT","kumulatif",9116
"2021-05-16","KALIMANTAN BARAT","kumulatif",9280
"2021-05-19","KALIMANTAN BARAT","kumulatif",9602
"2021-05-25","KALIMANTAN BARAT","kumulatif",10246
"2021-05-26","KALIMANTAN BARAT","kumulatif",10367
"2021-05-29","KALIMANTAN BARAT","kumulatif",10683
"2021-05-31","KALIMANTAN BARAT","kumulatif",10854
"2021-06-02","KALIMANTAN BARAT","kumulatif",11067
"2021-06-10","KALIMANTAN BARAT","kumulatif",11906
"2021-06-12","KALIMANTAN BARAT","kumulatif",12196
"2021-06-13","KALIMANTAN BARAT","kumulatif",12332
"2021-03-24","KALIMANTAN SELATAN","kumulatif",26153
"2021-03-28","KALIMANTAN SELATAN","kumulatif",27119
"2021-04-07","KALIMANTAN SELATAN","kumulatif",29317
"2021-04-12","KALIMANTAN SELATAN","kumulatif",30479
"2021-04-15","KALIMANTAN SELATAN","kumulatif",31098
"2021-04-16","KALIMANTAN SELATAN","kumulatif",31251
"2021-04-17","KALIMANTAN SELATAN","kumulatif",31407
"2021-04-18","KALIMANTAN SELATAN","kumulatif",31593
"2021-04-19","KALIMANTAN SELATAN","kumulatif",31624
"2021-04-20","KALIMANTAN SELATAN","kumulatif",31771
"2021-04-21","KALIMANTAN SELATAN","kumulatif",31866
"2021-04-22","KALIMANTAN SELATAN","kumulatif",32072
"2021-04-23","KALIMANTAN SELATAN","kumulatif",32269
"2021-04-24","KALIMANTAN SELATAN","kumulatif",32442
"2021-04-25","KALIMANTAN SELATAN","kumulatif",32498
"2021-04-26","KALIMANTAN SELATAN","kumulatif",32514
"2021-04-27","KALIMANTAN SELATAN","kumulatif",32612
"2021-04-30","KALIMANTAN SELATAN","kumulatif",32958
"2021-05-01","KALIMANTAN SELATAN","kumulatif",33046
"2021-05-02","KALIMANTAN SELATAN","kumulatif",33058
"2021-05-04","KALIMANTAN SELATAN","kumulatif",33148
"2021-05-06","KALIMANTAN SELATAN","kumulatif",33320
"2021-05-08","KALIMANTAN SELATAN","kumulatif",33572
"2021-05-10","KALIMANTAN SELATAN","kumulatif",33658
"2021-05-13","KALIMANTAN SELATAN","kumulatif",33816
"2021-05-14","KALIMANTAN SELATAN","kumulatif",33835
"2021-05-16","KALIMANTAN SELATAN","kumulatif",33873
"2021-05-19","KALIMANTAN SELATAN","kumulatif",33995
"2021-05-25","KALIMANTAN SELATAN","kumulatif",34354
"2021-05-26","KALIMANTAN SELATAN","kumulatif",34436
"2021-05-29","KALIMANTAN SELATAN","kumulatif",34670
"2021-05-31","KALIMANTAN SELATAN","kumulatif",34759
"2021-06-02","KALIMANTAN SELATAN","kumulatif",34814
"2021-06-10","KALIMANTAN SELATAN","kumulatif",35199
"2021-06-12","KALIMANTAN SELATAN","kumulatif",35256
"2021-06-13","KALIMANTAN SELATAN","kumulatif",35285
"2021-03-24","KALIMANTAN TENGAH","kumulatif",16425
"2021-03-28","KALIMANTAN TENGAH","kumulatif",16921
"2021-04-07","KALIMANTAN TENGAH","kumulatif",17846
"2021-04-12","KALIMANTAN TENGAH","kumulatif",18354
"2021-04-15","KALIMANTAN TENGAH","kumulatif",18628
"2021-04-16","KALIMANTAN TENGAH","kumulatif",18744
"2021-04-17","KALIMANTAN TENGAH","kumulatif",18861
"2021-04-18","KALIMANTAN TENGAH","kumulatif",18953
"2021-04-19","KALIMANTAN TENGAH","kumulatif",19031
"2021-04-20","KALIMANTAN TENGAH","kumulatif",19173
"2021-04-21","KALIMANTAN TENGAH","kumulatif",19270
"2021-04-22","KALIMANTAN TENGAH","kumulatif",19341
"2021-04-23","KALIMANTAN TENGAH","kumulatif",19426
"2021-04-24","KALIMANTAN TENGAH","kumulatif",19545
"2021-04-25","KALIMANTAN TENGAH","kumulatif",19626
"2021-04-26","KALIMANTAN TENGAH","kumulatif",19723
"2021-04-27","KALIMANTAN TENGAH","kumulatif",19780
"2021-04-30","KALIMANTAN TENGAH","kumulatif",20071
"2021-05-01","KALIMANTAN TENGAH","kumulatif",20179
"2021-05-02","KALIMANTAN TENGAH","kumulatif",20228
"2021-05-04","KALIMANTAN TENGAH","kumulatif",20403
"2021-05-06","KALIMANTAN TENGAH","kumulatif",20568
"2021-05-08","KALIMANTAN TENGAH","kumulatif",20777
"2021-05-10","KALIMANTAN TENGAH","kumulatif",20928
"2021-05-13","KALIMANTAN TENGAH","kumulatif",21124
"2021-05-14","KALIMANTAN TENGAH","kumulatif",21179
"2021-05-16","KALIMANTAN TENGAH","kumulatif",21252
"2021-05-19","KALIMANTAN TENGAH","kumulatif",21474
"2021-05-25","KALIMANTAN TENGAH","kumulatif",21991
"2021-05-26","KALIMANTAN TENGAH","kumulatif",22082
"2021-05-29","KALIMANTAN TENGAH","kumulatif",22379
"2021-05-31","KALIMANTAN TENGAH","kumulatif",22563
"2021-06-02","KALIMANTAN TENGAH","kumulatif",22708
"2021-06-10","KALIMANTAN TENGAH","kumulatif",23480
"2021-06-12","KALIMANTAN TENGAH","kumulatif",23666
"2021-06-13","KALIMANTAN TENGAH","kumulatif",23763
"2021-03-24","KALIMANTAN TIMUR","kumulatif",62161
"2021-03-28","KALIMANTAN TIMUR","kumulatif",63091
"2021-04-07","KALIMANTAN TIMUR","kumulatif",64857
"2021-04-12","KALIMANTAN TIMUR","kumulatif",65700
"2021-04-15","KALIMANTAN TIMUR","kumulatif",66240
"2021-04-16","KALIMANTAN TIMUR","kumulatif",66367
"2021-04-17","KALIMANTAN TIMUR","kumulatif",66576
"2021-04-18","KALIMANTAN TIMUR","kumulatif",66762
"2021-04-19","KALIMANTAN TIMUR","kumulatif",66878
"2021-04-20","KALIMANTAN TIMUR","kumulatif",67027
"2021-04-21","KALIMANTAN TIMUR","kumulatif",67214
"2021-04-22","KALIMANTAN TIMUR","kumulatif",67394
"2021-04-23","KALIMANTAN TIMUR","kumulatif",67582
"2021-04-24","KALIMANTAN TIMUR","kumulatif",67731
