"Tanggal","Provinsi","Status Covid-19","Total"
"2021-05-31","ACEH","sembuh",11814
"2021-06-02","ACEH","sembuh",11964
"2021-06-10","ACEH","sembuh",12708
"2021-06-12","ACEH","sembuh",12967
"2021-06-13","ACEH","sembuh",13002
"2021-03-24","BALI","sembuh",35365
"2021-03-28","BALI","sembuh",35362
"2021-04-07","BALI","sembuh",37926
"2021-04-12","BALI","sembuh",38314
"2021-04-15","BALI","sembuh",38891
"2021-04-16","BALI","sembuh",38891
"2021-04-17","BALI","sembuh",39010
"2021-04-18","BALI","sembuh",39202
"2021-04-19","BALI","sembuh",40074
"2021-04-20","BALI","sembuh",40343
"2021-04-21","BALI","sembuh",40339
"2021-04-22","BALI","sembuh",40711
"2021-04-23","BALI","sembuh",40858
"2021-04-24","BALI","sembuh",40858
"2021-04-25","BALI","sembuh",41040
"2021-04-26","BALI","sembuh",41215
"2021-04-27","BALI","sembuh",41297
"2021-04-30","BALI","sembuh",41595
"2021-05-01","BALI","sembuh",41937
"2021-05-02","BALI","sembuh",41992
"2021-05-04","BALI","sembuh",42224
"2021-05-06","BALI","sembuh",42325
"2021-05-08","BALI","sembuh",42685
"2021-05-10","BALI","sembuh",42919
"2021-05-13","BALI","sembuh",43187
"2021-05-14","BALI","sembuh",43278
"2021-05-16","BALI","sembuh",43477
"2021-05-19","BALI","sembuh",43817
"2021-05-25","BALI","sembuh",44130
"2021-05-26","BALI","sembuh",44172
"2021-05-29","BALI","sembuh",44655
"2021-05-31","BALI","sembuh",44935
"2021-06-02","BALI","sembuh",45060
"2021-06-10","BALI","sembuh",45453
"2021-06-12","BALI","sembuh",45783
"2021-06-13","BALI","sembuh",45825
"2021-03-24","BANTEN","sembuh",28397
"2021-03-28","BANTEN","sembuh",28983
"2021-04-07","BANTEN","sembuh",41332
"2021-04-12","BANTEN","sembuh",42157
"2021-04-15","BANTEN","sembuh",42526
"2021-04-16","BANTEN","sembuh",42557
"2021-04-17","BANTEN","sembuh",42649
"2021-04-18","BANTEN","sembuh",42898
"2021-04-19","BANTEN","sembuh",42934
"2021-04-20","BANTEN","sembuh",42973
"2021-04-21","BANTEN","sembuh",43140
"2021-04-22","BANTEN","sembuh",43233
"2021-04-23","BANTEN","sembuh",43331
"2021-04-24","BANTEN","sembuh",43453
"2021-04-25","BANTEN","sembuh",43589
"2021-04-26","BANTEN","sembuh",43761
"2021-04-27","BANTEN","sembuh",43956
"2021-04-30","BANTEN","sembuh",44180
"2021-05-01","BANTEN","sembuh",44244
"2021-05-02","BANTEN","sembuh",44278
"2021-05-04","BANTEN","sembuh",44479
"2021-05-06","BANTEN","sembuh",44705
"2021-05-08","BANTEN","sembuh",44787
"2021-05-10","BANTEN","sembuh",45035
"2021-05-13","BANTEN","sembuh",45117
"2021-05-14","BANTEN","sembuh",45145
"2021-05-16","BANTEN","sembuh",45304
"2021-05-19","BANTEN","sembuh",45672
"2021-05-25","BANTEN","sembuh",46282
"2021-05-26","BANTEN","sembuh",46305
"2021-05-29","BANTEN","sembuh",46484
"2021-05-31","BANTEN","sembuh",46823
"2021-06-02","BANTEN","sembuh",46908
"2021-06-10","BANTEN","sembuh",47286
"2021-06-12","BANTEN","sembuh",47532
"2021-06-13","BANTEN","sembuh",47582
"2021-03-24","BENGKULU","sembuh",4917
"2021-03-28","BENGKULU","sembuh",4974
"2021-04-07","BENGKULU","sembuh",5150
"2021-04-12","BENGKULU","sembuh",5273
"2021-04-15","BENGKULU","sembuh",5339
"2021-04-16","BENGKULU","sembuh",5369
"2021-04-17","BENGKULU","sembuh",5399
"2021-04-18","BENGKULU","sembuh",5434
"2021-04-19","BENGKULU","sembuh",5467
"2021-04-20","BENGKULU","sembuh",5498
"2021-04-21","BENGKULU","sembuh",5538
"2021-04-22","BENGKULU","sembuh",5559
"2021-04-23","BENGKULU","sembuh",5590
"2021-04-24","BENGKULU","sembuh",5615
"2021-04-25","BENGKULU","sembuh",5666
"2021-04-26","BENGKULU","sembuh",5706
"2021-04-27","BENGKULU","sembuh",5746
"2021-04-30","BENGKULU","sembuh",5852
"2021-05-01","BENGKULU","sembuh",5892
"2021-05-02","BENGKULU","sembuh",5939
"2021-05-04","BENGKULU","sembuh",5992
"2021-05-06","BENGKULU","sembuh",6078
"2021-05-08","BENGKULU","sembuh",6161
"2021-05-10","BENGKULU","sembuh",6275
"2021-05-13","BENGKULU","sembuh",6427
"2021-05-14","BENGKULU","sembuh",6467
"2021-05-16","BENGKULU","sembuh",6554
"2021-05-19","BENGKULU","sembuh",6634
"2021-05-25","BENGKULU","sembuh",6920
"2021-05-26","BENGKULU","sembuh",6922
"2021-05-29","BENGKULU","sembuh",7068
"2021-05-31","BENGKULU","sembuh",7148
"2021-06-02","BENGKULU","sembuh",7239
"2021-06-10","BENGKULU","sembuh",7602
"2021-06-12","BENGKULU","sembuh",7679
"2021-06-13","BENGKULU","sembuh",7729
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA","sembuh",26208
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA","sembuh",26837
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA","sembuh",29064
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA","sembuh",30033
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA","sembuh",30793
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA","sembuh",30993
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA","sembuh",31274
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA","sembuh",31499
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA","sembuh",31667
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA","sembuh",31910
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA","sembuh",32152
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA","sembuh",32426
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA","sembuh",32686
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA","sembuh",32948
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA","sembuh",33199
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA","sembuh",33424
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA","sembuh",33636
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA","sembuh",34407
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA","sembuh",34737
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA","sembuh",35045
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA","sembuh",35681
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA","sembuh",36225
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA","sembuh",36742
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA","sembuh",37183
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA","sembuh",37937
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA","sembuh",38102
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA","sembuh",38526
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA","sembuh",39098
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA","sembuh",40372
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA","sembuh",40564
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA","sembuh",41134
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA","sembuh",41443
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA","sembuh",41751
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA","sembuh",43224
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA","sembuh",43654
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA","sembuh",43876
"2021-03-24","DKI JAKARTA","sembuh",362931
"2021-03-28","DKI JAKARTA","sembuh",365600
"2021-04-07","DKI JAKARTA","sembuh",375694
"2021-04-12","DKI JAKARTA","sembuh",380506
"2021-04-15","DKI JAKARTA","sembuh",382710
"2021-04-16","DKI JAKARTA","sembuh",383581
"2021-04-17","DKI JAKARTA","sembuh",384580
"2021-04-18","DKI JAKARTA","sembuh",385567
"2021-04-19","DKI JAKARTA","sembuh",386537
"2021-04-20","DKI JAKARTA","sembuh",387434
"2021-04-21","DKI JAKARTA","sembuh",388007
"2021-04-22","DKI JAKARTA","sembuh",389259
"2021-04-23","DKI JAKARTA","sembuh",389773
"2021-04-24","DKI JAKARTA","sembuh",390365
"2021-04-25","DKI JAKARTA","sembuh",391524
"2021-04-26","DKI JAKARTA","sembuh",393166
"2021-04-27","DKI JAKARTA","sembuh",393561
"2021-04-30","DKI JAKARTA","sembuh",395261
"2021-05-01","DKI JAKARTA","sembuh",396153
"2021-05-02","DKI JAKARTA","sembuh",397039
"2021-05-04","DKI JAKARTA","sembuh",398317
"2021-05-06","DKI JAKARTA","sembuh",399665
"2021-05-08","DKI JAKARTA","sembuh",400638
"2021-05-10","DKI JAKARTA","sembuh",401841
"2021-05-13","DKI JAKARTA","sembuh",403829
"2021-05-14","DKI JAKARTA","sembuh",404505
"2021-05-16","DKI JAKARTA","sembuh",405284
"2021-05-19","DKI JAKARTA","sembuh",405971
"2021-05-25","DKI JAKARTA","sembuh",407516
"2021-05-26","DKI JAKARTA","sembuh",408032
"2021-05-29","DKI JAKARTA","sembuh",410424
"2021-05-31","DKI JAKARTA","sembuh",412009
"2021-06-02","DKI JAKARTA","sembuh",413105
"2021-06-10","DKI JAKARTA","sembuh",420170
"2021-06-12","DKI JAKARTA","sembuh",422098
"2021-06-13","DKI JAKARTA","sembuh",423033
"2021-03-24","GORONTALO","sembuh",4759
"2021-03-28","GORONTALO","sembuh",4792
"2021-04-07","GORONTALO","sembuh",4873
"2021-04-12","GORONTALO","sembuh",4910
"2021-04-15","GORONTALO","sembuh",4941
"2021-04-16","GORONTALO","sembuh",4941
"2021-04-17","GORONTALO","sembuh",4961
"2021-04-18","GORONTALO","sembuh",4968
"2021-04-19","GORONTALO","sembuh",4975
"2021-04-20","GORONTALO","sembuh",4977
"2021-04-21","GORONTALO","sembuh",4981
"2021-04-22","GORONTALO","sembuh",4983
"2021-04-23","GORONTALO","sembuh",4987
"2021-04-24","GORONTALO","sembuh",4987
"2021-04-25","GORONTALO","sembuh",4987
"2021-04-26","GORONTALO","sembuh",4990
"2021-04-27","GORONTALO","sembuh",4991
"2021-04-30","GORONTALO","sembuh",5080
"2021-05-01","GORONTALO","sembuh",5080
"2021-05-02","GORONTALO","sembuh",5082
"2021-05-04","GORONTALO","sembuh",5089
"2021-05-06","GORONTALO","sembuh",5106
"2021-05-08","GORONTALO","sembuh",5108
"2021-05-10","GORONTALO","sembuh",5112
"2021-05-13","GORONTALO","sembuh",5116
"2021-05-14","GORONTALO","sembuh",5118
"2021-05-16","GORONTALO","sembuh",5119
"2021-05-19","GORONTALO","sembuh",5128
"2021-05-25","GORONTALO","sembuh",5134
"2021-05-26","GORONTALO","sembuh",5135
"2021-05-29","GORONTALO","sembuh",5237
"2021-05-31","GORONTALO","sembuh",5241
"2021-06-02","GORONTALO","sembuh",5256
"2021-06-10","GORONTALO","sembuh",5276
"2021-06-12","GORONTALO","sembuh",5330
"2021-06-13","GORONTALO","sembuh",5337
"2021-03-24","JAMBI","sembuh",4911
"2021-03-28","JAMBI","sembuh",4967
"2021-04-07","JAMBI","sembuh",5241
"2021-04-12","JAMBI","sembuh",5364
"2021-04-15","JAMBI","sembuh",5516
"2021-04-16","JAMBI","sembuh",5546
"2021-04-17","JAMBI","sembuh",5589
"2021-04-18","JAMBI","sembuh",5628
"2021-04-19","JAMBI","sembuh",5644
"2021-04-20","JAMBI","sembuh",5686
"2021-04-21","JAMBI","sembuh",5731
"2021-04-22","JAMBI","sembuh",5771
"2021-04-23","JAMBI","sembuh",5831
"2021-04-24","JAMBI","sembuh",5898
"2021-04-25","JAMBI","sembuh",5922
"2021-04-26","JAMBI","sembuh",5967
"2021-04-27","JAMBI","sembuh",5987
"2021-04-30","JAMBI","sembuh",6165
"2021-05-01","JAMBI","sembuh",6215
"2021-05-02","JAMBI","sembuh",6248
"2021-05-04","JAMBI","sembuh",6355
"2021-05-06","JAMBI","sembuh",6463
"2021-05-08","JAMBI","sembuh",6598
"2021-05-10","JAMBI","sembuh",6720
"2021-05-13","JAMBI","sembuh",6855
"2021-05-14","JAMBI","sembuh",6894
"2021-05-16","JAMBI","sembuh",6985
"2021-05-19","JAMBI","sembuh",7152
"2021-05-25","JAMBI","sembuh",7524
"2021-05-26","JAMBI","sembuh",7600
"2021-05-29","JAMBI","sembuh",7812
"2021-05-31","JAMBI","sembuh",7817
"2021-06-02","JAMBI","sembuh",7933
"2021-06-10","JAMBI","sembuh",8449
"2021-06-12","JAMBI","sembuh",8738
"2021-06-13","JAMBI","sembuh",8975
"2021-03-24","JAWA BARAT","sembuh",215025
"2021-03-28","JAWA BARAT","sembuh",219475
"2021-04-07","JAWA BARAT","sembuh",227132
"2021-04-12","JAWA BARAT","sembuh",229848
"2021-04-15","JAWA BARAT","sembuh",232789
"2021-04-16","JAWA BARAT","sembuh",233300
"2021-04-17","JAWA BARAT","sembuh",234064
"2021-04-18","JAWA BARAT","sembuh",234403
"2021-04-19","JAWA BARAT","sembuh",235270
"2021-04-20","JAWA BARAT","sembuh",236220
"2021-04-21","JAWA BARAT","sembuh",238366
"2021-04-22","JAWA BARAT","sembuh",239611
"2021-04-23","JAWA BARAT","sembuh",240759
"2021-04-24","JAWA BARAT","sembuh",241572
"2021-04-25","JAWA BARAT","sembuh",241995
"2021-04-26","JAWA BARAT","sembuh",242844
"2021-04-27","JAWA BARAT","sembuh",243655
"2021-04-30","JAWA BARAT","sembuh",247084
"2021-05-01","JAWA BARAT","sembuh",247788
"2021-05-02","JAWA BARAT","sembuh",248276
"2021-05-04","JAWA BARAT","sembuh",250576
"2021-05-06","JAWA BARAT","sembuh",253478
"2021-05-08","JAWA BARAT","sembuh",256828
"2021-05-10","JAWA BARAT","sembuh",259630
"2021-05-13","JAWA BARAT","sembuh",262057
"2021-05-14","JAWA BARAT","sembuh",262748
"2021-05-16","JAWA BARAT","sembuh",263814
"2021-05-19","JAWA BARAT","sembuh",268333
"2021-05-25","JAWA BARAT","sembuh",274856
"2021-05-26","JAWA BARAT","sembuh",275321
"2021-05-29","JAWA BARAT","sembuh",278215
"2021-05-31","JAWA BARAT","sembuh",280408
"2021-06-02","JAWA BARAT","sembuh",286039
"2021-06-10","JAWA BARAT","sembuh",299361
"2021-06-12","JAWA BARAT","sembuh",301636
"2021-06-13","JAWA BARAT","sembuh",302284
"2021-03-24","JAWA TENGAH","sembuh",122955
"2021-03-28","JAWA TENGAH","sembuh",124189
"2021-04-07","JAWA TENGAH","sembuh",133687
"2021-04-12","JAWA TENGAH","sembuh",140877
"2021-04-15","JAWA TENGAH","sembuh",146239
"2021-04-16","JAWA TENGAH","sembuh",148077
"2021-04-17","JAWA TENGAH","sembuh",149909
"2021-04-18","JAWA TENGAH","sembuh",151252
"2021-04-19","JAWA TENGAH","sembuh",153179
"2021-04-20","JAWA TENGAH","sembuh",155547
"2021-04-21","JAWA TENGAH","sembuh",157530
"2021-04-22","JAWA TENGAH","sembuh",159233
"2021-04-23","JAWA TENGAH","sembuh",160680
"2021-04-24","JAWA TENGAH","sembuh",161387
"2021-04-25","JAWA TENGAH","sembuh",161699
"2021-04-26","JAWA TENGAH","sembuh",162195
"2021-04-27","JAWA TENGAH","sembuh",162885
"2021-04-30","JAWA TENGAH","sembuh",165736
"2021-05-01","JAWA TENGAH","sembuh",165958
"2021-05-02","JAWA TENGAH","sembuh",166032
"2021-05-04","JAWA TENGAH","sembuh",167343
"2021-05-06","JAWA TENGAH","sembuh",168296
"2021-05-08","JAWA TENGAH","sembuh",169435
"2021-05-10","JAWA TENGAH","sembuh",170752
"2021-05-13","JAWA TENGAH","sembuh",172899
"2021-05-14","JAWA TENGAH","sembuh",173330
"2021-05-16","JAWA TENGAH","sembuh",174412
"2021-05-19","JAWA TENGAH","sembuh",175917
"2021-05-25","JAWA TENGAH","sembuh",178018
"2021-05-26","JAWA TENGAH","sembuh",178189
"2021-05-29","JAWA TENGAH","sembuh",179781
"2021-05-31","JAWA TENGAH","sembuh",180569
"2021-06-02","JAWA TENGAH","sembuh",180881
"2021-06-10","JAWA TENGAH","sembuh",185946
"2021-06-12","JAWA TENGAH","sembuh",186793
"2021-06-13","JAWA TENGAH","sembuh",186955
"2021-03-24","JAWA TIMUR","sembuh",121844
"2021-03-28","JAWA TIMUR","sembuh",123310
"2021-04-07","JAWA TIMUR","sembuh",128229
"2021-04-12","JAWA TIMUR","sembuh",129820
"2021-04-15","JAWA TIMUR","sembuh",130527
"2021-04-16","JAWA TIMUR","sembuh",130764
"2021-04-17","JAWA TIMUR","sembuh",131112
"2021-04-18","JAWA TIMUR","sembuh",131433
"2021-04-19","JAWA TIMUR","sembuh",131671
"2021-04-20","JAWA TIMUR","sembuh",131891
"2021-04-21","JAWA TIMUR","sembuh",132109
"2021-04-22","JAWA TIMUR","sembuh",132506
"2021-04-23","JAWA TIMUR","sembuh",132778
"2021-04-24","JAWA TIMUR","sembuh",133001
"2021-04-25","JAWA TIMUR","sembuh",133216
"2021-04-26","JAWA TIMUR","sembuh",133480
"2021-04-27","JAWA TIMUR","sembuh",133724
"2021-04-30","JAWA TIMUR","sembuh",134587
"2021-05-01","JAWA TIMUR","sembuh",135092
"2021-05-02","JAWA TIMUR","sembuh",135284
"2021-05-04","JAWA TIMUR","sembuh",135774
"2021-05-06","JAWA TIMUR","sembuh",136247
"2021-05-08","JAWA TIMUR","sembuh",136734
"2021-05-10","JAWA TIMUR","sembuh",137143
"2021-05-13","JAWA TIMUR","sembuh",137708
"2021-05-14","JAWA TIMUR","sembuh",137881
"2021-05-16","JAWA TIMUR","sembuh",138274
"2021-05-19","JAWA TIMUR","sembuh",138990
"2021-05-25","JAWA TIMUR","sembuh",140191
"2021-05-26","JAWA TIMUR","sembuh",140317
"2021-05-29","JAWA TIMUR","sembuh",140908
"2021-05-31","JAWA TIMUR","sembuh",141336
"2021-06-02","JAWA TIMUR","sembuh",141712
"2021-06-10","JAWA TIMUR","sembuh",143429
"2021-06-12","JAWA TIMUR","sembuh",143881
"2021-06-13","JAWA TIMUR","sembuh",144086
"2021-03-24","KALIMANTAN BARAT","sembuh",5009
"2021-03-28","KALIMANTAN BARAT","sembuh",5174
"2021-04-07","KALIMANTAN BARAT","sembuh",5650
"2021-04-12","KALIMANTAN BARAT","sembuh",5816
"2021-04-15","KALIMANTAN BARAT","sembuh",5952
"2021-04-16","KALIMANTAN BARAT","sembuh",5997
"2021-04-17","KALIMANTAN BARAT","sembuh",6043
"2021-04-18","KALIMANTAN BARAT","sembuh",6085
"2021-04-19","KALIMANTAN BARAT","sembuh",6085
"2021-04-20","KALIMANTAN BARAT","sembuh",6144
"2021-04-21","KALIMANTAN BARAT","sembuh",6204
"2021-04-22","KALIMANTAN BARAT","sembuh",6254
"2021-04-23","KALIMANTAN BARAT","sembuh",6315
"2021-04-24","KALIMANTAN BARAT","sembuh",6391
"2021-04-25","KALIMANTAN BARAT","sembuh",6471
"2021-04-26","KALIMANTAN BARAT","sembuh",6471
"2021-04-27","KALIMANTAN BARAT","sembuh",6548
"2021-04-30","KALIMANTAN BARAT","sembuh",6760
"2021-05-01","KALIMANTAN BARAT","sembuh",6828
"2021-05-02","KALIMANTAN BARAT","sembuh",6901
"2021-05-04","KALIMANTAN BARAT","sembuh",7000
"2021-05-06","KALIMANTAN BARAT","sembuh",7194
"2021-05-08","KALIMANTAN BARAT","sembuh",7367
"2021-05-10","KALIMANTAN BARAT","sembuh",7541
"2021-05-13","KALIMANTAN BARAT","sembuh",7967
"2021-05-14","KALIMANTAN BARAT","sembuh",8146
"2021-05-16","KALIMANTAN BARAT","sembuh",8394
"2021-05-19","KALIMANTAN BARAT","sembuh",8801
"2021-05-25","KALIMANTAN BARAT","sembuh",9340
"2021-05-26","KALIMANTAN BARAT","sembuh",9377
"2021-05-29","KALIMANTAN BARAT","sembuh",9760
"2021-05-31","KALIMANTAN BARAT","sembuh",9982
"2021-06-02","KALIMANTAN BARAT","sembuh",10246
"2021-06-10","KALIMANTAN BARAT","sembuh",10798
"2021-06-12","KALIMANTAN BARAT","sembuh",11176
"2021-06-13","KALIMANTAN BARAT","sembuh",11176
"2021-03-24","KALIMANTAN SELATAN","sembuh",23041
"2021-03-28","KALIMANTAN SELATAN","sembuh",23627
"2021-04-07","KALIMANTAN SELATAN","sembuh",25498
"2021-04-12","KALIMANTAN SELATAN","sembuh",26841
"2021-04-15","KALIMANTAN SELATAN","sembuh",27361
"2021-04-16","KALIMANTAN SELATAN","sembuh",27561
"2021-04-17","KALIMANTAN SELATAN","sembuh",27848
"2021-04-18","KALIMANTAN SELATAN","sembuh",27990
"2021-04-19","KALIMANTAN SELATAN","sembuh",28102
"2021-04-20","KALIMANTAN SELATAN","sembuh",28324
"2021-04-21","KALIMANTAN SELATAN","sembuh",28572
"2021-04-22","KALIMANTAN SELATAN","sembuh",28733
"2021-04-23","KALIMANTAN SELATAN","sembuh",29061
"2021-04-24","KALIMANTAN SELATAN","sembuh",29114
"2021-04-25","KALIMANTAN SELATAN","sembuh",29284
"2021-04-26","KALIMANTAN SELATAN","sembuh",29388
"2021-04-27","KALIMANTAN SELATAN","sembuh",29521
"2021-04-30","KALIMANTAN SELATAN","sembuh",29840
"2021-05-01","KALIMANTAN SELATAN","sembuh",29940
"2021-05-02","KALIMANTAN SELATAN","sembuh",30001
"2021-05-04","KALIMANTAN SELATAN","sembuh",30273
"2021-05-06","KALIMANTAN SELATAN","sembuh",30621
"2021-05-08","KALIMANTAN SELATAN","sembuh",30936
"2021-05-10","KALIMANTAN SELATAN","sembuh",31129
"2021-05-13","KALIMANTAN SELATAN","sembuh",31801
"2021-05-14","KALIMANTAN SELATAN","sembuh",31840
"2021-05-16","KALIMANTAN SELATAN","sembuh",31932
"2021-05-19","KALIMANTAN SELATAN","sembuh",32172
"2021-05-25","KALIMANTAN SELATAN","sembuh",32633
"2021-05-26","KALIMANTAN SELATAN","sembuh",32649
"2021-05-29","KALIMANTAN SELATAN","sembuh",32780
"2021-05-31","KALIMANTAN SELATAN","sembuh",32891
"2021-06-02","KALIMANTAN SELATAN","sembuh",32960
"2021-06-10","KALIMANTAN SELATAN","sembuh",33521
"2021-06-12","KALIMANTAN SELATAN","sembuh",33581
"2021-06-13","KALIMANTAN SELATAN","sembuh",33610
"2021-03-24","KALIMANTAN TENGAH","sembuh",13643
"2021-03-28","KALIMANTAN TENGAH","sembuh",13829
"2021-04-07","KALIMANTAN TENGAH","sembuh",14753
"2021-04-12","KALIMANTAN TENGAH","sembuh",15379
"2021-04-15","KALIMANTAN TENGAH","sembuh",16045
"2021-04-16","KALIMANTAN TENGAH","sembuh",16092
"2021-04-17","KALIMANTAN TENGAH","sembuh",16108
"2021-04-18","KALIMANTAN TENGAH","sembuh",16118
"2021-04-19","KALIMANTAN TENGAH","sembuh",16296
"2021-04-20","KALIMANTAN TENGAH","sembuh",16320
"2021-04-21","KALIMANTAN TENGAH","sembuh",16381
"2021-04-22","KALIMANTAN TENGAH","sembuh",16386
"2021-04-23","KALIMANTAN TENGAH","sembuh",16448
"2021-04-24","KALIMANTAN TENGAH","sembuh",16495
"2021-04-25","KALIMANTAN TENGAH","sembuh",16503
"2021-04-26","KALIMANTAN TENGAH","sembuh",16540
"2021-04-27","KALIMANTAN TENGAH","sembuh",16568
"2021-04-30","KALIMANTAN TENGAH","sembuh",17009
"2021-05-01","KALIMANTAN TENGAH","sembuh",17032
"2021-05-02","KALIMANTAN TENGAH","sembuh",17046
"2021-05-04","KALIMANTAN TENGAH","sembuh",17444
"2021-05-06","KALIMANTAN TENGAH","sembuh",17843
"2021-05-08","KALIMANTAN TENGAH","sembuh",17999
"2021-05-10","KALIMANTAN TENGAH","sembuh",18172
"2021-05-13","KALIMANTAN TENGAH","sembuh",18281
"2021-05-14","KALIMANTAN TENGAH","sembuh",18341
"2021-05-16","KALIMANTAN TENGAH","sembuh",18522
"2021-05-19","KALIMANTAN TENGAH","sembuh",18659
"2021-05-25","KALIMANTAN TENGAH","sembuh",19035
"2021-05-26","KALIMANTAN TENGAH","sembuh",19070
"2021-05-29","KALIMANTAN TENGAH","sembuh",19124
"2021-05-31","KALIMANTAN TENGAH","sembuh",19263
"2021-06-02","KALIMANTAN TENGAH","sembuh",19430
"2021-06-10","KALIMANTAN TENGAH","sembuh",19806
"2021-06-12","KALIMANTAN TENGAH","sembuh",19855
"2021-06-13","KALIMANTAN TENGAH","sembuh",19886
"2021-03-24","KALIMANTAN TIMUR","sembuh",56947
"2021-03-28","KALIMANTAN TIMUR","sembuh",58220
"2021-04-07","KALIMANTAN TIMUR","sembuh",60790
"2021-04-12","KALIMANTAN TIMUR","sembuh",61843
"2021-04-15","KALIMANTAN TIMUR","sembuh",62557
"2021-04-16","KALIMANTAN TIMUR","sembuh",62748
"2021-04-17","KALIMANTAN TIMUR","sembuh",63002
"2021-04-18","KALIMANTAN TIMUR","sembuh",63141
"2021-04-19","KALIMANTAN TIMUR","sembuh",63313
"2021-04-20","KALIMANTAN TIMUR","sembuh",63489
"2021-04-21","KALIMANTAN TIMUR","sembuh",63630
"2021-04-22","KALIMANTAN TIMUR","sembuh",63817
"2021-04-23","KALIMANTAN TIMUR","sembuh",63997
"2021-04-24","KALIMANTAN TIMUR","sembuh",64202
"2021-04-25","KALIMANTAN TIMUR","sembuh",64322
"2021-04-26","KALIMANTAN TIMUR","sembuh",64508
"2021-04-27","KALIMANTAN TIMUR","sembuh",64716
"2021-04-30","KALIMANTAN TIMUR","sembuh",65199
"2021-05-01","KALIMANTAN TIMUR","sembuh",65391
"2021-05-02","KALIMANTAN TIMUR","sembuh",65519
"2021-05-04","KALIMANTAN TIMUR","sembuh",65803
"2021-05-06","KALIMANTAN TIMUR","sembuh",66029
"2021-05-08","KALIMANTAN TIMUR","sembuh",66403
"2021-05-10","KALIMANTAN TIMUR","sembuh",66742
"2021-05-13","KALIMANTAN TIMUR","sembuh",67015
"2021-05-14","KALIMANTAN TIMUR","sembuh",67120
"2021-05-16","KALIMANTAN TIMUR","sembuh",67281
"2021-05-19","KALIMANTAN TIMUR","sembuh",67616
"2021-05-25","KALIMANTAN TIMUR","sembuh",68109
"2021-05-26","KALIMANTAN TIMUR","sembuh",68195
"2021-05-29","KALIMANTAN TIMUR","sembuh",68540
"2021-05-31","KALIMANTAN TIMUR","sembuh",68837
"2021-06-02","KALIMANTAN TIMUR","sembuh",69017
"2021-06-10","KALIMANTAN TIMUR","sembuh",69681
"2021-06-12","KALIMANTAN TIMUR","sembuh",69830
"2021-06-13","KALIMANTAN TIMUR","sembuh",69899
"2021-03-24","KALIMANTAN UTARA","sembuh",9096
"2021-03-28","KALIMANTAN UTARA","sembuh",9193
"2021-04-07","KALIMANTAN UTARA","sembuh",9607
"2021-04-12","KALIMANTAN UTARA","sembuh",9915
"2021-04-15","KALIMANTAN UTARA","sembuh",10191
"2021-04-16","KALIMANTAN UTARA","sembuh",10201
"2021-04-17","KALIMANTAN UTARA","sembuh",10222
"2021-04-18","KALIMANTAN UTARA","sembuh",10236
"2021-04-19","KALIMANTAN UTARA","sembuh",10553
"2021-04-20","KALIMANTAN UTARA","sembuh",10782
"2021-04-21","KALIMANTAN UTARA","sembuh",10858
"2021-04-22","KALIMANTAN UTARA","sembuh",10871
"2021-04-23","KALIMANTAN UTARA","sembuh",10885
"2021-04-24","KALIMANTAN UTARA","sembuh",10887
"2021-04-25","KALIMANTAN UTARA","sembuh",10912
"2021-04-26","KALIMANTAN UTARA","sembuh",10938
"2021-04-27","KALIMANTAN UTARA","sembuh",10978
